,民國101年06月,,,,,,,Jun-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
1507  永大,514683223,10743804,6574,47.91,47.72,50,50,6月29日,46.3,6月8日,2.62
1512  瑞利,11164329,1518003,620,7.35,7.35,7.51,7.6,6月27日,7.02,6月4日,0.83
1513  中興電,189490517,11442061,4577,16.56,16.6,16.85,16.95,6月1日,16.05,6月15日,2.38
1514  亞力,51265397,6306684,2029,8.13,8.13,8.08,8.33,6月18日,7.6,6月4日,3.14
1515  力山,13468508,2729356,936,4.93,4.95,5.01,5.15,6月19日,4.7,6月4日,1.19
1517  利奇,137350293,11463951,4246,11.98,12,12.6,12.7,6月29日,11.3,6月4日,5.03
1519  華城,50033499,3685385,1837,13.58,13.74,13.9,14.25,6月1日,13,6月15日,1.41
1521  大億,97665591,1800948,1288,54.23,54.14,56.6,56.9,6月29日,49.8,6月13日,2.36
1522  堤維西,32720866,2765380,1122,11.83,11.88,11.95,12.25,6月21日,11.1,6月4日,0.89
1524  耿鼎,9586139,1737301,612,5.52,5.55,5.65,5.65,6月29日,5.32,6月4日,1.07
1525  江申,106247264,2359877,1689,45.02,44.5,45.4,46.8,6月18日,40.5,6月4日,3.41
1526  日馳,4005757,499065,368,8.03,8.06,8.1,8.4,6月1日,7.73,6月19日,1
1527  鑽全,76742023,3498502,1782,21.94,21.81,22.9,23.05,6月27日,20.9,6月4日,2.24
1528  恩德,29082661,2554418,1054,11.39,11.5,11.75,11.85,6月25日,10.7,6月4日,1.81
1530  亞崴,32163852,1132641,726,28.4,28.7,29.7,30.5,6月20日,26.65,6月4日,1.19
1531  高林股,163197838,7477960,3147,21.82,21.75,21.95,23,6月1日,21.4,6月14日,3.87
1533  車王電,12701843,747317,460,17,16.92,16.95,18.3,6月1日,16.35,6月4日,0.78
1535  中宇,101267508,1601843,1142,63.22,63.41,65,65.8,6月29日,60.8,6月4日,1.42
1536  和大,143354622,9313099,3490,15.39,15.4,15.95,16.3,6月20日,14,6月4日,5.88
1537  廣隆,448647811,9513799,5552,47.16,47.14,49.25,49.5,6月29日,41,6月4日,11.66
1538  正峰新,133287527,10565306,4568,12.62,12.5,11.7,13.65,6月7日,11.5,6月29日,6.52
1539  巨庭,2345902,432192,240,5.43,5.36,5.28,5.95,6月12日,5.08,6月4日,0.66
1540  喬福,37395376,1778440,953,21.03,21.08,21.75,21.9,6月29日,20.1,6月4日,2.08
1541  錩泰,4926718,448892,301,10.98,10.9,10.7,11.9,6月22日,10.5,6月15日,0.57
1560  中砂,452888684,10653584,6424,42.51,42.35,41.55,44.65,6月21日,39.25,6月4日,7.56
1583  程泰,31103736,721254,558,43.12,43.92,46,47.1,6月26日,41.05,6月5日,0.74
1589  F-永冠,279586178,4681248,3129,59.72,59.4,58,66.2,6月1日,53.5,6月29日,5.27
1590  F-亞德,939421328,5859064,4876,160.34,161.24,170,176,6月21日,144,6月4日,3.91
2049  上銀,15142011175,51558746,39515,293.68,293.62,302,311,6月20日,268,6月4日,21.97
2231  為升,11389188,276446,234,41.2,41.31,42.4,44.2,6月19日,38.4,6月4日,0.46
4526  東台,245242400,9606711,4731,25.53,25.06,25.9,27.5,6月20日,23.3,6月4日,4.33
4532  瑞智,1062883665,40456831,16930,26.27,26.29,25.2,27.8,6月18日,24.8,6月28日,9.44
6605  帝寶,99492981,1574432,1312,63.19,63.11,64.6,65.9,6月27日,60,6月4日,0.95
8374  羅昇,184938966,4135820,3180,44.72,44.55,45.45,47.2,6月1日,42.65,6月4日,5.43
06 電器電纜類,,,,,,,,,,,
Electrical and Cable,,,,,,,,,,,
1603  華電,22195991,2890125,871,7.68,7.67,7.85,8.02,6月25日,7.3,6月4日,0.84
1604  聲寶,263397537,29752920,8041,8.85,8.84,8.98,9.18,6月1日,8.3,6月4日,5.03
1605  華新,1115838647,139838319,40325,7.98,7.97,8.25,8.6,6月21日,7.18,6月4日,3.87
1608  華榮,128443638,16515225,3965,7.78,7.79,7.95,8.18,6月26日,7.38,6月15日,2.61
1609  大亞,56355541,7831225,2419,7.2,7.21,7.25,7.37,6月21日,6.9,6月4日,1.35
1611  中電,195222377,9865251,4947,19.79,19.83,20.15,20.8,6月15日,18.55,6月4日,2.48
1612  宏泰,45996847,4906878,2229,9.37,9.39,9.35,9.7,6月1日,9.2,6月4日,1.51
1613  台一,21775788,4302413,1655,5.06,5.06,5.05,5.32,6月1日,4.95,6月6日,2.15
1614  三洋電,63033696,2329917,999,27.05,27.08,27.25,28.2,6月19日,26.25,6月4日,0.74
1615  大山,6669677,628843,414,10.61,10.51,10.35,11.05,6月19日,10.15,6月26日,0.56
1616  億泰,10724235,2660061,631,4.03,4.06,4.07,4.28,6月18日,3.8,6月4日,1.37
1617  榮星,9262211,1011677,451,9.16,9.15,9.2,9.6,6月1日,8.92,6月5日,0.72
1618  合機,39983747,4030169,1426,9.92,9.9,10.05,10.3,6月22日,9.35,6月4日,1.67
4930  燦星網,181708679,13397648,6281,13.56,13.45,13.7,14.5,6月21日,12.4,6月15日,6.13
08 玻璃陶瓷類,,,,,,,,,,,
Glass and Ceramics,,,,,,,,,,,
1802  台玻,1869899041,74615207,31406,25.06,25.5,25.05,28.1,6月7日,23.75,6月15日,3.28
1806  冠軍,143578300,13439771,4762,10.68,10.7,10.85,11.3,6月1日,10.25,6月4日,3.07
1809  中釉,111003424,7894077,3094,14.06,13.99,14.6,14.7,6月20日,13.1,6月4日,4.16
1810  和成,63295652,8054085,2374,7.86,7.87,8.14,8.14,6月29日,7.23,6月4日,2.18
09 造紙工業類,,,,,,,,,,,
Paper and Pulp,,,,,,,,,,,
1902  台紙,53652351,5856622,2030,9.16,9.19,9.22,9.4,6月1日,8.95,6月4日,1.46
1903  士紙,64483580,1625078,955,39.68,39.76,40.35,41,6月21日,37.05,6月4日,0.62
1904  正隆,136422655,12234685,5469,11.15,11.18,11.25,11.35,6月15日,10.8,6月4日,1.14
1905  華紙,87276991,9531498,2818,9.16,9.17,9.18,9.45,6月18日,8.8,6月4日,1.55
1906  寶隆,3394303,593510,335,5.72,5.75,5.66,6.37,6月1日,5.42,6月29日,0.39
1907  永豐餘,338103696,27848151,9763,12.14,12.12,12.35,12.45,6月1日,11.75,6月4日,1.68
1909  榮成,47717787,6131341,1987,7.78,7.78,7.74,8.01,6月1日,7.62,6月4日,0.89
10 鋼鐵工業類,,,,,,,,,,,
Iron and Steel,,,,,,,,,,,
1532  勤美,82352520,4588268,1977,17.95,18,18.3,18.35,6月29日,17.25,6月4日,1.26
2002  中鋼,10223940804,365073033,107777,28.01,27.98,28,28.8,6月18日,27.45,6月4日,2.43
2002A 中鋼特,11302850,286000,122,39.52,39.54,39.5,39.8,6月20日,39.2,6月26日,0.75
2006  東鋼,771666861,27116234,12807,28.46,28.29,29,29.5,6月15日,27.2,6月4日,2.76
2007  燁興,9294082,2106632,723,4.41,4.43,4.46,4.7,6月1日,4.29,6月4日,0.33
