,民國101年06月,,,,,,,Jun-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
052728富邦M5,610190,242000,19,2.52,2.33,2.59,2.78,6月22日,1.73,6月4日
052729兆豐9V,520,2000,2,0.26,0.26,0.26,0.26,6月28日,0.26,6月28日
052730兆豐9W,1645790,2912000,198,0.57,0.57,0.62,0.66,6月20日,0.48,6月4日
052731兆豐9Y,2132600,2944000,92,0.72,0.73,0.82,0.92,6月18日,0.54,6月7日
052732亞東24,763800,1402000,75,0.54,0.52,0.49,0.65,6月1日,0.37,6月29日
052733亞東25,1538520,2582000,62,0.6,0.6,0.37,0.76,6月7日,0.33,6月29日
052734富邦M6,5963500,6335000,277,0.94,0.93,0.96,1.1,6月18日,0.75,6月4日
052735富邦M7,1190210,1183000,44,1.01,1.04,0.57,1.86,6月1日,0.57,6月29日
052736富邦M8,4459350,1546000,42,2.88,2.64,2.58,3.15,6月20日,2.11,6月5日
052737富邦M9,4529900,1692000,37,2.68,2.49,2.38,2.92,6月20日,1.81,6月4日
052738富邦N1,8163550,5698000,207,1.43,1.47,1.7,1.75,6月22日,1,6月4日
052739凱基JM,25793270,10902000,425,2.37,2.35,2.61,5.2,6月20日,1.82,6月4日
052740凱基JP,20379200,37808000,1186,0.54,0.59,0.64,1,6月1日,0.39,6月11日
052741凱基JQ,7624910,6945000,285,1.1,1.23,1.34,2.24,6月1日,0.8,6月11日
052742凱基JR,329560,388000,21,0.85,0.86,0.84,1.03,6月15日,0.74,6月26日
052743凱基JS,237900,155000,4,1.53,1.48,1.3,2.04,6月1日,1.28,6月8日
052744凱基JT,2363980,1081000,79,2.19,2.2,2.53,2.83,6月20日,1.49,6月4日
052745元富JK,15860900,8228000,615,1.93,1.9,2.03,2.23,6月20日,1.4,6月4日
052746元富JL,422330,711000,15,0.59,0.64,0.6,0.7,6月7日,0.56,6月27日
052747元富JM,234600,300000,7,0.78,0.78,0.77,0.84,6月20日,0.71,6月27日
052748元富JQ,33731410,13935000,461,2.42,2.46,2.85,3.28,6月1日,1.98,6月14日
052749元富JR,29175660,14061000,563,2.07,2.05,2.33,2.96,6月25日,1.23,6月4日
052750元富JS,5276640,5076000,153,1.04,1.01,0.94,1.32,6月21日,0.86,6月4日
052751元富JT,9003390,5799000,358,1.55,1.46,1.83,2.06,6月28日,0.9,6月11日
052752大華JR,657070,648000,20,1.01,1.01,1.02,1.25,6月1日,0.85,6月4日
052753大華JS,1910150,2910000,73,0.66,0.67,0.78,0.9,6月21日,0.55,6月6日
052754大華JT,2214470,2384000,25,0.93,0.93,0.88,1,6月20日,0.84,6月26日
052755大華JU,11702630,10306000,223,1.14,1.07,1.18,1.27,6月18日,0.7,6月4日
052756大華JV,30060,42000,4,0.72,0.69,0.74,0.74,6月18日,0.61,6月14日
052757大華JW,626420,708000,38,0.88,0.88,0.79,1.12,6月18日,0.75,6月28日
052758統一AQ,558600,935000,29,0.6,0.72,0.74,1.06,6月5日,0.4,6月8日
052759統一AR,1742310,1750000,30,1,0.99,1.07,1.17,6月18日,0.68,6月4日
052760中信99,14830940,7467000,243,1.99,2.06,2.22,4.66,6月1日,1.34,6月11日
052761元大9Q,397340,484000,50,0.82,0.87,0.94,1.01,6月20日,0.67,6月4日
052762元大9R,15123320,8292000,306,1.82,1.84,1.93,2.26,6月18日,1.45,6月12日
052763元大9S,24606350,22578000,481,1.09,1.04,1.09,1.25,6月20日,0.75,6月4日
052764元大9T,3003520,3467000,151,0.87,0.9,1.04,1.14,6月19日,0.59,6月4日
052765元大9U,16232330,39937000,1295,0.41,0.4,0.26,0.58,6月11日,0.23,6月28日
052766元大A1,5244830,5231000,180,1,1.01,1,1.22,6月18日,0.7,6月4日
052767元大A2,4530390,5991000,104,0.76,0.71,0.75,0.86,6月21日,0.61,6月18日
052768元大A3,12664620,12568000,1039,1.01,0.95,1.04,1.2,6月20日,0.71,6月4日
052769元大A4,3448010,4540000,178,0.76,0.74,0.75,0.92,6月20日,0.43,6月4日
052770元大A5,6823710,8486000,322,0.8,0.83,0.95,1.14,6月18日,0.62,6月5日
052771元大A6,1591300,1513000,96,1.05,1.03,1,1.17,6月21日,0.92,6月12日
052772元大A7,5819550,3407000,80,1.71,1.63,1.64,1.86,6月21日,1.34,6月4日
052773元大A8,1132350,1475000,47,0.77,0.77,0.76,0.94,6月26日,0.68,6月5日
052774AW永豐,4403830,3801000,300,1.16,1.12,1.1,1.46,6月19日,0.75,6月4日
052775AX永豐,203130,253000,26,0.8,0.89,1,1.15,6月19日,0.61,6月4日
052776AY永豐,16601390,14990000,575,1.11,1.08,1.3,1.35,6月18日,0.75,6月6日
052777AZ永豐,4006140,3086000,81,1.3,1.17,1.3,1.5,6月19日,0.69,6月4日
052778BA永豐,286070,416000,13,0.69,0.72,0.56,0.91,6月6日,0.55,6月28日
052779BB永豐,1726700,2922000,34,0.59,0.58,0.56,0.63,6月7日,0.53,6月6日
052780BC永豐,32570,90000,9,0.36,0.38,0.42,0.45,6月25日,0.32,6月4日
052781BD永豐,7016770,7863000,193,0.89,0.85,0.83,1.03,6月18日,0.75,6月28日
052782BE永豐,826040,1272000,116,0.65,0.66,0.65,0.86,6月18日,0.52,6月4日
052783BH永豐,770530,860000,57,0.9,0.85,0.78,1.14,6月18日,0.59,6月29日
052785國泰45,12607130,9082000,122,1.39,1.36,1.35,1.56,6月18日,1.27,6月8日
052786國泰46,154100,161000,11,0.96,0.98,0.89,1.15,6月20日,0.79,6月4日
052787國泰47,7904270,8703000,526,0.91,0.9,0.79,1.15,6月1日,0.74,6月4日
052788大華JY,6242500,3621000,189,1.72,1.58,1.57,2.95,6月1日,1,6月11日
052789富邦N2,4471680,7002000,126,0.64,0.55,0.42,0.79,6月1日,0.34,6月26日
052790富邦N4,3103210,2305000,122,1.35,1.4,1.47,1.67,6月18日,1.2,6月7日
052791富邦N5,1444310,1388000,29,1.04,1.05,0.97,1.1,6月20日,0.97,6月22日
052792日盛75,520070,333000,30,1.56,1.57,1.5,1.77,6月20日,1.41,6月12日
052793大眾6Q,508100,824000,369,0.62,0.62,0.67,0.77,6月7日,0.46,6月11日
052794兆豐9Z,879520,718000,36,1.22,1.24,1.24,1.37,6月18日,1.1,6月13日
052795兆豐01,1302670,1428000,79,0.91,0.9,0.86,1.13,6月21日,0.73,6月8日
052796兆豐02,709050,1178000,37,0.6,0.6,0.6,0.63,6月25日,0.58,6月28日
052797兆豐03,356520,312000,17,1.14,1.15,1.24,1.24,6月29日,1,6月26日
052798元富JV,103970,47000,8,2.21,2.17,2.35,2.36,6月20日,1.84,6月4日
052799元富JW,1122500,1990000,22,0.56,0.58,0.68,0.68,6月18日,0.53,6月12日
052800元富JX,1421960,876000,36,1.62,1.65,1.56,1.87,6月20日,1.47,6月26日
052801元富JZ,18820640,6960000,309,2.7,2.23,2.21,4.54,6月1日,1.36,6月11日
052802元富KA,12126990,6297000,183,1.93,1.93,1.88,4.17,6月1日,1.22,6月11日
052803元富KC,16901210,16862000,236,1,0.94,0.96,1.17,6月20日,0.77,6月15日
052805元富KF,2442910,1102000,55,2.22,2.19,2.42,2.56,6月25日,1.65,6月4日
052806凱基JU,347670,506000,10,0.69,0.8,0.87,1.09,6月18日,0.57,6月5日
052807凱基JW,8235250,5531000,376,1.49,1.43,0.8,2.08,6月7日,0.75,6月29日
052808凱基JX,3452360,2252000,63,1.53,1.47,1.5,1.72,6月20日,1.08,6月4日
052809凱基JZ,406990,260000,20,1.57,1.54,1.3,1.98,6月1日,1.3,6月26日
052810統一AU,618150,453000,24,1.36,1.5,1.63,1.81,6月20日,1.1,6月4日
052811統一AV,61000,100000,2,0.61,0.61,0.64,0.64,6月19日,0.58,6月18日
052812統一AW,262850,353000,18,0.74,0.77,0.68,0.92,6月1日,0.68,6月22日
052813統一AX,9508520,11052000,275,0.86,0.85,0.91,1.05,6月18日,0.62,6月4日
052814元大B1,7548660,7189000,219,1.05,1.06,1.01,1.45,6月13日,0.62,6月4日
052815元大B2,6392170,7900000,293,0.81,0.81,0.82,0.97,6月21日,0.66,6月4日
052816元大B3,624110,426000,40,1.47,1.5,1.67,2.15,6月1日,1.32,6月25日
052817元大B4,70330,41000,12,1.72,1.7,1.61,1.83,6月18日,1.58,6月7日
052818元大B5,2432400,1550000,156,1.57,1.53,2.03,2.7,6月26日,1.12,6月12日
052819元大B6,4623230,1740000,52,2.66,2.49,2.86,3.44,6月26日,1.95,6月22日
052820康和GH,876210,660000,12,1.33,1.09,1.38,1.66,6月26日,0.72,6月12日
052821康和GI,34500,50000,50,0.69,0.69,0.69,0.69,6月4日,0.69,6月4日
052822國票HD,794160,983000,15,0.81,0.79,0.74,0.95,6月18日,0.62,6月8日
052823大華JZ,2968070,5579000,106,0.53,0.56,0.42,0.67,6月7日,0.38,6月29日
052824大華KA,1402470,1779000,56,0.79,0.81,0.81,0.91,6月20日,0.66,6月4日
052825大華KB,832680,902000,17,0.92,0.96,1,1.05,6月1日,0.9,6月14日
052826大華KD,1072820,1332000,38,0.81,0.92,1.08,1.21,6月25日,0.69,6月8日
052827大華KE,288580,213000,25,1.35,1.37,1.36,1.65,6月25日,0.91,6月4日
052829BJ永豐,1858800,2733000,78,0.68,0.68,0.6,0.85,6月7日,0.53,6月5日
05282PDL富邦,4013730,5292000,334,0.76,0.79,0.5,1.22,6月4日,0.5,6月29日
052830BK永豐,810490,1265000,55,0.64,0.63,0.7,0.74,6月1日,0.5,6月4日
052831富邦N6,1512030,1152000,85,1.31,1.31,1.39,1.63,6月20日,1.1,6月27日
052832富邦N8,3211560,3067000,157,1.05,1.02,1.04,1.22,6月18日,0.85,6月4日
052833富邦AA,4302920,3435000,112,1.25,1.26,1.21,1.57,6月11日,0.87,6月22日
052834工銀B5,404640,530000,33,0.76,0.68,0.75,1.24,6月1日,0.42,6月8日
052835工銀B6,802000,1077000,43,0.74,0.71,0.73,0.92,6月15日,0.5,6月4日
052836工銀B7,1537320,1700000,41,0.9,0.89,0.87,1.04,6月18日,0.81,6月22日
052837工銀B8,1262480,1820000,47,0.69,0.75,0.82,0.97,6月18日,0.51,6月4日
052838工銀B9,3581750,3680000,56,0.97,0.97,0.97,1.22,6月18日,0.7,6月4日
052839工銀C1,5196460,6871000,95,0.76,0.82,0.87,1.17,6月18日,0.58,6月8日
052840工銀C2,445050,537000,34,0.83,0.76,0.65,0.99,6月1日,0.65,6月25日
052843第一2G,65200,80000,2,0.82,0.82,0.84,0.84,6月18日,0.79,6月12日
052844第一2H,77190,88000,5,0.88,0.9,0.77,1.08,6月1日,0.77,6月29日
052845群益CF,7449270,2990000,177,2.49,2.4,2.4,2.89,6月20日,1.87,6月4日
052846群益CG,1528090,2251000,53,0.68,0.69,0.65,0.79,6月1日,0.56,6月4日
052847群益CI,4959390,5021000,80,0.99,0.97,1.17,1.17,6月29日,0.88,6月25日
052848群益CK,2600700,3022000,61,0.86,0.81,0.81,0.98,6月21日,0.64,6月4日
052849群益CL,129620,173000,11,0.75,0.72,0.69,0.82,6月1日,0.56,6月5日
052850BP永豐,1702120,2646000,54,0.64,0.65,0.7,0.75,6月25日,0.54,6月12日
052851BQ永豐,863640,1336000,33,0.65,0.66,0.61,0.75,6月18日,0.6,6月20日
052852BR永豐,208640,323000,11,0.65,0.63,0.72,0.76,6月29日,0.53,6月26日
052853BS永豐,934560,1152000,91,0.81,0.74,0.77,1.01,6月25日,0.51,6月4日
052854BT永豐,4061390,5814000,113,0.7,0.72,0.49,0.89,6月21日,0.43,6月29日
052855康和GJ,7560330,6726000,265,1.12,1.2,1.4,1.69,6月18日,0.92,6月6日
052856元大C2,1598700,2091000,81,0.76,0.79,0.69,1.1,6月18日,0.58,6月8日
052857元大C3,16147280,11421000,510,1.41,1.39,1.27,1.75,6月19日,1.08,6月4日
052858元大C4,721140,527000,24,1.37,1.37,1.42,1.52,6月25日,1.26,6月12日
052859元大C5,1633670,2789000,47,0.59,0.59,0.61,0.7,6月18日,0.53,6月6日
05285PDN富邦,1290,129000,5,0.01,0.01,0.01,0.01,6月4日,0.01,6月4日
052860元大C6,8211640,4693000,149,1.75,1.8,1.8,2.06,6月18日,1.63,6月29日
052861元大C7,5230230,5652000,220,0.93,0.95,0.92,1.13,6月1日,0.85,6月27日
052862元大C8,798510,959000,24,0.83,0.82,0.86,0.96,6月18日,0.67,6月5日
052863元大C9,241920,317000,29,0.76,0.74,0.58,0.97,6月18日,0.58,6月29日
052864元大D1,433030,422000,40,1.03,1.04,1.05,1.19,6月20日,0.86,6月4日
052865兆豐05,4040,9000,4,0.45,0.46,0.48,0.48,6月12日,0.43,6月8日
052866兆豐06,27050,45000,4,0.6,0.62,0.57,0.72,6月1日,0.51,6月4日
052867富邦AC,6105790,4092000,72,1.49,1.46,1.53,1.69,6月18日,1.28,6月4日
052868富邦AD,17874570,5083000,302,3.52,3.49,3.65,4.12,6月20日,2.55,6月4日
052869富邦AF,1279280,872000,52,1.47,1.43,1.29,1.65,6月18日,1.24,6月29日
052870富邦AG,11172410,3079000,160,3.63,3.58,3.58,4.64,6月25日,2.73,6月4日
052871富邦AH,14201820,11154000,200,1.27,1.26,1.27,1.44,6月18日,1.14,6月12日
052872國泰49,3060460,4904000,97,0.62,0.63,0.66,0.75,6月27日,0.52,6月4日
052873國泰50,4841380,4023000,129,1.2,1.14,1.11,1.3,6月20日,0.95,6月15日
052874群益CR,375510,164000,24,2.29,2.34,2.79,2.79,6月20日,1.84,6月4日
052875群益CS,2970550,1072000,91,2.77,2.97,3.11,3.42,6月20日,2,6月7日
052876群益CT,26600,20000,2,1.33,1.33,1.31,1.35,6月13日,1.31,6月14日
052877群益CU,492870,477000,24,1.03,1.03,1.07,1.25,6月15日,0.86,6月8日
052878群益CV,36390,45000,7,0.81,0.82,0.73,1.01,6月18日,0.63,6月12日
052879群益CW,1488640,1508000,110,0.99,0.98,0.96,1.21,6月21日,0.9,6月26日
052880群益CX,7000,10000,2,0.7,0.7,0.62,0.78,6月18日,0.62,6月29日
052881群益CY,4801720,3004000,92,1.6,1.57,1.67,1.82,6月20日,1.2,6月4日
052882群益DA,932420,1115000,38,0.84,0.79,0.74,0.91,6月7日,0.68,6月26日
052883統一AZ,10598920,8885000,203,1.19,1.1,1.19,1.43,6月20日,0.93,6月15日
052884BU永豐,11400,20000,2,0.57,0.57,0.5,0.64,6月15日,0.5,6月26日
052885BV永豐,543530,620000,45,0.88,0.86,0.95,1,6月28日,0.7,6月19日
052886BW永豐,263300,468000,11,0.56,0.6,0.65,0.66,6月21日,0.54,6月18日
052887亞東26,1292040,1146000,53,1.13,1.07,1.28,1.32,6月18日,0.67,6月4日
052888亞東27,2265090,2638000,232,0.86,0.81,0.7,1.05,6月20日,0.65,6月29日
052889亞東28,472180,528000,21,0.89,0.87,0.85,0.97,6月18日,0.66,6月5日
052890富邦AJ,2539110,2604000,66,0.98,1.1,0.79,1.44,6月19日,0.73,6月29日
052891富邦AK,3143870,3822000,66,0.82,0.93,0.99,1.1,6月25日,0.75,6月21日
052892富邦AL,1554810,892000,58,1.74,1.69,1.58,1.94,6月20日,1.49,6月28日
052893富邦AN,2763960,1427000,481,1.94,1.93,1.92,2.27,6月18日,1.67,6月8日
052894富邦AP,28050,48000,4,0.58,0.52,0.45,0.59,6月14日,0.45,6月27日
052895富邦AQ,2260460,1597000,33,1.42,1.45,1.3,1.68,6月13日,1.3,6月29日
052896富邦AR,13111380,14469000,319,0.91,0.9,0.84,1.06,6月7日,0.79,6月29日
052897富邦AW,7825330,7512000,212,1.04,1,1.02,1.19,6月21日,0.82,6月5日
052898富邦AX,1067810,830000,108,1.29,1.23,1.31,1.34,6月28日,1.08,6月15日
052899富邦AY,723810,350000,22,2.07,2.04,2.22,2.41,6月20日,1.62,6月7日
052900凱基KA,4820600,4198000,149,1.15,1.1,1.17,1.27,6月21日,0.89,6月4日
052901凱基KB,9086300,6245000,299,1.45,1.41,1.44,1.68,6月18日,1.05,6月4日
052902凱基KC,15370020,7951000,402,1.93,1.85,1.87,2.1,6月18日,1.35,6月4日
052903凱基KD,1555730,1058000,52,1.47,1.4,1.37,1.63,6月18日,1.06,6月4日
052904凱基KE,8569490,11831000,219,0.72,0.79,0.9,1.16,6月5日,0.51,6月11日
052905凱基KF,5080570,11419000,237,0.44,0.56,0.51,1.12,6月1日,0.34,6月12日
052906凱基KG,437520,502000,20,0.87,0.87,0.69,1.11,6月18日,0.69,6月29日
052907凱基KH,3688180,3305000,105,1.12,1.09,1.03,1.34,6月21日,0.95,6月28日
052908凱基KJ,92760,92000,7,1.01,1.01,0.93,1.1,6月20日,0.93,6月29日
052909凱基KK,111100,130000,8,0.85,0.74,0.99,0.99,6月29日,0.59,6月5日
052910元大D5,2152280,2454000,630,0.88,0.85,0.88,0.92,6月20日,0.77,6月6日
052911元大D6,994580,1341000,68,0.74,0.73,0.84,0.84,6月29日,0.6,6月26日
052912元大D7,2249440,3321000,71,0.68,0.6,0.65,0.76,6月22日,0.42,6月4日
052913元大D8,1842130,2012000,28,0.92,0.91,0.9,0.98,6月18日,0.87,6月14日
052914元大D9,4727630,2923000,78,1.62,1.63,1.92,1.94,6月22日,1.3,6月4日
052915元大E1,2402240,1133000,110,2.12,2.13,2.45,2.55,6月25日,1.37,6月8日
052916元大E2,1678170,1013000,53,1.66,1.57,1.44,2.12,6月18日,1.3,6月4日
052917元大E3,5225370,4853000,212,1.08,1.01,1.06,1.21,6月18日,0.81,6月12日
052918元大E4,3216640,2172000,47,1.48,1.45,1.53,1.65,6月18日,1.25,6月5日
052919大華KG,101300,150000,8,0.68,0.68,0.64,0.71,6月13日,0.63,6月15日
052920大華KH,99100,120000,4,0.83,0.86,0.81,0.94,6月20日,0.81,6月29日
052921大華KM,238100,230000,16,1.04,1.01,1.02,1.19,6月21日,0.8,6月8日
052922永昌EF,806050,1396000,26,0.58,0.57,0.52,0.67,6月21日,0.51,6月14日
052923永昌EG,2845010,3865000,61,0.74,0.77,0.75,0.85,6月21日,0.7,6月28日
052924永昌EH,748980,1948000,66,0.38,0.38,0.42,0.51,6月6日,0.25,6月11日
052925永昌EJ,1820950,2828000,79,0.64,0.67,0.71,0.81,6月22日,0.49,6月12日
052926永昌EK,42100,70000,5,0.6,0.53,0.49,0.64,6月15日,0.48,6月25日
052927永昌EL,214480,314000,11,0.68,0.71,0.7,0.73,6月28日,0.63,6月27日
052928永昌EM,352280,521000,41,0.68,0.69,0.67,0.82,6月18日,0.62,6月29日
052929永昌EN,1149110,2433000,68,0.47,0.51,0.43,0.61,6月7日,0.4,6月29日
052930凱基KL,306250,234000,9,1.31,1.5,1.34,1.62,6月11日,1.24,6月28日
052931凱基KM,8025290,5969000,130,1.34,1.31,1.51,1.53,6月29日,1.13,6月26日
052932凱基KQ,1208050,1550000,536,0.78,0.85,0.85,0.95,6月19日,0.73,6月28日
052933富邦AZ,6381300,4302000,49,1.48,1.47,1.41,1.67,6月18日,1.3,6月26日
052934富邦BA,1801950,1714000,73,1.05,1.06,1.17,1.39,6月6日,0.74,6月11日
052935富邦BB,4112570,3147000,48,1.31,1.26,1.21,1.54,6月11日,1.11,6月25日
052936元大F2,2194230,2282000,39,0.96,0.95,1.13,1.15,6月25日,0.75,6月6日
052937元大F3,2901660,1752000,91,1.66,1.66,1.53,1.85,6月21日,1.53,6月29日
052938元大F4,1046510,517000,77,2.02,2.06,2.08,2.37,6月20日,1.76,6月4日
052939元大F5,148300,115000,6,1.29,1.34,1.43,1.53,6月20日,1.09,6月4日
052940元大F6,30620,38000,6,0.81,0.8,0.77,0.87,6月18日,0.7,6月25日
052941元大F7,195770,164000,18,1.19,1.17,1.22,1.31,6月20日,1.01,6月5日
052942元大F8,1455810,1416000,78,1.03,1.04,1.01,1.1,6月18日,0.95,6月14日
052943元大F9,8790,6000,2,1.46,1.46,1.6,1.6,6月29日,1.33,6月21日
052944元大G1,20300,20000,2,1.02,1.02,1.02,1.02,6月26日,1.01,6月22日
052945元大G2,3232900,4767000,154,0.68,0.7,0.57,0.83,6月18日,0.51,6月29日
052946元大G3,14758990,24658000,1069,0.6,0.67,0.74,0.87,6月5日,0.48,6月11日
052947元大G4,3136970,4147000,128,0.76,0.65,0.82,0.87,6月25日,0.39,6月4日
052948元大G5,253070,403000,9,0.63,0.65,0.62,0.72,6月18日,0.59,6月29日
052949元大G6,1957130,1776000,47,1.1,1.08,1.03,1.27,6月18日,0.97,6月26日
052950元大G7,923940,529000,28,1.75,1.76,1.66,1.96,6月13日,1.37,6月7日
052951元大G8,10325400,6567000,229,1.57,1.42,1.61,1.7,6月19日,1.03,6月4日
052952日盛78,1676370,1693000,69,0.99,0.94,0.96,1.06,6月27日,0.79,6月4日
052953CA永豐,1388490,2287000,88,0.61,0.59,0.61,0.72,6月20日,0.47,6月7日
052954CB永豐,1947150,1836000,49,1.06,1.13,1.28,1.34,6月25日,0.81,6月8日
052955CC永豐,275570,398000,5,0.69,0.69,0.73,0.73,6月25日,0.65,6月12日
052956CD永豐,288130,426000,16,0.68,0.66,0.66,0.71,6月20日,0.62,6月14日
052957CE永豐,682230,793000,74,0.86,0.85,0.99,1.02,6月18日,0.53,6月4日
052958CF永豐,1979820,2850000,42,0.69,0.68,0.62,0.88,6月20日,0.55,6月6日
052959CG永豐,8370,13000,7,0.64,0.65,0.67,0.69,6月11日,0.6,6月25日
052960CH永豐,6348700,8322000,120,0.76,0.78,0.82,1.05,6月18日,0.55,6月8日
052961中信A2,2423620,1419000,67,1.71,1.71,1.78,1.94,6月20日,1.44,6月4日
052962第一2J,5910,6000,2,0.98,0.98,1.01,1.01,6月15日,0.96,6月13日
052963元富KG,711740,417000,59,1.71,1.65,1.37,2.12,6月13日,1.17,6月26日
052964元富KH,1340460,1658000,57,0.81,0.82,0.88,0.91,6月29日,0.67,6月27日
052965元富KJ,15340,20000,4,0.77,0.77,0.7,0.84,6月19日,0.7,6月22日
052966元富KK,2683900,4259000,58,0.63,0.66,0.64,0.8,6月18日,0.57,6月13日
052967元富KM,219600,255000,17,0.86,0.91,0.83,1.01,6月18日,0.8,6月29日
052968元富KN,3020350,3618000,46,0.83,0.85,0.86,0.98,6月18日,0.79,6月25日
052969元富KQ,488070,249000,19,1.96,1.95,1.91,2.16,6月11日,1.67,6月27日
052971元富KV,796460,547000,11,1.46,1.25,0.95,1.5,6月18日,0.95,6月29日
052972元富KW,179460,205000,16,0.88,0.88,0.74,0.95,6月14日,0.74,6月28日
052973元富KY,925140,1033000,42,0.9,0.89,0.81,1.03,6月18日,0.8,6月8日
052974元富KZ,695630,728000,95,0.96,0.97,0.91,1.07,6月18日,0.86,6月26日
052975元富LA,1359750,753000,46,1.81,1.8,1.84,1.98,6月13日,1.67,6月27日
052976國票HE,54350,40000,3,1.36,1.33,1.34,1.37,6月18日,1.31,6月18日
052977CM永豐,810590,827000,30,0.98,0.94,0.84,1.06,6月18日,0.83,6月29日
052978CN永豐,148060,204000,13,0.73,0.71,0.74,0.81,6月21日,0.65,6月7日
052979兆豐07,438370,534000,20,0.82,0.8,0.83,0.89,6月29日,0.66,6月26日
052980兆豐08,233590,218000,24,1.07,1.08,1.06,1.31,6月20日,1,6月28日
052981兆豐09,40000,40000,3,1,1,1.05,1.05,6月11日,0.95,6月7日
052982第一2K,22000,20000,2,1.1,1.1,1.06,1.14,6月26日,1.06,6月29日
052983第一2L,2458290,2291000,51,1.07,1.11,1.26,1.27,6月18日,0.93,6月6日
052984凱基KR,795360,856000,37,0.93,0.94,0.91,1.13,6月20日,0.82,6月26日
052985凱基KT,4061400,1949000,61,2.08,2.04,2.19,2.26,6月25日,1.46,6月14日
052986富邦BC,133550,80000,5,1.67,1.61,1.45,1.7,6月18日,1.45,6月22日
052987富邦BD,149810,117000,20,1.28,1.27,1.22,1.43,6月21日,1.13,6月8日
052989富邦BG,72270,71000,6,1.02,0.99,0.87,1.06,6月18日,0.87,6月27日
052990富邦BH,888730,525000,78,1.69,1.7,1.68,1.99,6月7日,1.48,6月12日
052991富邦BJ,575160,600000,41,0.96,0.97,0.94,1.22,6月7日,0.83,6月8日
052992富邦BK,5036970,6036000,101,0.83,0.81,0.87,1,6月20日,0.68,6月12日
052993富邦BL,3288290,2415000,43,1.36,1.22,1.16,1.43,6月18日,1.08,6月8日
052994富邦BM,579320,616000,14,0.94,1,1.38,1.38,6月18日,0.83,6月6日
052995富邦BN,1006720,702000,4,1.43,1.4,1.43,1.44,6月21日,1.36,6月18日
052996統一BB,56050,50000,7,1.12,1.08,1,1.2,6月19日,1,6月28日
052997統一BC,4938110,3871000,224,1.28,1.43,1.49,1.73,6月18日,1.09,6月8日
052998統一BD,325260,278000,4,1.17,1.17,1.17,1.17,6月29日,1.17,6月29日
052999群益DB,913300,748000,69,1.22,1.21,1.21,1.39,6月20日,1.1,6月26日
053000群益DC,4977730,3418000,105,1.46,1.41,1.36,1.7,6月25日,1.24,6月14日
053001群益DD,3118140,2675000,97,1.17,1.15,1.06,1.39,6月20日,0.98,6月26日
053002群益DE,6387050,5337000,104,1.2,1.17,1.23,1.4,6月18日,1.04,6月8日
053003元大H1,165600,208000,5,0.8,0.9,0.79,1.02,6月18日,0.79,6月29日
053004元大H2,4223920,3809000,184,1.11,1.18,1.31,1.63,6月6日,0.84,6月11日
053005元大H5,492990,529000,49,0.93,0.94,0.87,1.04,6月18日,0.84,6月28日
053006元大H6,1717930,1709000,105,1.01,1.01,1.11,1.11,6月29日,0.9,6月8日
053007元大H7,78710,129000,8,0.61,0.65,0.79,0.79,6月29日,0.57,6月27日
053008元大H8,1061920,744000,27,1.43,1.46,1.42,1.59,6月20日,1.36,6月14日
053009大華KQ,771480,479000,44,1.61,1.6,1.6,1.87,6月18日,1.43,6月27日
053010大華KR,830140,916000,30,0.91,0.9,1.12,1.12,6月29日,0.79,6月14日
053011大華KU,313740,263000,9,1.19,1.14,1.14,1.31,6月15日,1,6月7日
053012大華KV,21910,23000,3,0.95,0.93,0.87,0.98,6月21日,0.87,6月27日
053013大華KW,3489460,1490000,108,2.34,2.32,2.36,2.72,6月20日,2.05,6月13日
053014大華KX,268530,258000,5,1.04,1.04,1.15,1.15,6月29日,0.96,6月25日
053015大華KY,742880,752000,65,0.99,1.02,1.18,1.41,6月18日,0.82,6月6日
053016大華KZ,568550,1012000,15,0.56,0.57,0.65,0.65,6月29日,0.51,6月6日
053017大華LA,24900,20000,2,1.24,1.25,1.16,1.33,6月20日,1.16,6月22日
053018大華LB,442720,704000,29,0.63,0.62,0.68,0.71,6月25日,0.54,6月22日
053019國泰51,2976580,2464000,129,1.21,1.26,1.31,1.61,6月18日,0.9,6月8日
053020國泰52,1695600,1428000,73,1.19,1.08,1.4,2.02,6月26日,0.77,6月12日
053021國泰53,187910,266000,23,0.71,0.68,0.59,0.83,6月11日,0.59,6月29日
053022國泰54,1466180,1581000,77,0.93,0.9,1,1.08,6月20日,0.74,6月14日
053023工銀C8,875320,1176000,65,0.74,0.77,0.86,0.95,6月20日,0.67,6月8日
053024工銀C9,373080,525000,20,0.71,0.69,0.79,0.8,6月19日,0.61,6月8日
053025工銀D1,1158870,1087000,60,1.07,1.1,1.07,1.28,6月21日,0.94,6月12日
053026工銀D2,6093160,5811000,88,1.05,1.1,1.13,1.2,6月13日,0.95,6月27日
