,民國101年05月,,,,,,,May-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
05562PLR富邦,260550,718000,34,0.36,0.36,0.33,0.43,5月16日,0.25,5月30日
05563PLU富邦,30080,413000,8,0.07,0.07,0.1,0.1,5月16日,0.06,5月11日
05564P日盛EU,391300,962000,29,0.41,0.41,0.35,0.47,5月2日,0.35,5月29日
05565P日盛EV,5797230,10714000,331,0.54,0.57,0.62,0.79,5月25日,0.43,5月16日
05566PMA富邦,1946610,7553000,196,0.26,0.28,0.23,0.35,5月18日,0.19,5月4日
05567PI1群益,669960,868000,84,0.77,0.76,0.82,0.91,5月24日,0.58,5月4日
05568PI2群益,1378070,1269000,32,1.09,1.06,1.26,1.26,5月18日,0.88,5月4日
05569P1R元大,2346810,7874000,176,0.3,0.27,0.22,0.41,5月8日,0.17,5月28日
05570P1V元大,1440150,6695000,139,0.22,0.27,0.43,0.46,5月31日,0.12,5月10日
05571P兆豐FV,2249130,3599000,193,0.62,0.59,0.56,2.13,5月21日,0.4,5月4日
05572P大華D3,2300270,2040000,39,1.13,1.11,0.99,1.4,5月18日,0.9,5月4日
05573P大華D4,18780,33000,5,0.57,0.56,0.59,0.59,5月23日,0.53,5月17日
05574PMY寶來,25259350,22722000,529,1.11,1.04,0.77,1.74,5月2日,0.65,5月31日
05575P2A元大,314860,1751000,52,0.18,0.17,0.1,0.36,5月2日,0.09,5月30日
05576P2Q元大,1311340,2290000,160,0.57,0.54,0.61,0.64,5月18日,0.44,5月2日
05577PJ8群益,4789300,7006000,186,0.68,0.68,1,1.03,5月31日,0.52,5月8日
05578PJ9群益,132380,669000,19,0.2,0.2,0.17,0.23,5月3日,0.17,5月28日
05579P2T元大,5865400,17384000,393,0.34,0.35,0.35,0.45,5月7日,0.23,5月30日
05580P2U元大,846980,1371000,45,0.62,0.62,0.63,0.75,5月23日,0.54,5月9日
05581P2V元大,6858730,5015000,150,1.37,1.41,1.53,1.68,5月18日,1.09,5月4日
05582P2W元大,624390,2071000,78,0.3,0.3,0.23,0.36,5月16日,0.22,5月29日
05583P2X元大,91100,290000,6,0.31,0.32,0.31,0.35,5月2日,0.3,5月10日
05584P大華E2,651240,1472000,88,0.44,0.38,0.19,0.55,5月2日,0.19,5月31日
05585P大華E3,1432470,4424000,124,0.32,0.32,0.31,0.38,5月14日,0.23,5月2日
05586P大華E4,320610,1848000,56,0.17,0.17,0.16,0.26,5月25日,0.11,5月2日
05587PNH寶來,519330,2012000,58,0.26,0.27,0.24,0.36,5月25日,0.19,5月4日
05588P統一52,135290,138000,12,0.98,0.98,1.04,1.04,5月28日,0.9,5月4日
05589PNI寶來,6300,30000,1,0.21,0.21,0.21,0.21,5月18日,0.21,5月18日
05590P工銀LP,5730120,8375000,194,0.68,0.67,0.55,0.93,5月18日,0.48,5月30日
05591P3N元大,4318220,5017000,130,0.86,0.8,0.65,1.07,5月18日,0.61,5月31日
05592P3P元大,7844140,7522000,184,1.04,1.04,1.08,1.36,5月24日,0.71,5月4日
05593P3U元大,425100,507000,23,0.84,0.88,1.16,1.19,5月24日,0.66,5月3日
05594P3V元大,8067780,18252000,509,0.44,0.62,0.34,0.96,5月4日,0.29,5月30日
05595P3W元大,290920,5217000,87,0.06,0.06,0.06,0.12,5月2日,0.02,5月25日
05596P大華E7,3766270,10814000,492,0.35,0.46,0.22,0.73,5月4日,0.18,5月29日
05597P工銀MA,21724640,18256000,694,1.19,1.53,0.93,2.36,5月4日,0.77,5月29日
05598P國泰KA,910,3000,3,0.3,0.3,0.31,0.31,5月22日,0.3,5月21日
05599P大華F4,880730,3390000,59,0.26,0.28,0.31,0.52,5月24日,0.15,5月8日
05600P大華F5,106700,2218000,42,0.05,0.04,0.04,0.06,5月18日,0.02,5月22日
05601P7Z凱基,165350,506000,20,0.33,0.34,0.21,0.45,5月16日,0.18,5月29日
05602P大華F8,194210,205000,14,0.95,0.93,0.87,1.06,5月25日,0.75,5月3日
05603P3X元大,3497570,9765000,285,0.36,0.35,0.26,0.48,5月16日,0.21,5月29日
05604P3Y元大,11022140,51345000,1198,0.21,0.21,0.14,0.3,5月21日,0.14,5月31日
05605P8H凱基,1712120,6297000,145,0.27,0.25,0.24,0.41,5月21日,0.18,5月9日
05606P8J凱基,20329640,35901000,852,0.57,0.73,0.45,1.15,5月4日,0.37,5月30日
05607P8K凱基,75870,1836000,55,0.04,0.05,0.01,0.47,5月18日,0.01,5月31日
05608PM1群益,13338640,18087000,391,0.74,0.73,0.61,0.94,5月18日,0.55,5月30日
05609PM2群益,3751320,10985000,237,0.34,0.34,0.28,0.47,5月18日,0.23,5月30日
05610PM3群益,8391060,21373000,638,0.39,0.36,0.34,0.54,5月21日,0.27,5月8日
05611PNK富邦,113470,303000,85,0.37,0.36,0.29,0.43,5月18日,0.29,5月31日
05612PNP富邦,4861290,5306000,72,0.92,0.87,0.68,1.02,5月23日,0.65,5月29日
05613P統一53,914130,1998000,114,0.46,0.47,0.37,0.54,5月18日,0.37,5月31日
05614P統一54,540440,1791000,25,0.3,0.29,0.28,0.34,5月11日,0.24,5月17日
05615P統一59,272530,969000,36,0.28,0.29,0.2,0.35,5月2日,0.19,5月29日
05616PNW寶來,1845430,15683000,216,0.12,0.11,0.05,0.2,5月2日,0.04,5月29日
05617PNX寶來,37673540,43607000,1104,0.86,0.83,0.66,1.21,5月2日,0.5,5月30日
05618P寶來04,692370,752000,40,0.92,0.94,1.02,1.19,5月23日,0.77,5月4日
05619P4G元大,847900,690000,40,1.23,1.33,1.48,1.66,5月24日,1.07,5月4日
05620P4K元大,536040,1875000,52,0.29,0.28,0.22,0.33,5月18日,0.22,5月30日
05621P8Y凱基,577820,301000,35,1.92,1.97,2.17,2.21,5月18日,1.69,5月4日
05622P8Z凱基,664430,1726000,26,0.38,0.38,0.38,0.43,5月21日,0.24,5月3日
05623P4Q元大,10879950,25703000,661,0.42,0.43,0.36,0.58,5月28日,0.31,5月29日
05624P4R元大,7158670,4363000,330,1.64,1.72,1.68,2.23,5月28日,0.13,5月30日
05625P4S元大,5109000,7100000,281,0.72,0.7,0.66,0.93,5月28日,0.48,5月4日
05626P4T元大,948920,2972000,60,0.32,0.33,0.3,0.42,5月18日,0.28,5月30日
05627P大華G2,4995610,7854000,171,0.64,0.62,0.54,0.91,5月2日,0.46,5月29日
05628P大華G3,2487050,3481000,149,0.71,0.71,0.85,0.92,5月23日,0.5,5月3日
05629P大華G5,603250,2836000,57,0.21,0.22,0.23,0.31,5月23日,0.16,5月3日
05630PNX富邦,1926660,5449000,91,0.35,0.32,0.34,0.46,5月21日,0.23,5月8日
05631PNY富邦,2209060,2202000,91,1,0.98,0.75,1.23,5月16日,0.74,5月30日
05632P5E元大,912880,1779000,36,0.51,0.55,0.63,0.68,5月25日,0.4,5月4日
05633P5F元大,2320570,1253000,87,1.85,1.88,1.8,2.31,5月24日,1.43,5月4日
05634P國票DS,828510,922000,87,0.9,0.84,0.6,1.23,5月2日,0.59,5月29日
05635P國泰KG,1821220,1912000,52,0.95,0.94,1.01,1.22,5月25日,0.78,5月4日
05636P統一62,1210100,1792000,61,0.68,0.7,0.66,0.8,5月2日,0.6,5月29日
05637P5L元大,1399560,828000,47,1.69,1.67,1.3,2.23,5月24日,1.3,5月31日
05638PM6群益,585840,650000,15,0.9,1,0.81,1.21,5月28日,0.8,5月29日
05639PN8群益,655720,731000,31,0.9,0.86,0.79,1.03,5月28日,0.72,5月9日
05640P9H凱基,2970790,3463000,66,0.86,0.85,0.72,1.03,5月25日,0.69,5月16日
05641P9K凱基,1757580,9171000,203,0.19,0.19,0.14,0.26,5月21日,0.13,5月30日
05642P9N凱基,1169920,1468000,36,0.8,0.83,0.84,0.95,5月24日,0.7,5月10日
05643P9P凱基,3098410,10781000,189,0.29,0.27,0.2,0.38,5月21日,0.2,5月31日
05644P9Q凱基,47624460,33837000,1260,1.41,1.41,1.3,2,5月18日,1.1,5月3日
05645P9R凱基,9650,139000,6,0.07,0.08,0.06,0.11,5月2日,0.06,5月24日
05646P9S凱基,636650,539000,17,1.18,1.17,1.12,1.34,5月24日,1.01,5月30日
05647P9T凱基,1678110,3098000,123,0.54,0.55,0.54,0.7,5月7日,0.45,5月10日
05648P9U凱基,754310,1318000,91,0.57,0.56,0.46,0.65,5月11日,0.46,5月30日
05649P9Y凱基,45590,72000,5,0.63,0.62,0.64,0.65,5月9日,0.58,5月2日
05650P工銀MP,308020,236000,16,1.31,1.35,1.15,1.63,5月23日,1.08,5月2日
05651P工銀MR,1824130,3518000,138,0.52,0.51,0.53,0.69,5月28日,0.35,5月4日
05652P工銀MT,2334820,3818000,207,0.61,0.64,0.67,0.8,5月25日,0.48,5月4日
05653P1G富邦,299530,1354000,58,0.22,0.24,0.21,0.32,5月7日,0.16,5月29日
05654P寶來17,1052990,1490000,51,0.71,0.72,0.67,0.93,5月25日,0.59,5月2日
05655P群益01,14223980,42006000,1130,0.34,0.35,0.16,0.7,5月7日,0.15,5月31日
05656P日盛GM,4049410,4452000,164,0.91,0.93,0.65,1.09,5月14日,0.65,5月31日
05657P5U元大,2585110,2000000,144,1.29,1.24,0.84,1.49,5月2日,0.81,5月29日
05658P凱基09,622080,849000,42,0.73,0.61,0.41,0.89,5月2日,0.39,5月29日
05659P凱基17,454650,464000,16,0.98,0.94,1.31,1.37,5月24日,0.65,5月14日
05660P6A元大,743690,461000,33,1.61,1.68,1.93,2.08,5月24日,1.48,5月7日
05661P6B元大,7800120,4579000,136,1.7,1.73,1.26,2,5月16日,1.19,5月30日
05662P6C元大,11122550,11118000,327,1,1.07,1.11,1.34,5月21日,0.84,5月2日
05663P6D元大,7073500,7913000,187,0.89,0.95,0.82,1.14,5月21日,0.77,5月29日
05664P6E元大,11275820,30012000,825,0.38,0.39,0.28,0.67,5月24日,0.26,5月3日
05665P6F元大,977610,1541000,69,0.63,0.63,0.6,0.72,5月11日,0.57,5月16日
05666P6G元大,14972170,23189000,871,0.65,0.64,0.66,0.91,5月28日,0.42,5月8日
05667P大華G7,371830,670000,17,0.55,0.52,0.49,0.65,5月2日,0.47,5月4日
05668P大華G9,464440,1213000,40,0.38,0.39,0.32,0.46,5月11日,0.31,5月30日
05669P大華H1,635340,1131000,30,0.56,0.73,0.92,1.2,5月25日,0.47,5月3日
05670P大華H2,2735740,3479000,119,0.79,0.77,0.61,0.92,5月16日,0.61,5月30日
05671P寶來37,807440,1612000,62,0.5,0.53,0.54,0.69,5月28日,0.41,5月2日
05672P寶來38,128760,199000,6,0.65,0.67,0.58,0.72,5月24日,0.58,5月30日
05673P寶來39,13820,21000,2,0.66,0.66,0.7,0.7,5月31日,0.62,5月30日
05674P寶來40,161870,229000,17,0.71,0.73,0.75,0.83,5月23日,0.6,5月2日
05675P寶來41,476460,885000,39,0.54,0.57,0.69,0.75,5月25日,0.42,5月4日
05676P兆豐HP,888730,1012000,27,0.88,0.87,0.9,1.13,5月25日,0.65,5月2日
05677P兆豐HQ,18455130,9891000,239,1.87,1.82,1.9,2.24,5月25日,1.39,5月2日
05678P日盛GQ,10131030,5792000,186,1.75,1.9,1.83,2.33,5月18日,1.52,5月4日
05679P日盛GS,1547500,1401000,62,1.1,1.13,1,1.38,5月16日,0.86,5月29日
05680P7D元大,1628070,2130000,78,0.76,0.79,0.67,0.89,5月16日,0.62,5月30日
05681P7E元大,2590080,3300000,147,0.78,0.83,1.01,1.34,5月24日,0.47,5月3日
05682P凱基21,2339650,1380000,51,1.7,1.72,1.52,1.89,5月2日,1.5,5月29日
05683P凱基28,1030630,983000,45,1.05,1.04,0.95,1.16,5月17日,0.94,5月24日
05684P凱基33,10963250,8729000,170,1.26,1.3,1.24,1.84,5月25日,0.9,5月2日
05685P凱基34,341290,398000,6,0.86,0.86,0.85,0.87,5月11日,0.85,5月15日
05686P2C富邦,8596050,10554000,391,0.81,1.07,1.33,1.69,5月24日,0.6,5月3日
05687P2E富邦,339170,1339000,51,0.25,0.25,0.28,0.41,5月24日,0.16,5月3日
05688P2G富邦,5753490,3215000,64,1.79,1.8,1.84,2.14,5月24日,1.31,5月4日
05689P寶來48,2332540,3978000,102,0.59,0.58,0.57,0.64,5月18日,0.47,5月30日
05690P群益05,1648270,928000,27,1.78,1.73,1.62,2.02,5月28日,1.48,5月29日
05691P群益06,645760,2708000,114,0.24,0.23,0.22,0.34,5月24日,0.13,5月8日
05692P群益07,7027540,13263000,284,0.53,0.55,0.67,0.88,5月24日,0.3,5月2日
05693P大華H6,3531190,8420000,187,0.42,0.38,0.27,0.55,5月2日,0.2,5月30日
05694P2U富邦,8579810,8017000,178,1.07,1,1.4,1.42,5月31日,0.82,5月4日
05695P7R元大,3527610,2149000,74,1.64,1.72,1.88,2.07,5月25日,1.41,5月2日
05696P7S元大,314270,199000,39,1.58,1.61,2,2,5月18日,1.44,5月4日
05697P7T元大,254710,284000,13,0.9,0.97,0.98,1.06,5月24日,0.83,5月4日
05698P日盛GV,867190,1145000,96,0.76,0.76,0.79,0.96,5月28日,0.57,5月4日
05699P日盛GW,38210330,16604000,267,2.3,2.3,1.95,2.97,5月2日,1.77,5月29日
05701P3L富邦,982330,622000,28,1.58,1.58,1.53,1.87,5月25日,1.37,5月4日
05702P3M富邦,143990,108000,20,1.33,1.31,1.31,1.46,5月28日,1.11,5月2日
05703P統一76,3476330,1840000,96,1.89,1.89,1.62,2.22,5月16日,1.62,5月30日
05704P寶來51,16045320,24299000,675,0.66,0.63,0.53,0.75,5月2日,0.5,5月29日
05705P寶來77,34005160,38777000,1325,0.88,0.9,0.63,1.29,5月4日,0.55,5月29日
05706P凱基57,914120,847000,82,1.08,1.09,0.93,1.28,5月15日,0.87,5月30日
05707P凱基59,58600,30000,3,1.95,1.92,2,2.02,5月31日,1.84,5月30日
05708P凱基63,36922430,11513000,294,3.21,3.26,3.03,4.21,5月2日,2.69,5月29日
05709P凱基64,2992590,5396000,125,0.55,0.55,0.5,0.62,5月2日,0.46,5月29日
05710P凱基65,3560600,9314000,242,0.38,0.37,0.32,0.43,5月21日,0.3,5月29日
05711P7U元大,390010,900000,32,0.43,0.42,0.38,0.47,5月16日,0.38,5月28日
05712P8B元大,21000,28000,1,0.75,0.75,0.75,0.75,5月7日,0.75,5月7日
05713P3S富邦,5484260,4424000,159,1.24,1.25,1.23,1.47,5月18日,1.06,5月4日
05714P日盛HK,1655220,2242000,116,0.74,0.74,0.63,0.94,5月21日,0.55,5月2日
05715P凱基38,1518510,978000,28,1.55,1.74,1.84,1.92,5月21日,1.48,5月4日
05716P凱基40,14428390,13251000,150,1.09,1.08,1.04,1.3,5月22日,0.93,5月3日
05717P凱基41,272630,173000,11,1.58,1.57,1.67,1.68,5月18日,1.38,5月14日
05718P凱基47,3056710,1454000,94,2.1,2.06,1.75,2.39,5月15日,1.75,5月31日
05719P凱基56,996660,794000,35,1.26,1.22,0.96,1.42,5月2日,0.89,5月30日
05720P8J元大,1115140,528000,24,2.11,2.04,2.3,2.57,5月2日,1.83,5月17日
05721P8K元大,10498140,26826000,706,0.39,0.42,0.43,0.69,5月24日,0.28,5月3日
05722P大華J7,4155710,5943000,143,0.7,0.83,0.57,1.18,5月4日,0.5,5月29日
05723P大華J8,3529650,10130000,267,0.35,0.39,0.34,0.63,5月25日,0.23,5月2日
05724P凱基71,1226310,905000,34,1.36,1.45,1.63,1.74,5月24日,1.19,5月4日
05725P工銀MU,59780,28000,6,2.14,2.16,2.37,2.37,5月18日,2.08,5月8日
05726P日盛HP,4079880,7465000,257,0.55,0.55,0.47,0.66,5月2日,0.44,5月29日
05727P凱基79,591530,726000,56,0.81,0.8,0.72,0.94,5月21日,0.65,5月29日
05728P凱基85,10540300,11750000,285,0.9,0.85,0.74,1.15,5月17日,0.62,5月24日
05729P工銀MV,9502510,9659000,55,0.98,0.98,0.87,1.12,5月15日,0.87,5月29日
05730P工銀MW,1365830,1525000,55,0.9,0.95,1.12,1.12,5月23日,0.82,5月10日
05732P工銀MY,573030,1277000,51,0.45,0.42,0.31,0.54,5月2日,0.27,5月29日
05733P寶來85,14250,10000,2,1.42,1.42,1.49,1.49,5月14日,1.36,5月7日
05734P寶來91,64593770,43702000,1929,1.48,1.46,1.46,1.78,5月28日,1.17,5月4日
05735P寶來92,4364230,2827000,124,1.54,1.53,1.56,1.81,5月25日,1.21,5月4日
05736P寶來97,8942940,5996000,162,1.49,1.58,1.54,1.94,5月24日,1.19,5月4日
05737P寶來A2,671060,765000,83,0.88,0.87,0.87,1.03,5月18日,0.68,5月4日
05738P國票DX,3289670,2548000,133,1.29,1.27,1.26,1.53,5月18日,1.12,5月3日
05739P8S元大,16642980,9988000,478,1.67,1.64,1.34,1.85,5月9日,1.34,5月31日
05740P4B富邦,6507150,12835000,443,0.51,0.49,0.37,0.63,5月2日,0.28,5月29日
05741P日盛HV,3758490,2995000,94,1.25,1.28,1.31,1.47,5月28日,1.04,5月4日
05742P日盛JC,8350,6000,2,1.39,1.34,1.42,1.42,5月21日,1.25,5月17日
05743P9A元大,42544730,16029000,891,2.65,2.76,2.8,3.5,5月28日,1.9,5月3日
05744P9B元大,3517420,2035000,251,1.73,1.76,1.82,2.21,5月25日,1.31,5月4日
05745P9C元大,3213100,2301000,110,1.4,1.33,1.07,1.64,5月15日,1.04,5月30日
05746P9D元大,7220180,4011000,143,1.8,1.81,1.78,2.09,5月18日,1.57,5月2日
05748P永豐NY,574520,701000,44,0.82,0.81,0.8,0.99,5月18日,0.68,5月4日
05749P寶來A6,16877950,13431000,410,1.26,1.3,1.19,1.58,5月17日,1.09,5月29日
05750P寶來A9,11196260,7900000,392,1.42,1.42,1.36,1.76,5月18日,1.17,5月4日
05751P國泰KJ,2328750,1100000,17,2.12,2.12,2.14,2.22,5月9日,1.98,5月8日
05752P國泰KK,221630,183000,29,1.21,1.26,1.28,1.55,5月18日,1.1,5月4日
05753P國泰KN,6254820,3829000,100,1.63,1.65,1.43,1.91,5月14日,1.43,5月30日
05754P國泰KP,69700,80000,2,0.87,0.88,0.87,0.88,5月2日,0.87,5月7日
05755P凱基93,2658080,3580000,135,0.74,0.68,0.59,0.88,5月18日,0.56,5月29日
05756P凱基94,3751380,4469000,119,0.84,0.82,0.72,0.93,5月17日,0.68,5月29日
05757P凱基95,3707900,2232000,66,1.66,1.69,1.29,1.92,5月17日,1.23,5月30日
05758P凱基98,46565990,46356000,1615,1,0.95,0.82,1.26,5月21日,0.76,5月4日
05759P凱基99,4145880,5655000,178,0.73,0.75,0.77,0.99,5月21日,0.57,5月4日
05760P凱基A2,3291280,6335000,154,0.52,0.49,0.36,0.66,5月2日,0.3,5月29日
05761P凱基A4,4076740,2104000,137,1.94,2.01,2.04,2.33,5月18日,1.73,5月7日
05763P日盛JJ,6320,7000,3,0.9,0.91,0.97,0.97,5月14日,0.84,5月2日
05764P日盛JK,645360,1676000,67,0.39,0.38,0.24,0.51,5月2日,0.24,5月30日
05765P日盛JL,257230,194000,23,1.33,1.32,1.34,1.54,5月23日,1.14,5月2日
05766P群益09,1690350,829000,22,2.04,2.03,2.17,2.32,5月28日,1.84,5月2日
05767P群益12,45418220,40061000,1444,1.13,1.23,0.78,1.85,5月7日,0.72,5月30日
05768P群益14,19908970,20860000,707,0.95,0.95,0.83,1.09,5月2日,0.78,5月29日
05769P群益16,11281460,9269000,200,1.22,1.32,1.14,1.7,5月2日,1.07,5月29日
05770P群益18,852170,356000,19,2.39,2.32,2.21,2.58,5月28日,2.17,5月8日
05771P群益23,636980,308000,47,2.07,1.99,1.96,2.32,5月17日,1.73,5月4日
05772P群益24,3386470,2630000,118,1.29,1.36,1.3,1.65,5月18日,1.14,5月4日
05773P群益25,2763290,1098000,64,2.52,2.65,2.72,3.02,5月17日,2.39,5月4日
05774P群益28,4004150,1102000,211,3.63,3.83,4.04,4.72,5月28日,2.89,5月4日
05775P群益29,13974490,5505000,554,2.54,2.79,2.92,3.47,5月25日,2.06,5月4日
05776P群益30,1427820,1329000,21,1.07,1.03,1.14,1.18,5月25日,0.89,5月7日
05777P群益31,12422690,11654000,273,1.07,1.18,1.28,1.37,5月28日,0.95,5月3日
05778P群益32,1044620,1086000,35,0.96,0.98,1.03,1.19,5月28日,0.79,5月2日
05779P凱基90,11022400,2608000,528,4.23,4.16,4.39,4.99,5月28日,3.31,5月4日
05780P凱基91,10726830,2230000,112,4.81,4.77,5.05,5.6,5月25日,3.86,5月4日
05781P凱基92,13708950,3380000,338,4.06,4.34,4.61,5.15,5月28日,3.5,5月4日
05782P9P元大,1565590,1763000,84,0.89,0.94,1.05,1.15,5月24日,0.76,5月2日
05783P凱基A9,21474860,7607000,157,2.82,2.8,2.47,3.42,5月2日,2.41,5月29日
05784P日盛JX,4559070,8044000,308,0.57,0.55,0.54,0.77,5月21日,0.41,5月8日
05785P日盛KA,2334270,847000,54,2.76,2.86,2.51,3.07,5月23日,2.49,5月31日
05786P4U富邦,308530,164000,33,1.88,1.94,1.91,2.15,5月25日,1.67,5月3日
05787P4W富邦,693750,2276000,45,0.3,0.3,0.26,0.4,5月23日,0.24,5月30日
05788P4X富邦,1184730,1944000,59,0.61,0.64,0.67,0.76,5月25日,0.54,5月3日
05789P4Z富邦,325400,343000,46,0.95,0.95,0.81,1.11,5月28日,0.77,5月29日
05790P5A富邦,1365570,1092000,18,1.25,1.26,1.46,1.46,5月31日,1.17,5月3日
05791P9W元大,3030880,2611000,90,1.16,1.08,1.2,1.35,5月23日,0.87,5月2日
05792P9X元大,11424240,13655000,318,0.84,0.81,0.88,0.99,5月23日,0.64,5月4日
05793P9Y元大,429000,494000,28,0.87,0.86,0.9,1.04,5月23日,0.69,5月4日
05794P9Z元大,5892290,12336000,405,0.48,0.48,0.41,0.6,5月8日,0.38,5月30日
05795P凱基B3,8462020,9174000,163,0.92,1.23,0.88,1.89,5月8日,0.81,5月30日
05796P凱基B4,1573040,1001000,71,1.57,1.67,1.31,2.03,5月14日,1.16,5月25日
05797P統一96,27563800,921000,82,29.93,31.06,32.9,37.2,5月24日,25.8,5月4日
05798P統一97,61971420,27156000,910,2.28,2.44,2.61,3.04,5月25日,1.78,5月4日
05799P日盛KH,535260,761000,63,0.7,0.73,0.87,0.95,5月25日,0.58,5月4日
05800PB1元大,4849930,3682000,213,1.32,1.42,1.52,1.73,5月25日,1.12,5月4日
05801PB2元大,188200,418000,30,0.45,0.46,0.43,0.49,5月24日,0.4,5月30日
05802PB3元大,15636310,15100000,534,1.04,1,0.85,1.26,5月21日,0.82,5月2日
05803PB4元大,2722160,5020000,174,0.54,0.53,0.47,0.62,5月2日,0.44,5月29日
05804PB5元大,2885180,1221000,46,2.36,2.41,2.53,2.75,5月28日,2.14,5月4日
05805P國泰LB,26659350,29608000,647,0.9,0.9,0.81,1.13,5月21日,0.73,5月4日
05806P凱基C3,7950,15000,2,0.53,0.53,0.53,0.53,5月9日,0.53,5月9日
05807P5E富邦,4522530,8599000,201,0.53,0.7,0.46,1.02,5月7日,0.41,5月30日
05808P寶來C5,60269130,40839000,776,1.48,1.46,1.35,1.76,5月2日,1.28,5月29日
05809P寶來C6,4046290,3091000,33,1.31,1.26,1.16,1.38,5月23日,1.15,5月30日
05810P寶來C8,44133780,38874000,1315,1.14,1.12,0.99,1.26,5月15日,0.94,5月29日
05811PC1元大,15445810,18489000,551,0.84,0.84,0.78,0.98,5月16日,0.72,5月29日
05812PC2元大,8670070,10359000,360,0.84,0.81,0.69,0.91,5月15日,0.69,5月31日
05813P國泰LC,3151920,2474000,135,1.27,1.19,1.29,1.52,5月25日,0.86,5月4日
05814P國泰LF,25690,21000,4,1.22,1.23,1.38,1.38,5月24日,1.08,5月4日
05815P國票EJ,583720,2017000,119,0.29,0.27,0.3,0.43,5月24日,0.18,5月3日
05816P永豐37,368870,784000,121,0.47,0.47,0.41,0.52,5月15日,0.4,5月31日
05817P永豐38,2150,2000,2,1.08,1.08,1.08,1.08,5月31日,1.07,5月22日
05818P5F富邦,2750710,2987000,74,0.92,0.93,0.73,1.16,5月15日,0.73,5月31日
05819P5G富邦,3173460,3539000,51,0.9,0.9,0.83,0.99,5月16日,0.8,5月21日
05820P寶來D7,9833130,31542000,581,0.31,0.33,0.24,0.55,5月24日,0.23,5月2日
05821P群益47,5235980,3976000,263,1.32,1.36,1.2,1.75,5月2日,1.11,5月30日
05822P群益48,30311640,12681000,863,2.39,2.24,2.29,2.83,5月28日,1.7,5月4日
05823PD3元大,2290980,3390000,70,0.68,0.69,0.72,0.74,5月24日,0.63,5月4日
05824PD4元大,9556900,16903000,485,0.57,0.6,0.66,0.76,5月25日,0.45,5月4日
05825P寶來D8,4540890,4662000,198,0.97,0.95,0.86,1.05,5月15日,0.82,5月30日
05826P寶來D9,23231620,15825000,642,1.47,1.42,1.04,1.65,5月9日,1.04,5月31日
05827P工銀NQ,1070100,599000,31,1.79,1.73,1.72,2.09,5月25日,1.36,5月4日
05828P大華N3,25030,24000,5,1.04,1.01,1.12,1.12,5月25日,0.9,5月4日
05829P國泰LJ,5065840,4718000,137,1.07,1.07,1.05,1.35,5月21日,0.91,5月4日
05830P永豐40,963020,1405000,49,0.69,0.7,0.78,0.81,5月21日,0.63,5月4日
05831P永豐41,804570,1082000,38,0.74,0.75,0.75,0.88,5月28日,0.61,5月4日
05832P永豐42,456020,741000,20,0.62,0.65,0.77,0.77,5月28日,0.51,5月3日
05833P永豐45,1546650,1886000,55,0.82,0.88,1,1.01,5月18日,0.75,5月4日
05834P永豐46,1248070,4595000,90,0.27,0.26,0.28,0.39,5月24日,0.18,5月3日
05835P永豐47,1112810,1181000,54,0.94,0.9,0.74,1.12,5月15日,0.71,5月31日
05836P永豐48,1937810,3398000,166,0.57,0.57,0.49,0.78,5月2日,0.46,5月30日
05837P永豐49,4520180,8345000,203,0.54,0.55,0.48,0.69,5月21日,0.45,5月29日
05838P永豐53,5636260,8605000,366,0.65,0.63,0.46,0.89,5月7日,0.43,5月31日
05839P凱基D4,6251290,2393000,46,2.61,2.84,2.76,3.28,5月18日,2.43,5月2日
05840P凱基D6,444830,273000,22,1.63,1.62,1.5,1.95,5月2日,1.49,5月11日
05841P凱基D7,1038900,1562000,29,0.67,0.65,0.65,0.71,5月2日,0.62,5月11日
05842P寶來E5,6371340,5477000,150,1.16,1.12,1.19,1.43,5月28日,0.94,5月2日
05843P寶來E6,2913930,2683000,121,1.09,1.04,0.99,1.2,5月25日,0.95,5月17日
05844P大華N7,7206440,7786000,221,0.93,0.93,0.71,1.05,5月9日,0.71,5月31日
05845PD5元大,7427290,9916000,367,0.75,0.8,0.9,1.07,5月25日,0.58,5月8日
05846PD6元大,1336850,527000,56,2.54,2.35,2.61,2.77,5月25日,1.87,5月7日
05847PD7元大,3050280,4732000,149,0.64,0.62,0.49,0.72,5月15日,0.49,5月31日
05848P寶來E7,5648410,6160000,280,0.92,0.9,0.83,1.16,5月2日,0.76,5月29日
05849P寶來E8,4334670,10698000,322,0.41,0.41,0.42,0.51,5月7日,0.34,5月10日
05850P群益52,4251090,5239000,223,0.81,0.81,0.61,0.92,5月9日,0.61,5月31日
05851P群益54,5438260,4361000,172,1.25,1.2,0.96,1.51,5月15日,0.95,5月31日
05852P群益60,28141170,16522000,442,1.7,1.77,1.56,2.12,5月16日,1.41,5月29日
