,民國101年05月,,,,,,,May-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
2362  藍天,631236690,14860593,9245,42.48,42.48,42.8,46.75,5月2日,39.5,5月16日,2.33
2364  倫飛,23244898,7891763,2076,2.95,2.94,2.78,3.19,5月2日,2.61,5月24日,3.08
2365  昆盈,110490053,10501666,3348,10.52,10.54,10.2,11.4,5月2日,9.91,5月28日,3.43
2376  技嘉,445156734,17269249,9690,25.78,25.79,26.15,26.5,5月8日,25,5月21日,2.77
2377  微星,623734201,45082341,13922,13.84,13.66,14.25,14.45,5月29日,12.85,5月15日,5.09
2380  虹光,47075095,4696499,1682,10.02,10.01,9.75,10.7,5月8日,9.2,5月28日,2.13
2382  廣達,25710436757,322805632,123942,79.65,80.14,78,86.4,5月4日,74.9,5月28日,8.39
2385  群光,1829171096,32378307,19158,56.49,56.28,56.7,59.2,5月2日,54.6,5月28日,5.02
2387  精元,130518049,8725619,2603,14.96,15.65,14.35,17.7,5月4日,13.75,5月28日,2.35
2395  研華,1389772883,13858676,10565,100.28,100.3,102,105.5,5月2日,95.7,5月15日,2.5
2397  友通,31382108,1404521,744,22.34,22.34,22.1,23,5月2日,21.75,5月28日,1.22
2399  映泰,78958541,5256747,2327,15.02,14.99,14.85,15.7,5月3日,14.4,5月18日,2.95
2405  浩鑫,99965692,11275509,4598,8.87,8.85,8,10.1,5月4日,8,5月31日,5.93
2417  圓剛,153769216,6500328,3756,23.66,23.59,24.15,24.3,5月4日,22.9,5月28日,3.14
2424  隴華,1416945,92882,87,15.26,15.23,15.3,16.5,5月4日,14,5月17日,0.31
2442  新美齊,29288374,3931546,1696,7.45,7.23,6.81,8.4,5月2日,6.3,5月28日,2.51
2465  麗臺,12429407,2338021,1116,5.32,5.29,5.27,5.71,5月3日,4.91,5月15日,2.18
2474  可成,57303529293,307921530,183285,186.1,186.84,189.5,204.5,5月4日,170,5月21日,41.02
3002  歐格,43799957,3876878,1806,11.3,11.05,11.55,12.35,5月16日,9.95,5月8日,3.8
3005  神基,10279433533,454351480,149353,22.62,22.45,24,24.2,5月31日,20.35,5月15日,78.74
3013  晟銘電,253403000,11160275,3357,22.71,22.75,23.8,24,5月31日,21.5,5月28日,6.03
3017  奇鋐,276647296,16461607,6760,16.81,16.77,16.05,18.3,5月2日,15.2,5月28日,4.92
3022  威達電,832139450,19564296,10968,42.53,41.64,41.2,44.8,5月3日,39.35,5月25日,8.62
3046  建碁,10637515,1567477,719,6.79,6.75,6.38,7.29,5月2日,6,5月28日,1.01
3057  喬鼎,637539017,36576345,14122,17.43,17.05,18.75,18.85,5月30日,15.7,5月15日,24.23
3060  銘異,2382868075,33674580,18069,70.76,70.65,72.5,74.5,5月16日,62.8,5月28日,20.5
3231  緯創,11350723261,275811800,101555,41.15,41.35,37.9,45.55,5月4日,35.85,5月28日,13.17
3494  誠研,96834904,5279969,2212,18.34,18.41,18.55,19.8,5月4日,16.5,5月24日,3.84
3515  華擎,419933297,3569662,2851,117.64,115.95,113,124,5月3日,111,5月28日,3.1
3701  大眾控,1997051,224722,436,8.89,9.05,9.03,9.54,5月28日,8.46,5月31日,0.19
4938  和碩,10965134166,261749758,98236,41.89,41.8,41.45,44.45,5月11日,39.6,5月28日,11.6
5215  F-科嘉,494398997,8034812,5822,61.53,61.94,59,71.7,5月3日,54,5月15日,17
6117  迎廣,8560387,622634,340,13.75,13.8,13.25,15.95,5月2日,12.65,5月28日,0.7
6128  上福,27659783,997733,593,27.72,27.65,28.15,28.6,5月2日,26.6,5月23日,1.1
6166  凌華,102534622,2721187,1572,37.68,37.85,36.3,41.5,5月3日,33.5,5月28日,1.98
6206  飛捷,219623366,3127428,2292,70.22,70.24,70.5,73.8,5月4日,67.3,5月28日,3.43
6230  超眾,98484593,3698926,1945,26.63,27.35,25.5,30.5,5月4日,23.3,5月28日,4.28
6235  華孚,76533044,6656432,2865,11.5,11.53,11.75,12.4,5月3日,10.65,5月18日,4.71
6277  宏正,60907412,1090717,866,55.84,55.87,56.3,57.9,5月3日,51.8,5月28日,0.91
8008  建興電,579163214,19986210,10392,28.98,28.92,28.5,30.4,5月4日,27.55,5月28日,2.2
8210  勤誠,241733160,7190588,4381,33.62,34.98,31.4,38.55,5月2日,29.95,5月28日,6.23
9912  偉聯,2127717,208237,156,10.22,10.38,10.1,11.35,5月10日,9.4,5月21日,0.45
26 光電業類,,,,,,,,,,,
