,民國101年09月,,,,,,,Sep-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
1474  弘裕,24259301,3376108,1173,7.19,7.2,7.37,7.49,9月12日,6.68,9月13日,2.45
1475  本盟,2448604,311095,166,7.87,7.78,7.4,8.58,9月11日,7.2,9月19日,0.96
1476  儒鴻,1546214234,19616369,12962,78.82,78.65,81.8,82.4,9月28日,76.1,9月26日,7.97
1477  聚陽,707531846,8388578,6392,84.34,84.41,84.5,85.9,9月4日,83.6,9月24日,5.08
4414  如興,79935885,9051781,2623,8.83,8.56,9.43,9.83,9月28日,8.11,9月17日,15.44
4426  利勤,182686740,6694459,3312,27.29,26.72,27.1,28.95,9月12日,24.15,9月6日,10.46
05 電機機械類,,,,,,,,,,,
Electric Machinery,,,,,,,,,,,
1503  士電,148238657,4161060,2293,35.63,35.31,34.8,37,9月10日,34.55,9月6日,0.8
1504  東元,1366602825,67494324,23153,20.25,20.22,20.3,20.85,9月20日,19.6,9月6日,3.66
1506  正道,142670767,5686055,1186,25.09,25.43,24.95,25.9,9月17日,24.5,9月28日,7.87
1507  永大,702111331,12455991,7091,56.37,56.32,60.5,60.8,9月27日,52.9,9月18日,3.03
1512  瑞利,56448797,6667387,1825,8.47,8.36,9.07,9.1,9月28日,7.95,9月11日,3.67
1513  中興電,244467414,15436135,5454,15.84,15.84,15.85,16.05,9月18日,15.65,9月11日,3.22
1514  亞力,77605192,8642990,2095,8.98,8.99,9.11,9.18,9月25日,8.77,9月19日,4.3
1515  力山,67736267,11621703,3020,5.83,5.77,6.45,6.64,9月24日,5.07,9月4日,5.08
1517  利奇,192823325,15210896,4408,12.68,12.6,12.55,12.95,9月21日,12.4,9月6日,6.68
1519  華城,73164759,5487223,2489,13.33,13.24,13.3,13.8,9月20日,12.8,9月7日,2.1
1521  大億,123382275,2390575,1681,51.61,51.63,51.1,53.4,9月4日,50.4,9月24日,3.14
1522  堤維西,120176911,9737186,3658,12.34,12.02,12.1,13.2,9月18日,11.6,9月7日,3.09
1524  耿鼎,127087183,17926743,4075,7.09,6.12,6.8,7.55,9月27日,5.55,9月10日,11.04
1525  江申,348399527,6564344,3738,53.07,52.76,50.8,55.4,9月14日,49.1,9月27日,9.48
1526  日馳,3738785,500166,293,7.48,7.5,7.54,7.74,9月3日,7.3,9月13日,1
1527  鑽全,120303583,6165596,3087,19.51,19.46,18.95,21.2,9月3日,18.8,9月19日,4.01
1528  恩德,61542392,5320955,2044,11.57,11.4,11,12.5,9月10日,10.85,9月18日,3.62
1530  亞崴,40218021,1301797,868,30.89,30.86,30.4,32,9月4日,30.05,9月28日,1.37
1531  高林股,330814989,17081106,6499,19.37,19.13,18.6,21.25,9月7日,17.95,9月14日,8.84
1533  車王電,49856379,2743403,1262,18.17,18.12,17.8,18.75,9月19日,17.7,9月6日,2.85
1535  中宇,240779976,3674597,2376,65.53,65.42,65.3,67,9月20日,64.1,9月6日,3.25
1536  和大,482588784,25791193,8630,18.71,18.53,18.15,19.75,9月17日,17.15,9月3日,16.29
1537  廣隆,1133717385,20401095,9577,55.57,55.31,56.4,57.5,9月4日,53.3,9月20日,25.01
1538  正峰新,102923760,8526292,3991,12.07,11.92,11.15,12.85,9月11日,11,9月24日,5.26
1539  巨庭,5181856,836763,374,6.19,5.87,6.28,6.68,9月24日,5.5,9月3日,1.28
1540  喬福,57651491,2742871,1438,21.02,20.99,20.9,21.5,9月17日,20.6,9月5日,3.21
1541  錩泰,8804598,746649,530,11.79,11.73,11.85,12.2,9月17日,11.25,9月6日,0.95
1560  中砂,531978022,12293344,7809,43.27,42.69,42.55,45.3,9月14日,41.2,9月6日,8.72
1583  程泰,44998462,1005846,747,44.74,44.73,43.2,46.85,9月4日,43.2,9月28日,1.03
1589  F-永冠,149502461,3509986,2349,42.59,41.79,39.45,45.7,9月12日,39,9月28日,3.48
1590  F-亞德,605612002,4156782,3525,145.69,145.32,147,151,9月17日,141,9月3日,2.77
2049  上銀,20758632165,93199885,71462,222.73,221.45,215,240.5,9月21日,207,9月6日,37.82
2231  為升,104852649,1790904,1313,58.55,57.7,58,62.5,9月11日,51.9,9月3日,2.97
4526  東台,190173739,7504347,4513,25.34,25.22,25,26.4,9月17日,24.6,9月6日,3.31
4532  瑞智,599726912,26347616,11554,22.76,22.96,22.65,24.05,9月4日,21.7,9月11日,5.97
6605  帝寶,161782825,2497968,1860,64.77,64.74,64.4,65.8,9月17日,63.3,9月24日,1.51
8374  羅昇,274735381,7376699,5611,37.24,36.93,35.6,38.6,9月4日,35.5,9月17日,8.42
06 電器電纜類,,,,,,,,,,,
Electrical and Cable,,,,,,,,,,,
1603  華電,483118280,44460926,9669,10.87,10.39,10.9,12.35,9月25日,9.68,9月3日,12.99
1604  聲寶,995050343,97294818,18089,10.23,10.16,10.15,10.7,9月21日,9.96,9月14日,16.45
1605  華新,2410117407,236856703,50675,10.18,9.98,10.25,10.95,9月21日,9.01,9月6日,6.55
1608  華榮,539175511,53243546,10204,10.13,10.05,10.6,10.65,9月28日,9.35,9月3日,8.41
1609  大亞,122727909,16879838,4595,7.27,7.25,7.36,7.47,9月25日,7.07,9月5日,2.91
1611  中電,349311118,17185030,6609,20.33,19.86,21.1,21.1,9月28日,19.2,9月3日,4.31
1612  宏泰,126876475,12435770,3766,10.2,10.15,10.2,10.75,9月25日,9.63,9月3日,3.84
1613  台一,24184172,4722097,1427,5.12,5.1,5.08,5.3,9月21日,5.01,9月5日,2.36
1614  三洋電,279175486,8834660,3952,31.6,30.95,31.8,33.35,9月26日,29,9月4日,2.79
1615  大山,14883455,1286803,518,11.57,11.61,11.65,11.85,9月19日,11.25,9月14日,1.15
1616  億泰,86363286,15777813,3643,5.47,5.05,5.75,6.05,9月28日,4.37,9月3日,8.13
1617  榮星,7194985,741311,396,9.71,9.75,9.86,10.05,9月21日,9.45,9月13日,0.51
1618  合機,219624740,18591481,5699,11.81,11.64,11.75,12.85,9月24日,10.75,9月6日,7.72
4930  燦星網,378519558,27776987,10242,13.63,13.5,13.55,14.75,9月24日,12.8,9月6日,12.71
08 玻璃陶瓷類,,,,,,,,,,,
Glass and Ceramics,,,,,,,,,,,
1802  台玻,1093847499,37351878,18563,29.28,29.32,29.75,30.6,9月3日,27.8,9月6日,1.57
1806  冠軍,664724978,54451887,14359,12.21,11.79,12.1,13.15,9月24日,11.05,9月5日,12.45
1809  中釉,349347325,22083421,8909,15.82,14.99,15.25,16.9,9月21日,14,9月11日,11.63
1810  和成,273820441,28768904,7490,9.52,8.91,9.56,10.35,9月25日,8.15,9月6日,7.78
09 造紙工業類,,,,,,,,,,,
Paper and Pulp,,,,,,,,,,,
1902  台紙,281049769,28619334,7397,9.82,9.75,9.54,10.25,9月24日,9.52,9月28日,7.12
1903  士紙,750940094,13903271,7367,54.01,53.99,54.5,57.7,9月24日,46.15,9月3日,5.35
1904  正隆,454056704,37835700,9756,12,11.83,11.9,12.45,9月19日,11.2,9月3日,3.52
1905  華紙,208506648,20696025,5422,10.07,10.01,10,10.6,9月21日,9.62,9月6日,3.36
1906  寶隆,15626070,2380918,883,6.56,6.49,6.92,7.21,9月21日,5.31,9月6日,1.58
1907  永豐餘,681567224,55489596,15542,12.28,12.11,12.5,12.75,9月27日,11.7,9月6日,3.34
1909  榮成,108912410,13641293,4751,7.98,7.97,8.02,8.15,9月21日,7.77,9月6日,1.99
10 鋼鐵工業類,,,,,,,,,,,
Iron and Steel,,,,,,,,,,,
1532  勤美,1757713606,72371544,27302,24.29,24.59,25.4,26.35,9月17日,20.2,9月3日,19.13
2002  中鋼,12316214902,480268741,185232,25.64,26.01,26.75,26.75,9月28日,24,9月6日,3.14
2002A 中鋼特,8665250,221000,80,39.21,39.21,39.3,39.5,9月27日,39,9月17日,0.58
2006  東鋼,2413787107,82795265,23265,29.15,28.44,30,30.2,9月21日,26.6,9月6日,8.44
2007  燁興,59849390,11342584,3695,5.28,5.24,5.52,5.72,9月18日,4.42,9月3日,1.8
2009  第一銅,214725839,24180591,5873,8.88,8.43,9.9,9.9,9月28日,7.43,9月3日,6.72
2010  春源,98859869,8539299,2854,11.58,11.55,11.7,11.85,9月17日,11.25,9月7日,1.32
2012  春雨,83744330,8240721,1882,10.16,10.06,10.1,10.7,9月7日,9.6,9月5日,2.86
2013  中鋼構,223168626,7646749,3605,29.18,28.99,29.15,30,9月18日,27.9,9月6日,4.75
2014  中鴻,534187268,63879588,21094,8.36,8.18,8.38,9.1,9月17日,7.2,9月6日,4.45
2015  豐興,486307693,9902843,6578,49.11,48.78,50.8,50.8,9月28日,46.05,9月6日,1.7
2017  官田鋼,287634553,39667542,10395,7.25,7.12,7.39,7.68,9月17日,6.7,9月4日,10.22
2020  美亞,93854255,7991743,2506,11.74,11.74,12.2,12.45,9月17日,10.85,9月3日,3.01
2022  聚亨,353217211,66308616,10911,5.33,5.14,5.6,5.79,9月28日,4.85,9月6日,13.71
2023  燁輝,424333859,46131877,13649,9.2,9.22,9.13,9.64,9月11日,8.83,9月12日,2.82
2024  志聯,16324300,2680579,1012,6.09,6.02,6.32,6.55,9月28日,5.71,9月4日,2.45
2025  千興,89672688,24749919,5033,3.62,3.4,4.05,4.2,9月28日,2.96,9月6日,7.67
2027  大成鋼,585717429,37387451,11902,15.67,15.31,16.1,16.4,9月28日,14.2,9月6日,5.28
2028  威致,25574695,4872661,1538,5.25,5.18,5.33,5.55,9月17日,4.82,9月5日,1.84
2029  盛餘,33607691,1805810,955,18.61,18.6,18.7,19.1,9月20日,18.15,9月7日,0.56
2030  彰源,194892538,17382554,6063,11.21,10.78,11.15,11.95,9月24日,9.9,9月6日,6.37
2031  新光鋼,286640587,15459084,6902,18.54,18.36,18.85,19.8,9月17日,16.7,9月6日,5.58
2032  新鋼,216940115,18035076,6171,12.03,11.27,12.6,13.3,9月28日,9.78,9月6日,13.82
2033  佳大,130159459,10452845,3638,12.45,11.55,12.45,13.3,9月18日,10.1,9月6日,12.95
2034  允強,385338541,22650786,7969,17.01,16.58,17.4,18,9月19日,15,9月6日,6.12
2038  海光,153460744,13947327,4435,11,10.8,11.2,11.6,9月17日,10.15,9月6日,5.22
3004  豐達科,202620346,4378662,2127,46.27,46.1,46.65,47.85,9月7日,44.5,9月6日,18.09
5007  三星,375029054,8932857,1443,41.98,41.55,44.3,44.3,9月28日,39.5,9月5日,4.06
9958  世紀鋼,85777065,8103841,2133,10.58,10.55,10.55,10.95,9月19日,10.1,9月6日,5.86
11 橡膠工業類,,,,,,,,,,,
Rubber,,,,,,,,,,,
2101  南港,5563599953,118705980,46188,46.87,46.78,40.8,50.5,9月27日,40.7,9月28日,13.51
2102  泰豐,2691443420,121754082,43509,22.11,21.78,22.7,24.2,9月19日,19.15,9月3日,30.2
2103  台橡,3051739128,48118122,30530,63.42,63.83,65,65.6,9月27日,60.1,9月10日,6.12
2104  中橡,1792822007,56782651,19186,31.57,31.52,31.4,32.5,9月14日,29.5,9月3日,10.34
2105  正新,8603021936,116092511,45962,74.1,74.08,77,77.2,9月28日,70.7,9月6日,4.12
2106  建大,1298278209,36124004,15788,35.94,35.89,36.6,37.1,9月14日,34.75,9月6日,4.92
2107  厚生,1139915519,54366066,20451,20.97,20.79,21,22.15,9月24日,19.6,9月3日,10.93
2108  南帝,266228616,11761000,5171,22.64,22.48,21.25,25.2,9月4日,21.2,9月28日,3.09
2109  華豐,67350621,10181680,1866,6.61,6.64,6.67,6.99,9月25日,6.45,9月14日,3.16
2114  鑫永銓,206596602,3007737,2075,68.69,68.49,68.1,70.1,9月4日,67.7,9月7日,4.9
12 汽車工業類,,,,,,,,,,,
Automobile,,,,,,,,,,,
2201  裕隆,7903159075,139993836,57531,56.45,56,59,59.7,9月19日,51.2,9月6日,8.9
2204  中華,2640863109,95222911,41257,27.73,27.54,28.3,29.1,9月17日,26.7,9月6日,6.88
2206  三陽,1644109473,81838575,20266,20.09,19.57,20.15,20.95,9月25日,18.9,9月5日,9.13
2207  和泰車,1312841527,6290303,5424,208.71,208.78,209.5,216,9月4日,202.5,9月18日,1.15
2227  裕日車,1565231120,6203550,5056,252.31,255.08,256.5,269,9月3日,240,9月21日,2.07
14 建材營造類,,,,,,,,,,,
Building Material and Construction,,,,,,,,,,,
1436  福益,48612382,929103,744,52.32,52.6,52.7,54,9月12日,51,9月5日,1.55
1442  名軒,484526410,17432124,5313,27.8,27.44,26.3,29.1,9月10日,26.05,9月13日,8.45
1805  寶徠,23402862,1347462,803,17.37,16.74,18.25,19.1,9月11日,14.3,9月3日,2.68
1808  潤隆,575747769,14435874,8004,39.88,39.65,38.5,40.7,9月4日,38.5,9月28日,10.04
2501  國建,2059709375,145747854,33673,14.13,13.93,14.1,15,9月25日,12.85,9月6日,8.8
2504  國產,1922632434,162528545,32781,11.83,11.4,11.75,12.7,9月25日,10.55,9月6日,10.7
2505  國揚,2279657613,151988927,39831,15,14.86,15.35,16.35,9月24日,13.95,9月6日,37.57
2506  太設,120056313,13391581,3677,8.97,8.82,8.58,9.31,9月20日,8.53,9月3日,3.27
2509  全坤建,114697758,5649298,2199,20.3,20.26,20.1,20.85,9月11日,19.8,9月27日,3.72
2511  太子,4236331773,195307979,60691,21.69,21.65,21.75,22.9,9月11日,20.35,9月12日,16.35
2515  中工,2616422090,337451026,59182,7.75,7.62,7.8,8.15,9月26日,7.12,9月3日,22.13
2516  新建,161849950,18645181,6023,8.68,8.7,8.75,8.99,9月20日,8.15,9月3日,8.04
2520  冠德,1661481191,79885940,25511,20.8,20.71,20.75,21.8,9月24日,19.7,9月3日,16.09
2524  京城,1340820675,41266448,18815,32.49,32.43,31,34.1,9月14日,29.85,9月3日,10.98
2527  宏璟,253966400,18240635,6114,13.92,13.8,14,14.9,9月24日,12.75,9月5日,6.75
2528  皇普,3643653,393342,262,9.26,9.26,9.7,10.2,9月3日,8.5,9月7日,0.39
2530  華建,133384486,13511559,3796,9.87,9.8,9.92,10.25,9月18日,9.28,9月6日,4.99
2534  宏盛,1099801311,65448031,13946,16.8,16.66,16.95,17.7,9月24日,15.4,9月3日,11.11
2535  達欣工,312138696,16247134,6658,19.21,18.84,19.2,20.2,9月20日,18.35,9月5日,6.1
2536  宏普,1354689930,44690242,18443,30.31,30.26,29.5,31.5,9月17日,29,9月6日,14
2537  聯上發,54377236,3375428,1362,16.11,15.97,15.7,17.4,9月10日,15.4,9月17日,2.38
2538  基泰,1151838671,67045417,18106,17.18,16.8,17.7,18.25,9月27日,15.95,9月6日,16.9
2539  櫻花建,8406857,426857,284,19.69,19.61,19.95,20.2,9月10日,18.5,9月14日,0.26
2542  興富發,2849427728,55923268,30548,50.95,50.57,49.25,52.7,9月10日,49,9月6日,7.48
2543  皇昌,13857329,2401254,620,5.77,5.74,5.8,6.29,9月20日,5.5,9月4日,1.34
2545  皇翔,5480586215,71904502,41220,76.22,76.77,77.9,81.2,9月14日,68.2,9月3日,21.94
2546  根基,56210305,4129296,1752,13.61,13.54,13.2,14.15,9月10日,13,9月28日,3.83
2547  日勝生,2757935285,128337357,41722,21.49,21.26,20.35,22.3,9月10日,19.7,9月3日,15.84
2548  華固,2588335965,35532751,19714,72.84,71.72,70.8,77.7,9月21日,69.4,9月6日,12.84
2597  潤弘,54873815,1449508,762,37.86,37.87,38.05,39,9月14日,36.5,9月5日,1.07
2841  台開,525108237,42371044,9226,12.39,12.23,12.15,12.8,9月10日,11.85,9月3日,6.84
3056  總太,414556968,16099272,6882,25.75,25.69,24.8,26.5,9月4日,24.5,9月3日,12.06
3703  欣陸,366457368,32073005,7651,11.43,11.42,11.65,11.85,9月25日,10.7,9月3日,3.81
5515  建國,471933035,31839587,10584,14.82,14.68,14.2,15.45,9月3日,14.15,9月28日,8.84
5522  遠雄,1702624637,30889213,19222,55.12,55.02,54.8,57.4,9月21日,53,9月6日,4
5525  順天,147369676,8571311,3014,17.19,17.08,17.2,18.4,9月20日,16.45,9月5日,3.66
5531  鄉林,493005806,20165948,9898,24.45,24.21,23.6,25.6,9月10日,23.5,9月28日,3.6
5533  皇鼎,112612046,6166520,1914,18.26,18.34,18.4,18.65,9月25日,17.8,9月4日,2.72
5534  長虹,4241275227,54515581,28312,77.8,76.85,72.5,81.5,9月11日,72.1,9月28日,22.02
15 航運業類,,,,,,,,,,,
Shipping and Transportation,,,,,,,,,,,
2208  台船,366192611,18398912,8919,19.9,19.94,20.1,20.3,9月24日,19.5,9月11日,2.47
2601  益航,1126670684,36017108,17637,31.28,30.92,31.5,33.5,9月20日,28.95,9月3日,12.97
2603  長榮,3188683782,196312841,46896,16.24,16.23,15.45,17.3,9月20日,15.35,9月28日,5.65
2605  新興,401598177,15497281,7297,25.91,25.71,25.65,27,9月20日,25.25,9月12日,2.73
2606  裕民,644484372,14118455,9801,45.65,45.48,46.9,46.9,9月28日,44,9月6日,1.65
2607  榮運,5805604251,295228718,76774,19.66,18.89,19.95,21.8,9月20日,16.3,9月3日,27.67
2608  大榮,469038825,11583046,3546,40.49,40.14,41.7,42.2,9月25日,38.6,9月3日,2.4
2609  陽明,1834320371,150448239,39468,12.19,12.13,12.2,12.75,9月20日,11.7,9月6日,5.34
2610  華航,2624772754,219849260,51111,11.94,11.82,12.25,12.55,9月25日,11.3,9月5日,4.23
2611  志信,588499624,37430316,11368,15.72,15.58,15.5,16.5,9月24日,14.6,9月3日,19.38
2612  中航,229396577,6499859,4013,35.29,34.42,35.2,37.4,9月21日,32.8,9月7日,2.53
2613  中櫃,828554754,41739701,16622,19.85,17.73,20.55,22.6,9月25日,14.8,9月3日,46.9
2614  東森,480313667,117859113,14136,4.08,3.6,4.32,4.71,9月28日,3.2,9月5日,8.31
2615  萬海,443034717,28335418,13764,15.64,15.66,16.45,16.7,9月21日,14.3,9月11日,1.28
2617  台航,286299281,10987657,5749,26.06,26.1,25.45,27.4,9月20日,25.3,9月12日,2.63
2618  長榮航,3274730296,192202617,52077,17.04,16.94,17.2,17.85,9月20日,16.35,9月5日,5.9
2637  F-慧洋,279702758,6965661,3702,40.15,40.12,39.9,40.6,9月21日,39.7,9月11日,1.77
5607  遠雄港,2164386674,97628066,34069,22.17,20.82,22.5,25,9月25日,18.05,9月6日,57.44
5608  四維航,196553344,7775734,4629,25.28,25.26,25.45,25.9,9月20日,24.8,9月5日,2.12
6702  復航,216139649,14991926,5314,14.42,14.38,14.55,15.3,9月20日,13.8,9月10日,2.98
16 觀光事業類,,,,,,,,,,,
Tourism,,,,,,,,,,,
2701  萬企,75152613,4961950,2102,15.15,15.07,15.05,15.9,9月24日,14.6,9月28日,1.41
2702  華園,157830660,7545159,2813,20.92,20.74,22.3,22.3,9月28日,19.2,9月5日,9.15
2704  國賓,1082134128,32474307,14425,33.32,33,33.2,35.95,9月19日,30.5,9月5日,8.85
2705  六福,1039861078,60143394,19476,17.29,16.82,17.8,18.4,9月24日,15.7,9月5日,18.21
2706  第一店,208276577,9911970,4240,21.01,20.76,21.05,21.9,9月24日,19.95,9月5日,2.83
2707  晶華,3375639109,9918993,8856,340.32,338.6,351.5,369.5,9月24日,304,9月10日,10.26
2722  夏都,114519936,2931023,1943,39.07,39.02,38.8,40.8,9月19日,37.75,9月10日,3.62
2723  F-美食,414989610,1852279,1731,224.04,223.68,221.5,233,9月3日,219,9月26日,1.31
2727  王品,1001981953,2283284,2210,438.83,438.6,433,450,9月4日,431,9月6日,3.36
5706  鳳凰,650535606,10949300,7383,59.41,58.39,60.8,62.6,9月17日,54.7,9月5日,17.93
8940  新天地,73687274,2867654,1624,25.7,25.66,25.7,26.35,9月24日,24.95,9月6日,4.25
17 金融保險類,,,,,,,,,,,
Finance and Insurance,,,,,,,,,,,
2801  彰銀,2886125504,182742727,43412,15.79,15.73,15.9,16.3,9月20日,15.1,9月6日,2.52
2809  京城銀,1394128237,67963010,17904,20.51,20.43,20.5,21.15,9月17日,19.95,9月6日,6.47
2812  台中銀,1863498941,187281973,33571,9.95,9.89,9.98,10.35,9月14日,9.36,9月5日,8.08
2816  旺旺保,97130738,8531755,3084,11.38,11.27,11.25,12.05,9月17日,10.7,9月6日,3.28
2820  華票,587728075,54238750,12709,10.84,10.83,11,11.15,9月24日,10.55,9月5日,4.04
2823  中壽,16756462548,622981840,116736,26.9,27.26,27.15,28.95,9月17日,26.2,9月11日,26.09
2832  台產,105631214,5057155,2337,20.89,20.86,21.15,21.7,9月17日,20,9月5日,1.39
2833  台壽保,896565404,45535761,15689,19.69,19.48,19.45,20.4,9月17日,18.8,9月6日,5.31
2833A 台壽甲,3262716,93047,95,35.07,35.08,35.15,35.2,9月3日,35.05,9月20日,0.16
2834  臺企銀,1324279290,149804154,35033,8.84,8.75,8.82,9.11,9月18日,8.41,9月6日,3.06
2836  高雄銀,115730295,12587930,3616,9.19,9.16,9.23,9.54,9月24日,8.71,9月5日,1.78
2837  萬泰銀,195250251,21801623,5918,8.96,8.91,8.67,9.5,9月24日,8.46,9月6日,1.34
