,民國99年05月,,,,,,,May-10,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
2474  可成,9816762924 ,127888134 ,65739 ,76.76,77.31,78.9,83.6,5月3日,68.7,5月25日,19.23
3002  歐格,141655645 ,6220247 ,2977 ,22.77,22.42,21.55,25.35,5月3日,20.3,5月25日,6.1
3005  神基,1435380397 ,70203974 ,19550 ,20.45,20.86,20.65,24.2,5月3日,18.05,5月26日,12.36
3013  晟銘電,2280960619 ,87287644 ,28210 ,26.13,25.77,26.75,28.85,5月20日,22.05,5月7日,46.41
3017  奇鋐,3692295721 ,93671540 ,34306 ,39.42,38.74,37.45,41.75,5月4日,34.45,5月25日,34.4
3022  威達電,1383401105 ,36612007 ,16797 ,37.79,37.64,38.65,40.1,5月3日,34.8,5月25日,17.31
3046  建碁,116017026 ,9893974 ,3622 ,11.73,11.66,11.35,13.1,5月3日,10.5,5月26日,6.36
3054  萬國,97056677 ,5031353 ,1817 ,19.29,19.25,17.35,23.5,5月3日,15.8,5月26日,6.48
3057  喬鼎,426460786 ,19481664 ,8318 ,21.89,21.83,21.7,24.6,5月3日,19,5月26日,13.56
3060  銘異,2610369776 ,51132768 ,20320 ,51.05,51.33,48.6,56.9,5月13日,43.55,5月26日,34.46
3231  緯創,14897235965 ,277744960 ,93841 ,53.64,54.39,53.2,61.2,5月4日,48.4,5月19日,14.85
3494  誠研,785310097 ,15600197 ,7556 ,50.34,50.59,50.7,54.4,5月3日,44.25,5月7日,14
3515  華擎,420664582 ,3243343 ,2491 ,129.7,129.9,126,140,5月3日,122,5月25日,2.82
6117  迎廣,699041219 ,31603206 ,12257 ,22.12,20.89,21.15,24.4,5月13日,17.4,5月10日,35.65
6128  上福,246023729 ,5366609 ,2724 ,45.84,45.78,44.45,47.4,5月4日,42.1,5月27日,6.4
6166  凌華,654820427 ,15448220 ,6740 ,42.39,41.89,41.5,47,5月4日,37.25,5月21日,12.86
6172  互億,1221956488 ,80145426 ,24248 ,15.25,15,15.3,19.95,5月13日,11,5月3日,105.24
6206  飛捷,1118616575 ,12407612 ,7627 ,90.16,88.9,84.8,98,5月12日,80.1,5月26日,15.77
6235  華孚,168669238 ,24407883 ,6585 ,6.91,7.02,7,7.9,5月3日,6.07,5月27日,10.48
6277  宏正,237996195 ,4305906 ,2554 ,55.27,55.15,52.4,61.7,5月3日,50,5月25日,3.6
8008  建興電,13023532394 ,352144502 ,124899 ,36.98,36.62,35.85,39.8,5月14日,33.85,5月7日,39.4
9912  偉聯,20880599 ,2203003 ,953 ,9.48,9.39,9.18,10.2,5月5日,8.63,5月10日,4.78
26 光電業類,,,,,,,,,,,
Optoelectronic,,,,,,,,,,,
2323  中環,3016889136 ,365457756 ,63732 ,8.26,8.2,8.09,9.05,5月4日,7.6,5月25日,12.83
