,民國99年05月,,,,,,,May-10,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
07640P凱基23,17735380 ,7290000 ,258 ,2.43,2.38,2.6,3.13,5月27日,1.74,5月4日
07641 凱基24,528890 ,1367000 ,64 ,0.39,0.36,0.19,0.64,5月4日,0.12,5月26日
07642 國泰ER,6800 ,120000 ,6 ,0.06,0.07,0.01,0.16,5月3日,0.01,5月28日
07643 國泰ES,88770 ,1685000 ,49 ,0.05,0.07,0.02,0.12,5月3日,0.01,5月25日
07644P凱基25,2471370 ,4577000 ,179 ,0.54,0.67,1,1.18,5月26日,0.28,5月4日
07645 凱基26,188830 ,887000 ,19 ,0.21,0.23,0.13,0.41,5月13日,0.12,5月21日
07646 凱基27,163230 ,883000 ,53 ,0.18,0.22,0.07,0.6,5月4日,0.05,5月20日
07647 凱基28,59400 ,297000 ,3 ,0.2,0.2,0.2,0.2,5月4日,0.2,5月4日
07648 凱基29,14100 ,125000 ,9 ,0.11,0.12,0.06,0.2,5月4日,0.06,5月28日
07649 凱基30,866870 ,2087000 ,39 ,0.42,0.51,0.25,1.02,5月13日,0.21,5月25日
07650 凱基31,339430 ,3733000 ,84 ,0.09,0.09,0.05,0.29,5月14日,0.05,5月24日
07651 凱基32,79630 ,594000 ,19 ,0.13,0.14,0.07,0.27,5月5日,0.05,5月21日
07653 元大7N,482900 ,4140000 ,60 ,0.12,0.12,0.04,0.68,5月3日,0.04,5月24日
07654 元大7P,989220 ,7754000 ,167 ,0.13,0.12,0.03,0.51,5月3日,0.03,5月31日
07655 元大7Q,270780 ,2274000 ,80 ,0.12,0.12,0.09,0.27,5月4日,0.01,5月24日
07656P元大7R,2159830 ,2370000 ,44 ,0.91,0.96,1.15,1.34,5月21日,0.75,5月14日
07657 元大7S,42590 ,1521000 ,25 ,0.03,0.03,0.02,0.06,5月4日,0.01,5月27日
07658 元大7T,176630 ,1893000 ,58 ,0.09,0.09,0.04,0.19,5月4日,0.04,5月26日
07659 元大7U,142120 ,1391000 ,44 ,0.1,0.09,0.01,0.3,5月3日,0.01,5月31日
07660 元大7V,449910 ,1626000 ,104 ,0.28,0.28,0.1,0.56,5月4日,0.07,5月26日
07661 元大7W,6809390 ,11265000 ,254 ,0.6,0.69,0.82,1.01,5月20日,0.36,5月26日
07662 元大7X,18733370 ,17516000 ,642 ,1.07,1.06,0.78,1.79,5月4日,0.54,5月25日
07663 元大7Y,266350 ,1399000 ,39 ,0.19,0.14,0.01,0.29,5月3日,0.01,5月25日
07664 群益MR,1225990 ,7905000 ,673 ,0.16,0.15,0.07,0.44,5月4日,0.03,5月28日
07665 群益MS,5256080 ,6190000 ,287 ,0.85,0.73,0.1,2.08,5月3日,0.07,5月26日
07666 群益MT,956730 ,3756000 ,161 ,0.25,0.22,0.05,0.49,5月4日,0.04,5月20日
07667 群益MU,22707880 ,8784000 ,455 ,2.59,2.32,1.21,4.35,5月3日,0.57,5月25日
07668 群益MV,4120 ,72000 ,4 ,0.06,0.06,0.01,0.1,5月3日,0.01,5月31日
07669 永豐68,13130 ,556000 ,28 ,0.02,0.03,0.03,0.07,5月3日,0.01,5月20日
07670 永豐69,2168450 ,3233000 ,141 ,0.67,0.65,0.48,1.12,5月13日,0.18,5月26日
07671 永豐70,77090 ,1177000 ,28 ,0.07,0.09,0.07,0.12,5月3日,0.05,5月10日
07672 永豐71,108770 ,3762000 ,127 ,0.03,0.04,0.01,0.11,5月4日,0.01,5月19日
07673 永豐72,104500 ,771000 ,17 ,0.14,0.12,0.05,0.19,5月3日,0.05,5月27日
07674 永豐73,1074410 ,2769000 ,78 ,0.39,0.41,0.6,0.62,5月4日,0.22,5月25日
07675 永豐74,469600 ,3337000 ,46 ,0.14,0.13,0.1,0.25,5月13日,0.06,5月7日
07676 永豐75,113970 ,1363000 ,33 ,0.08,0.04,0.02,0.1,5月4日,0.01,5月24日
07677 永豐76,135430 ,2005000 ,43 ,0.07,0.06,0.02,0.12,5月3日,0.02,5月27日
07678 永豐77,9020 ,258000 ,6 ,0.03,0.02,0.01,0.05,5月3日,0.01,5月27日
07679 永豐78,79290 ,2648000 ,86 ,0.03,0.03,0.02,0.05,5月13日,0.01,5月26日
07680 永豐79,267030 ,8626000 ,245 ,0.03,0.03,0.01,0.06,5月14日,0.01,5月31日
07681 永豐80,17600 ,1351000 ,48 ,0.01,0.01,0.01,0.02,5月19日,0.01,5月28日
07682 永豐81,1261570 ,8586000 ,163 ,0.15,0.12,0.06,0.27,5月4日,0.06,5月31日
07683 兆豐81,56430 ,220000 ,4 ,0.26,0.27,0.27,0.27,5月4日,0.24,5月4日
07684 兆豐82,281400 ,1105000 ,43 ,0.25,0.28,0.05,0.75,5月3日,0.03,5月27日
07686 兆豐84,328710 ,1498000 ,46 ,0.22,0.21,0.06,0.53,5月4日,0.03,5月26日
07687 兆豐85,84800 ,285000 ,10 ,0.3,0.25,0.08,0.42,5月13日,0.02,5月26日
07688 兆豐86,903740 ,680000 ,39 ,1.33,1.6,1.46,2.06,5月3日,1.01,5月21日
07689 兆豐87,638910 ,1022000 ,26 ,0.63,0.42,0.12,0.79,5月10日,0.07,5月27日
07691 兆豐89,122170 ,652000 ,49 ,0.19,0.26,0.14,0.43,5月3日,0.1,5月27日
07692 兆豐90,20820 ,228000 ,4 ,0.09,0.1,0.1,0.1,5月14日,0.09,5月11日
07693 兆豐91,300 ,14000 ,3 ,0.02,0.05,0.09,0.09,5月27日,0.01,5月26日
07694 富邦K4,62480 ,1465000 ,31 ,0.04,0.04,0.04,0.07,5月10日,0.02,5月21日
07695 富邦K5,1395270 ,12147000 ,166 ,0.11,0.13,0.08,0.52,5月4日,0.03,5月21日
07696 富邦K6,543850 ,4808000 ,107 ,0.11,0.1,0.03,0.16,5月4日,0.03,5月31日
07697P富邦K7,613600 ,449000 ,22 ,1.37,1.4,1.52,1.86,5月26日,1.18,5月4日
07698 富邦K8,2066190 ,4560000 ,207 ,0.45,0.4,0.18,0.65,5月3日,0.16,5月25日
07699 富邦K9,985660 ,1575000 ,34 ,0.63,0.57,0.37,0.88,5月4日,0.24,5月26日
07700 富邦L1,48670 ,630000 ,24 ,0.08,0.08,0.05,0.17,5月3日,0.01,5月25日
07701 富邦L2,26680 ,849000 ,38 ,0.03,0.04,0.02,0.07,5月3日,0.02,5月18日
07702 大華FC,497690 ,275000 ,32 ,1.81,2.04,1.48,3.33,5月4日,0.62,5月21日
07703 大華FD,52370 ,634000 ,14 ,0.08,0.09,0.06,0.14,5月3日,0.06,5月21日
07704 大華FE,658780 ,606000 ,9 ,1.09,1.1,0.89,1.27,5月11日,0.89,5月31日
07705 大華FF,127680 ,918000 ,17 ,0.14,0.13,0.03,0.25,5月3日,0.03,5月21日
07706 大華FG,12400 ,520000 ,13 ,0.02,0.01,0.01,0.08,5月4日,0.01,5月20日
07707 大華FH,4155810 ,16516000 ,494 ,0.25,0.27,0.37,0.42,5月19日,0.08,5月25日
07708 大華FI,3008100 ,3306000 ,135 ,0.91,0.91,1.15,1.33,5月20日,0.3,5月26日
07709 統一J3,3561030 ,4536000 ,224 ,0.79,0.74,0.52,1.31,5月3日,0.35,5月27日
07710 統一J4,135090 ,1460000 ,23 ,0.09,0.08,0.07,0.13,5月4日,0.04,5月19日
07711 統一J5,25730 ,495000 ,19 ,0.05,0.05,0.03,0.14,5月13日,0.01,5月28日
07712 統一J6,282670 ,1310000 ,34 ,0.22,0.19,0.04,0.35,5月4日,0.04,5月27日
07713 統一J7,187500 ,1697000 ,102 ,0.11,0.12,0.18,0.18,5月31日,0.05,5月20日
07714 元大7Z,3468300 ,14744000 ,596 ,0.24,0.26,0.13,0.6,5月3日,0.09,5月12日
07715 元大8A,2519740 ,3890000 ,148 ,0.65,0.63,0.46,0.96,5月11日,0.29,5月21日
07716P元大8B,14632080 ,4606000 ,103 ,3.18,3.5,4.58,4.91,5月19日,2.15,5月3日
07717 元大8C,693520 ,6123000 ,116 ,0.11,0.09,0.04,0.17,5月3日,0.03,5月27日
07718 元大8D,1021090 ,3617000 ,81 ,0.28,0.29,0.17,0.42,5月5日,0.16,5月21日
07720 元大8F,6056930 ,10761000 ,298 ,0.56,0.53,0.58,0.83,5月3日,0.28,5月25日
07721 永豐82,1180 ,118000 ,5 ,0.01,0.01,0.01,0.01,5月24日,0.01,5月24日
07722 永豐83,300 ,30000 ,3 ,0.01,0.01,0.01,0.01,5月24日,0.01,5月24日
07723 永豐84,1860600 ,3240000 ,129 ,0.57,0.53,0.35,1,5月3日,0.1,5月25日
07724 永豐85,643270 ,4957000 ,139 ,0.13,0.1,0.03,0.25,5月5日,0.02,5月26日
07725 康和BK,246610 ,994000 ,30 ,0.25,0.28,0.14,0.46,5月4日,0.13,5月19日
07726 康和BL,1032310 ,1668000 ,80 ,0.62,0.56,0.33,0.74,5月4日,0.33,5月20日
07727 康和BM,14206200 ,6006000 ,49 ,2.37,2.5,2.51,3.06,5月10日,2.18,5月25日
07728 康和BN,842550 ,3208000 ,113 ,0.26,0.28,0.23,0.44,5月13日,0.14,5月25日
07729 康和BP,23500 ,190000 ,7 ,0.12,0.12,0.11,0.16,5月11日,0.09,5月20日
07730 凱基33,4500 ,76000 ,3 ,0.06,0.06,0.06,0.06,5月31日,0.05,5月11日
07731 凱基34,278100 ,754000 ,11 ,0.37,0.32,0.17,0.4,5月18日,0.17,5月24日
07732 凱基35,527170 ,636000 ,46 ,0.83,0.79,0.37,1.13,5月3日,0.37,5月31日
07733 凱基36,3134340 ,8797000 ,159 ,0.36,0.29,0.01,0.68,5月3日,0.01,5月27日
07734 凱基37,3157670 ,5166000 ,176 ,0.61,0.94,0.47,1.47,5月3日,0.26,5月27日
07735 凱基38,8346780 ,10811000 ,647 ,0.77,0.79,0.15,2.1,5月5日,0.11,5月25日
07736 凱基39,4123620 ,4773000 ,188 ,0.86,0.9,0.45,1.62,5月4日,0.31,5月27日
07738 凱基41,8995010 ,25814000 ,546 ,0.35,0.45,0.18,1.1,5月4日,0.11,5月21日
07739 凱基42,70 ,1000 ,1 ,0.07,0.07,0.07,0.07,5月6日,0.07,5月6日
07740 凱基43,446930 ,3134000 ,67 ,0.14,0.16,0.05,0.48,5月18日,0.05,5月28日
07741 凱基44,50 ,1000 ,1 ,0.05,0.05,0.05,0.05,5月14日,0.05,5月14日
07742 凱基45,3500 ,30000 ,2 ,0.12,0.12,0.1,0.15,5月3日,0.1,5月5日
07744P寶來08,1949820 ,756000 ,50 ,2.58,2.46,2.17,3.16,5月7日,2.02,5月4日
07745 寶來09,10137200 ,2388000 ,99 ,4.25,3.93,3.68,5.45,5月4日,2.9,5月27日
07746P寶來10,21585140 ,47349000 ,879 ,0.46,0.52,0.27,0.85,5月7日,0.24,5月31日
07747 寶來11,159770 ,1166000 ,20 ,0.14,0.11,0.04,0.3,5月3日,0.04,5月18日
07748P寶來12,2357670 ,2785000 ,60 ,0.85,0.83,1.11,1.11,5月24日,0.59,5月4日
07749 寶來13,1137750 ,4793000 ,111 ,0.24,0.23,0.22,0.36,5月19日,0.11,5月7日
07750 寶來14,23330 ,273000 ,8 ,0.09,0.06,0.02,0.15,5月13日,0.01,5月26日
07751 寶來15,58950 ,764000 ,23 ,0.08,0.1,0.05,0.3,5月13日,0.01,5月25日
07754 寶來17,579130 ,3102000 ,237 ,0.19,0.18,0.08,0.42,5月4日,0.02,5月21日
07755 寶來18,21920 ,805000 ,24 ,0.03,0.04,0.02,0.1,5月24日,0.01,5月28日
07757 寶來20,3320 ,33000 ,6 ,0.1,0.09,0.06,0.27,5月19日,0.06,5月19日
07758 日盛LT,43530 ,1790000 ,74 ,0.02,0.03,0.01,0.05,5月4日,0.01,5月20日
07759 日盛LU,4500 ,215000 ,16 ,0.02,0.04,0.09,0.09,5月31日,0.01,5月17日
07760 日盛LV,6200 ,620000 ,10 ,0.01,0.01,0.01,0.01,5月21日,0.01,5月21日
07761 日盛LW,630130 ,5907000 ,139 ,0.11,0.29,0.07,0.86,5月6日,0.03,5月27日
07762 大華FJ,72620 ,343000 ,26 ,0.21,0.16,0.08,0.32,5月3日,0.08,5月21日
07764 大華FL,2560 ,16000 ,2 ,0.16,0.16,0.16,0.16,5月4日,0.16,5月4日
07765 大華FM,174170 ,1495000 ,26 ,0.12,0.11,0.1,0.13,5月7日,0.08,5月21日
07766 大華FN,570 ,3000 ,1 ,0.19,0.19,0.19,0.19,5月5日,0.19,5月5日
07767 統一J8,446090 ,1702000 ,30 ,0.26,0.28,0.17,0.42,5月3日,0.17,5月24日
07768 統一J9,1775680 ,7833000 ,200 ,0.23,0.21,0.11,0.33,5月4日,0.1,5月21日
07769 統一K1,15420 ,177000 ,10 ,0.09,0.1,0.12,0.13,5月7日,0.03,5月26日
07771 統一K3,62860 ,466000 ,19 ,0.13,0.18,0.1,0.24,5月14日,0.07,5月7日
07772 統一K4,75550 ,690000 ,24 ,0.11,0.12,0.08,0.26,5月4日,0.04,5月21日
07773 統一K5,308530 ,2676000 ,98 ,0.12,0.1,0.01,0.37,5月4日,0.01,5月28日
07774 統一K6,881620 ,1493000 ,36 ,0.59,0.58,0.35,0.94,5月7日,0.32,5月25日
07775 統一K7,84940 ,393000 ,14 ,0.22,0.15,0.15,0.27,5月4日,0.06,5月25日
07776 統一K8,1500 ,50000 ,1 ,0.03,0.03,0.03,0.03,5月4日,0.03,5月4日
07777 群益MX,2220 ,107000 ,12 ,0.02,0.03,0.1,0.1,5月27日,0.01,5月18日
07778P群益MY,1553310 ,817000 ,74 ,1.9,1.97,2.12,2.67,5月27日,1.51,5月3日
07779 康和BQ,1200 ,20000 ,2 ,0.06,0.06,0.04,0.08,5月4日,0.04,5月12日
07780 康和BR,585020 ,3626000 ,94 ,0.16,0.13,0.08,0.3,5月13日,0.04,5月25日
07781 康和BS,12890390 ,7044000 ,163 ,1.83,2.78,1.71,4.81,5月3日,0.89,5月25日
07782P凱基49,13076960 ,6292000 ,288 ,2.08,2.2,2.48,2.83,5月26日,1.62,5月18日
07783P凱基50,792160 ,549000 ,27 ,1.44,1.52,1.53,1.93,5月26日,1.16,5月3日
07784P凱基51,5325210 ,3593000 ,137 ,1.48,1.21,2.49,3.1,5月27日,0.44,5月3日
07785P凱基52,1850800 ,5139000 ,211 ,0.36,0.26,0.27,0.7,5月27日,0.13,5月20日
07786 凱基53,170 ,1000 ,1 ,0.17,0.17,0.17,0.17,5月10日,0.17,5月10日
07787 凱基54,14500 ,50000 ,1 ,0.29,0.29,0.29,0.29,5月4日,0.29,5月4日
07788 凱基55,68450 ,593000 ,33 ,0.12,0.15,0.05,0.39,5月4日,0.05,5月31日
07789P凱基56,1957120 ,904000 ,47 ,2.16,2.24,2.35,2.84,5月25日,1.73,5月3日
07790P凱基57,1330780 ,314000 ,54 ,4.24,4.57,5.75,6.3,5月7日,3.02,5月3日
07791 亞東GA,37050 ,195000 ,17 ,0.19,0.19,0.01,0.48,5月3日,0.01,5月31日
07792 亞東GB,514640 ,2367000 ,49 ,0.22,0.2,0.05,0.43,5月3日,0.05,5月27日
07793 亞東GC,100090 ,61000 ,30 ,1.64,1.73,1.43,2.69,5月12日,0.9,5月25日
07794 亞東GD,710 ,29000 ,4 ,0.02,0.03,0.02,0.07,5月17日,0.01,5月25日
07795 亞東GE,118090 ,3930000 ,92 ,0.03,0.04,0.04,0.05,5月25日,0.01,5月26日
07796 亞東GF,3840 ,42000 ,4 ,0.09,0.13,0.06,0.22,5月13日,0.06,5月21日
07798 亞東GH,1900 ,90000 ,5 ,0.02,0.01,0.01,0.03,5月5日,0.01,5月21日
07799 富邦L3,2125540 ,2257000 ,111 ,0.94,0.88,0.52,1.36,5月3日,0.34,5月26日
07800 富邦L4,2323080 ,8135000 ,186 ,0.29,0.34,0.17,1.18,5月4日,0.07,5月21日
07801 富邦L5,231260 ,1138000 ,40 ,0.2,0.23,0.1,0.53,5月4日,0.07,5月25日
07802 富邦L6,30670 ,667000 ,15 ,0.05,0.07,0.04,0.1,5月4日,0.02,5月12日
07803 富邦L7,423050 ,2551000 ,57 ,0.17,0.13,0.08,0.31,5月3日,0.03,5月27日
07804 富邦L8,4767970 ,7493000 ,150 ,0.64,0.59,0.59,0.87,5月14日,0.31,5月7日
07805P富邦L9,2284450 ,3701000 ,101 ,0.62,0.62,0.43,1.05,5月7日,0.41,5月19日
07806 日盛LX,350 ,35000 ,4 ,0.01,0.01,0.01,0.01,5月31日,0.01,5月31日
07807 日盛LY,3470 ,110000 ,6 ,0.03,0.09,0.26,0.26,5月27日,0.02,5月4日
07808 日盛LZ,52650 ,530000 ,20 ,0.1,0.09,0.03,0.2,5月4日,0.02,5月25日
07809 日盛MA,358690 ,902000 ,39 ,0.4,0.26,0.13,0.93,5月4日,0.01,5月21日
07810 元富GN,270910 ,850000 ,31 ,0.32,0.2,0.11,0.71,5月4日,0.05,5月25日
07811 元富GP,280230 ,5462000 ,146 ,0.05,0.06,0.02,0.15,5月18日,0.02,5月31日
07812 元富GQ,647660 ,851000 ,16 ,0.76,0.48,0.16,0.86,5月3日,0.16,5月28日
07813 元富GR,292620 ,3872000 ,129 ,0.08,0.06,0.04,0.13,5月4日,0.02,5月25日
07814 元富GS,100 ,5000 ,1 ,0.02,0.02,0.02,0.02,5月14日,0.02,5月14日
07815 元富GT,9000 ,50000 ,1 ,0.18,0.18,0.18,0.18,5月11日,0.18,5月11日
07816 元富GU,341400 ,2244000 ,44 ,0.15,0.15,0.16,0.24,5月3日,0.11,5月7日
07817 元富GV,243100 ,2118000 ,59 ,0.11,0.09,0.1,0.16,5月4日,0.02,5月25日
07818 元富GW,5300 ,70000 ,4 ,0.08,0.07,0.05,0.13,5月6日,0.05,5月14日
07819 元富GX,30400 ,80000 ,4 ,0.38,0.37,0.27,0.43,5月3日,0.27,5月5日
07820 元富GY,1796230 ,2300000 ,85 ,0.78,0.86,0.68,1.42,5月3日,0.35,5月21日
07822 元富HA,159390 ,891000 ,9 ,0.18,0.18,0.17,0.25,5月4日,0.12,5月7日
07823 元富HB,653070 ,828000 ,60 ,0.79,0.96,0.81,1.55,5月4日,0.42,5月21日
07824 元富HC,1053760 ,3804000 ,85 ,0.28,0.17,0.07,0.43,5月3日,0.05,5月27日
07825 元富HD,60300 ,193000 ,7 ,0.31,0.22,0.07,0.43,5月18日,0.07,5月25日
07826 元富HE,9750 ,161000 ,7 ,0.06,0.06,0.08,0.08,5月24日,0.04,5月6日
07827 工銀IV,6050 ,60000 ,5 ,0.1,0.1,0.11,0.11,5月13日,0.09,5月12日
07828 工銀IW,429580 ,2458000 ,49 ,0.17,0.16,0.01,0.42,5月3日,0.01,5月25日
07829 工銀IX,2453640 ,3600000 ,119 ,0.68,0.88,0.15,2.19,5月3日,0.11,5月25日
07830 國泰ET,11370 ,196000 ,4 ,0.06,0.05,0.08,0.08,5月10日,0.03,5月6日
07831 國泰EU,5040 ,504000 ,8 ,0.01,0.01,0.01,0.01,5月31日,0.01,5月31日
07832 大華FQ,779600 ,4415000 ,193 ,0.18,0.18,0.09,0.45,5月3日,0.07,5月25日
07833 大華FR,22710 ,182000 ,9 ,0.12,0.12,0.06,0.17,5月11日,0.06,5月24日
07834 大華FS,12710 ,305000 ,14 ,0.04,0.04,0.01,0.09,5月4日,0.01,5月19日
07835 大華FT,8760 ,866000 ,13 ,0.01,0.02,0.01,0.03,5月11日,0.01,5月26日
07836 大華FU,7500 ,150000 ,3 ,0.05,0.05,0.05,0.05,5月7日,0.05,5月7日
07837 大華FV,515580 ,187000 ,11 ,2.76,2.64,2.71,3.06,5月11日,2.2,5月26日
07838 大華FW,149260 ,557000 ,27 ,0.27,0.22,0.16,0.37,5月6日,0.08,5月26日
07839 大華FX,37830 ,485000 ,12 ,0.08,0.23,0.06,0.9,5月21日,0.06,5月27日
07840 統一K9,4080 ,351000 ,8 ,0.01,0.04,0.08,0.08,5月28日,0.01,5月17日
07841 統一L1,57240 ,569000 ,17 ,0.1,0.09,0.01,0.18,5月4日,0.01,5月27日
07843 統一L3,1612020 ,4565000 ,109 ,0.35,0.25,0.1,0.71,5月3日,0.05,5月27日
07844 統一L4,44370 ,1051000 ,22 ,0.04,0.06,0.01,0.1,5月13日,0.01,5月27日
07845 統一L5,29250 ,111000 ,3 ,0.26,0.26,0.25,0.28,5月11日,0.25,5月13日
07846 統一L6,334120 ,1341000 ,27 ,0.25,0.17,0.02,0.56,5月3日,0.01,5月25日
07847 永豐86,40620 ,347000 ,5 ,0.12,0.09,0.06,0.13,5月3日,0.06,5月13日
07848 永豐87,76100 ,1837000 ,34 ,0.04,0.02,0.01,0.38,5月31日,0.01,5月31日
07849 永豐88,3400 ,160000 ,9 ,0.02,0.02,0.01,0.04,5月5日,0.01,5月17日
07850 永豐89,2930 ,143000 ,6 ,0.02,0.02,0.01,0.04,5月11日,0.01,5月25日
07851 永豐90,130930 ,877000 ,34 ,0.15,0.13,0.04,0.23,5月6日,0.03,5月28日
07852 永豐91,225190 ,4416000 ,250 ,0.05,0.05,0.01,0.12,5月5日,0.01,5月31日
07853 永豐92,77320 ,409000 ,23 ,0.19,0.22,0.08,0.37,5月7日,0.08,5月31日
07854 凱基58,153780 ,1793000 ,21 ,0.09,0.09,0.08,0.27,5月3日,0.05,5月7日
07855 凱基59,1696970 ,6020000 ,252 ,0.28,0.27,0.17,0.46,5月5日,0.13,5月25日
07856P凱基60,20467290 ,39081000 ,2067 ,0.52,0.53,0.61,0.72,5月25日,0.4,5月17日
07857 元大8G,815690 ,3668000 ,120 ,0.22,0.24,0.08,0.74,5月3日,0.05,5月28日
07858 元大8H,3340 ,22000 ,2 ,0.15,0.12,0.07,0.16,5月4日,0.07,5月6日
07859 元大8J,311790 ,2646000 ,66 ,0.12,0.11,0.03,0.25,5月18日,0.03,5月31日
07860 元大8K,54370 ,369000 ,19 ,0.15,0.13,0.04,0.25,5月3日,0.04,5月26日
07861 元大8L,263700 ,848000 ,21 ,0.31,0.3,0.14,0.47,5月5日,0.14,5月28日
07862 元大8M,28740 ,510000 ,16 ,0.06,0.05,0.05,0.08,5月4日,0.03,5月27日
07863 元大8N,42900 ,195000 ,5 ,0.22,0.26,0.1,0.37,5月3日,0.1,5月18日
07864 元大8P,52250 ,693000 ,19 ,0.08,0.07,0.03,0.13,5月3日,0.03,5月20日
07865 元大8Q,955760 ,2909000 ,92 ,0.33,0.34,0.13,0.87,5月3日,0.09,5月21日
07866 元大8R,19314970 ,3774000 ,204 ,5.12,6.24,7.8,8.1,5月31日,3.66,5月21日
07867 元大8S,1736170 ,10283000 ,230 ,0.17,0.14,0.05,0.28,5月4日,0.02,5月25日
07868 元大8T,1039170 ,5212000 ,151 ,0.2,0.14,0.05,0.5,5月7日,0.01,5月21日
07869 元大8U,24370 ,819000 ,13 ,0.03,0.04,0.01,0.08,5月3日,0.01,5月21日
07870 元大8V,398070 ,1671000 ,59 ,0.24,0.27,0.06,0.67,5月4日,0.05,5月27日
07871 元大8W,1904300 ,3199000 ,126 ,0.6,0.53,0.43,0.77,5月3日,0.3,5月25日
07872 元大8X,64670 ,346000 ,23 ,0.19,0.2,0.14,0.34,5月14日,0.1,5月6日
07873 元大8Y,219130 ,811000 ,23 ,0.27,0.32,0.08,0.52,5月5日,0.07,5月25日
07874 寶來21,129190 ,1393000 ,25 ,0.09,0.05,0.02,0.11,5月4日,0.01,5月19日
07875 寶來22,1070240 ,7985000 ,203 ,0.13,0.08,0.03,0.21,5月4日,0.02,5月25日
07876P寶來23,10463350 ,7487000 ,355 ,1.4,1.44,1.57,2.35,5月26日,0.96,5月11日
07877P寶來24,6319300 ,6084000 ,267 ,1.04,1.07,1.14,1.47,5月25日,0.69,5月3日
07878P寶來25,6669800 ,3047000 ,96 ,2.19,2.35,2.75,3.2,5月25日,1.37,5月3日
07879P寶來26,2818310 ,3347000 ,87 ,0.84,0.85,0.74,1.28,5月25日,0.38,5月3日
07880P寶來27,4760810 ,14273000 ,315 ,0.33,0.38,0.39,0.7,5月25日,0.22,5月3日
07881P寶來28,7273460 ,8647000 ,232 ,0.84,0.91,0.66,1.18,5月26日,0.59,5月3日
07882P寶來31,1459090 ,3392000 ,57 ,0.43,0.45,0.52,0.66,5月21日,0.36,5月13日
07883P寶來32,8724720 ,6512000 ,254 ,1.34,1.47,1.3,1.95,5月21日,0.9,5月3日
07884P寶來33,4199020 ,9169000 ,199 ,0.46,0.47,0.37,0.62,5月21日,0.34,5月31日
07885P寶來34,8040710 ,13951000 ,329 ,0.58,0.6,0.5,1.03,5月26日,0.34,5月10日
07886P寶來35,964260 ,7974000 ,281 ,0.12,0.12,0.09,0.16,5月21日,0.06,5月19日
07887P寶來36,320300 ,501000 ,39 ,0.64,0.63,0.74,0.89,5月27日,0.49,5月4日
07888P寶來37,2914130 ,3235000 ,139 ,0.9,0.84,0.74,1.25,5月21日,0.56,5月4日
07889P寶來38,2306720 ,15622000 ,333 ,0.15,0.14,0.17,0.84,5月19日,0.08,5月18日
07890P寶來39,34607600 ,25208000 ,567 ,1.37,1.41,1.27,2.06,5月25日,0.94,5月4日
07891P寶來40,658380 ,557000 ,20 ,1.18,1.23,1.64,1.64,5月25日,0.99,5月3日
07892P寶來41,3516760 ,7882000 ,161 ,0.45,0.49,0.62,0.7,5月21日,0.34,5月4日
07893P寶來42,9867120 ,12788000 ,306 ,0.77,0.88,0.95,1.14,5月25日,0.67,5月11日
07894 元富HF,6200 ,50000 ,4 ,0.12,0.12,0.09,0.14,5月19日,0.09,5月21日
07895 元富HG,193010 ,1975000 ,46 ,0.1,0.09,0.03,0.17,5月4日,0.02,5月27日
07896 元富HH,706960 ,4344000 ,111 ,0.16,0.16,0.03,0.39,5月3日,0.03,5月25日
07905 元富HJ,24961610 ,4522000 ,451 ,5.52,5.45,5.45,7.3,5月20日,4.33,5月27日
07906 元富HK,350700 ,1061000 ,31 ,0.33,0.36,0.22,0.78,5月12日,0.12,5月21日
07907 元富HL,726140 ,2679000 ,60 ,0.27,0.24,0.18,0.63,5月4日,0.06,5月25日
07908 元富HM,836290 ,812000 ,34 ,1.03,1,0.48,1.59,5月4日,0.48,5月25日
07909 元富HN,6896990 ,16123000 ,463 ,0.43,0.34,0.25,0.56,5月4日,0.14,5月25日
07910 元富HP,36720 ,384000 ,8 ,0.1,0.09,0.08,0.13,5月3日,0.06,5月6日
07911 元富HQ,19120 ,317000 ,10 ,0.06,0.13,0.1,0.19,5月14日,0.05,5月26日
07912 元富HR,1200 ,20000 ,3 ,0.06,0.06,0.05,0.09,5月4日,0.05,5月12日
07913 元富HS,65160 ,892000 ,26 ,0.07,0.1,0.04,0.25,5月5日,0.03,5月25日
07914 統一L8,46510 ,218000 ,5 ,0.21,0.15,0.09,0.22,5月3日,0.09,5月26日
07915 統一L9,7582570 ,8846000 ,275 ,0.86,0.81,0.57,1.21,5月4日,0.38,5月25日
07916 統一M1,2200 ,10000 ,1 ,0.22,0.22,0.22,0.22,5月3日,0.22,5月3日
07918 統一M3,12900 ,248000 ,3 ,0.05,0.05,0.06,0.06,5月14日,0.05,5月13日
07919 統一M4,1361530 ,4286000 ,113 ,0.32,0.27,0.14,0.48,5月3日,0.08,5月26日
07920 統一M5,1500 ,30000 ,3 ,0.05,0.05,0.03,0.07,5月3日,0.03,5月5日
