,民國99年06月,,,,,,,Jun-10,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
05172 群益F2,2730830 ,1429000 ,160 ,1.91,1.75,2.05,2.41,6月24日,1.29,6月2日
05173 群益F3,808270 ,960000 ,79 ,0.84,0.76,0.7,1,6月14日,0.57,6月7日
05174 群益F4,828170 ,1155000 ,43 ,0.72,0.78,0.83,0.92,6月24日,0.58,6月9日
05175 群益F5,1392670 ,1625000 ,100 ,0.86,0.84,0.86,1.15,6月29日,0.47,6月10日
05176 群益F6,11000 ,20000 ,1 ,0.55,0.55,0.55,0.55,6月15日,0.55,6月15日
05177 永豐D6,6157530 ,9224000 ,483 ,0.67,0.68,0.63,0.93,6月28日,0.45,6月7日
05178 永豐D7,5911760 ,7315000 ,215 ,0.81,0.87,0.65,1.26,6月10日,0.44,6月3日
05179 永豐D8,3342290 ,9907000 ,211 ,0.34,0.29,0.21,0.45,6月24日,0.2,6月30日
05180 永豐D9,826340 ,1763000 ,93 ,0.47,0.48,0.31,0.61,6月23日,0.31,6月30日
05181 永豐E1,6384270 ,14627000 ,186 ,0.44,0.4,0.3,0.56,6月4日,0.29,6月30日
05182 永豐E2,1655800 ,3454000 ,80 ,0.48,0.49,0.44,0.58,6月23日,0.41,6月7日
05183 永豐E3,67000 ,402000 ,37 ,0.17,0.21,0.12,0.3,6月1日,0.12,6月30日
05184 工銀LQ,454090 ,431000 ,27 ,1.05,0.85,0.69,1.34,6月1日,0.69,6月29日
05185 工銀LR,1479230 ,2213000 ,63 ,0.67,0.7,0.9,0.97,6月24日,0.46,6月10日
05186 工銀LS,2834230 ,3659000 ,66 ,0.77,0.79,0.64,0.93,6月21日,0.64,6月30日
05187P工銀LT,1691980 ,1286000 ,33 ,1.32,1.29,1.3,1.68,6月7日,0.88,6月24日
05188 凱基8B,1157120 ,2565000 ,62 ,0.45,0.47,0.43,0.66,6月23日,0.32,6月7日
05189P凱基8C,4910570 ,10340000 ,230 ,0.47,0.51,0.42,0.67,6月7日,0.4,6月21日
05190 凱基8D,120040 ,228000 ,7 ,0.53,0.49,0.58,0.6,6月14日,0.37,6月8日
05191 寶來E8,1366300 ,1235000 ,31 ,1.11,1.07,0.91,1.28,6月21日,0.88,6月30日
05192 寶來E9,351950 ,366000 ,25 ,0.96,0.97,1.36,1.36,6月17日,0.64,6月2日
05193 寶來F1,1036500 ,1855000 ,66 ,0.56,0.53,0.54,0.78,6月29日,0.27,6月10日
05194 寶來F4,12870150 ,30242000 ,738 ,0.43,0.44,0.45,0.53,6月21日,0.32,6月7日
05195P寶來F5,3210670 ,10226000 ,497 ,0.31,0.32,0.27,0.41,6月7日,0.23,6月21日
05196 寶來F6,9881810 ,25834000 ,640 ,0.38,0.36,0.25,0.64,6月3日,0.24,6月10日
05197P寶來F7,6077520 ,7277000 ,180 ,0.84,0.84,0.94,1.02,6月30日,0.68,6月24日
05198 富邦EN,4892430 ,2290000 ,192 ,2.14,2.06,1.88,2.8,6月23日,1.51,6月9日
05199 富邦EP,1155920 ,2104000 ,124 ,0.55,0.55,0.4,0.76,6月1日,0.37,6月28日
05200 富邦EQ,83210 ,169000 ,13 ,0.49,0.53,0.48,0.59,6月17日,0.48,6月28日
05201 富邦ER,237570 ,442000 ,15 ,0.54,0.48,0.47,0.59,6月28日,0.42,6月9日
05202 富邦ES,1205910 ,1720000 ,180 ,0.7,0.56,0.55,0.8,6月29日,0.3,6月10日
05203 富邦ET,2698440 ,6196000 ,109 ,0.44,0.42,0.25,0.56,6月14日,0.25,6月30日
05204 第一64,513060 ,260000 ,4 ,1.97,1.99,1.79,2.13,6月4日,1.79,6月7日
05205 第一65,480 ,2000 ,2 ,0.24,0.24,0.26,0.26,6月4日,0.22,6月2日
05206 第一66,1352990 ,1832000 ,62 ,0.74,0.77,0.77,1.1,6月21日,0.46,6月9日
05208 第一68,203140 ,346000 ,16 ,0.59,0.59,0.62,0.67,6月4日,0.55,6月2日
05209 兆豐AG,485200 ,370000 ,19 ,1.31,1.33,1.49,1.68,6月24日,1.05,6月10日
05210 兆豐AH,7406120 ,6365000 ,282 ,1.16,1.14,1.18,1.32,6月11日,1,6月30日
05211 兆豐AJ,1700580 ,2255000 ,57 ,0.75,0.77,0.6,0.99,6月21日,0.43,6月7日
05212 兆豐AK,69900 ,140000 ,6 ,0.5,0.49,0.5,0.52,6月3日,0.45,6月9日
05213 兆豐AL,262350 ,162000 ,12 ,1.62,1.7,1.67,1.84,6月22日,1.52,6月4日
05214 兆豐AM,9550 ,20000 ,4 ,0.48,0.48,0.54,0.54,6月14日,0.43,6月9日
05215 兆豐AN,67960 ,47000 ,3 ,1.45,1.44,1.47,1.66,6月4日,1.18,6月10日
05216 兆豐AP,2490010 ,3217000 ,167 ,0.77,0.82,0.65,1.1,6月1日,0.61,6月30日
05217 兆豐AQ,299170 ,243000 ,11 ,1.23,1.19,0.87,1.37,6月1日,0.87,6月30日
05218 兆豐AR,809750 ,1147000 ,89 ,0.71,0.72,0.45,0.99,6月1日,0.45,6月30日
05219 兆豐AS,488110 ,305000 ,53 ,1.6,1.63,1.39,2.01,6月24日,1.22,6月30日
05220 統一HH,14372680 ,32730000 ,1186 ,0.44,0.47,0.39,0.68,6月2日,0.22,6月8日
05221P統一HI,17571630 ,5467000 ,105 ,3.21,3.49,3.99,4.32,6月9日,2.81,6月21日
05222 統一HJ,1788670 ,4510000 ,84 ,0.4,0.42,0.35,0.58,6月17日,0.3,6月7日
05223 統一HK,28600 ,81000 ,9 ,0.35,0.35,0.3,0.4,6月21日,0.3,6月30日
05224 統一HL,113190 ,181000 ,11 ,0.63,0.67,0.61,0.78,6月21日,0.48,6月7日
05225 大華1M,1496740 ,3221000 ,66 ,0.46,0.48,0.36,0.61,6月3日,0.36,6月30日
05226 大華1N,174530 ,338000 ,10 ,0.52,0.52,0.56,0.6,6月23日,0.42,6月17日
05227 大華1P,310890 ,473000 ,25 ,0.66,0.61,0.45,0.78,6月21日,0.45,6月30日
05229 大華1R,230010 ,605000 ,46 ,0.38,0.41,0.2,0.7,6月2日,0.2,6月30日
05230 日盛87,295470 ,226000 ,16 ,1.31,1.36,1.63,1.63,6月22日,1.1,6月7日
05231P日盛88,11346480 ,19207000 ,313 ,0.59,0.59,0.49,0.76,6月7日,0.43,6月21日
05232 日盛89,5704930 ,6464000 ,74 ,0.88,0.86,0.66,0.97,6月21日,0.66,6月30日
05233 日盛90,2707130 ,3679000 ,126 ,0.74,0.71,0.57,0.93,6月1日,0.52,6月30日
05234 元富NX,701680 ,1451000 ,53 ,0.48,0.49,0.35,0.6,6月7日,0.32,6月30日
05235 元富NY,5141980 ,4992000 ,64 ,1.03,1.06,0.79,1.26,6月17日,0.79,6月28日
05236 元富NZ,983590 ,1699000 ,49 ,0.58,0.63,0.82,0.82,6月29日,0.42,6月10日
05237 元富01,136980 ,1471000 ,40 ,0.09,0.11,0.07,0.16,6月17日,0.06,6月30日
05238 元富02,30620 ,56000 ,2 ,0.55,0.55,0.58,0.58,6月17日,0.52,6月9日
05239 元富03,375820 ,687000 ,97 ,0.55,0.6,0.42,0.84,6月1日,0.4,6月30日
05240 元富04,5291580 ,7289000 ,286 ,0.73,0.74,1,1.24,6月25日,0.48,6月10日
05241 元富05,2247230 ,5382000 ,117 ,0.42,0.43,0.37,0.6,6月1日,0.34,6月10日
05242 元富06,5613920 ,3344000 ,96 ,1.68,1.6,1.54,2,6月22日,1.1,6月9日
05243 元富07,257880 ,746000 ,26 ,0.35,0.36,0.28,0.4,6月21日,0.26,6月30日
05244 元富08,138480 ,158000 ,17 ,0.88,0.86,1.12,1.13,6月25日,0.55,6月9日
05245 元富09,16277670 ,19132000 ,382 ,0.85,0.87,0.67,1.08,6月17日,0.6,6月30日
05246 凱基8E,6771900 ,7785000 ,369 ,0.87,0.87,0.53,1.21,6月1日,0.53,6月30日
05247P凱基8F,947980 ,303000 ,21 ,3.13,3.05,3.3,3.67,6月9日,2.44,6月22日
05248 凱基8G,3930990 ,3395000 ,152 ,1.16,1.15,1.06,1.45,6月29日,0.78,6月7日
05249 凱基8H,1002910 ,989000 ,21 ,1.01,1.17,0.81,1.47,6月4日,0.81,6月30日
05250 凱基8J,1423120 ,1283000 ,82 ,1.11,1.11,0.91,1.81,6月4日,0.65,6月9日
05251 凱基8K,11854150 ,6328000 ,235 ,1.87,1.85,1.31,2.31,6月23日,1.26,6月30日
05354 統一NZ,175240 ,7507000 ,251 ,0.02,0.03,0.01,0.19,6月3日,0.01,6月29日
05385 統一06,4253100 ,12962000 ,386 ,0.33,0.34,0.2,0.6,6月1日,0.09,6月15日
05388 大華N2,617080 ,2359000 ,164 ,0.26,0.26,0.1,0.45,6月21日,0.03,6月29日
05422 元大MF,2820 ,282000 ,5 ,0.01,0.01,0.01,0.01,6月3日,0.01,6月3日
05423 元大MG,18580 ,22000 ,7 ,0.84,0.81,0.99,0.99,6月3日,0.68,6月2日
05814 統一39,32220 ,3222000 ,43 ,0.01,0.01,0.01,0.01,6月14日,0.01,6月14日
05815 統一40,5940 ,594000 ,13 ,0.01,0.01,0.01,0.01,6月17日,0.01,6月17日
06049 日盛GA,5100 ,360000 ,6 ,0.01,0.01,0.01,0.02,6月18日,0.01,6月30日
06107 日盛GF,5112110 ,10042000 ,358 ,0.51,0.51,0.44,0.64,6月21日,0.3,6月9日
06111 日盛GJ,701530 ,1188000 ,26 ,0.59,0.6,0.49,0.74,6月22日,0.49,6月30日
06406 元大1D,4060 ,406000 ,5 ,0.01,0.01,0.01,0.01,6月21日,0.01,6月21日
06448 元大1H,408200 ,2019000 ,81 ,0.2,0.11,0.02,0.56,6月1日,0.01,6月23日
06459 元大1U,721460 ,1350000 ,49 ,0.53,0.45,0.12,0.95,6月1日,0.11,6月22日
06646 兆豐33,1590 ,159000 ,16 ,0.01,0.01,0.01,0.01,6月1日,0.01,6月1日
06648 兆豐35,20880 ,16000 ,2 ,1.3,1.28,1.28,1.33,6月1日,1.28,6月1日
06649 兆豐36,176900 ,160000 ,8 ,1.11,1.05,1.05,1.34,6月1日,1.05,6月1日
06650 元大2A,1600 ,160000 ,2 ,0.01,0.01,0.01,0.01,6月1日,0.01,6月1日
06652 元大2C,1700 ,170000 ,3 ,0.01,0.01,0.01,0.01,6月1日,0.01,6月1日
06654P元大2E,360 ,36000 ,2 ,0.01,0.01,0.01,0.01,6月1日,0.01,6月1日
06655 元大2F,1800 ,180000 ,5 ,0.01,0.01,0.01,0.01,6月1日,0.01,6月1日
06657 元大2H,2500 ,250000 ,3 ,0.01,0.01,0.01,0.01,6月1日,0.01,6月1日
06662 富邦C2,38340 ,54000 ,4 ,0.71,0.71,0.71,0.71,6月1日,0.71,6月1日
06665 富邦C5,990 ,99000 ,2 ,0.01,0.01,0.01,0.01,6月1日,0.01,6月1日
06667 統一C4,100 ,10000 ,1 ,0.01,0.01,0.01,0.01,6月1日,0.01,6月1日
06669 統一C6,23680 ,27000 ,3 ,0.88,0.89,0.89,0.89,6月1日,0.84,6月1日
06670 統一C7,940 ,19000 ,2 ,0.05,0.04,0.04,0.06,6月1日,0.04,6月1日
06675 寶來LF,242150 ,119000 ,7 ,2.03,2,2,2.3,6月1日,2,6月1日
06677 寶來LH,98150 ,65000 ,1 ,1.51,1.51,1.51,1.51,6月1日,1.51,6月1日
06685 元富DJ,11800 ,55000 ,6 ,0.21,0.26,0.4,0.4,6月3日,0.13,6月2日
06686 元富DK,390 ,39000 ,1 ,0.01,0.01,0.01,0.01,6月2日,0.01,6月2日
06687 元富DL,5030 ,503000 ,9 ,0.01,0.01,0.01,0.01,6月3日,0.01,6月3日
06688 元富DM,30460 ,826000 ,15 ,0.04,0.05,0.02,0.11,6月1日,0.02,6月3日
06692 永豐KI,590 ,57000 ,9 ,0.01,0.02,0.01,0.03,6月1日,0.01,6月3日
06693 永豐KJ,49330 ,481000 ,18 ,0.1,0.12,0.2,0.2,6月3日,0.05,6月2日
06694 永豐KK,6190 ,447000 ,31 ,0.01,0.04,0.02,0.05,6月2日,0.01,6月2日
06696 日盛HJ,8180 ,160000 ,17 ,0.05,0.05,0.05,0.09,6月3日,0.03,6月18日
06697 日盛HK,70120 ,433000 ,27 ,0.16,0.16,0.13,0.23,6月24日,0.1,6月2日
06700 日盛HN,200 ,20000 ,2 ,0.01,0.01,0.01,0.01,6月3日,0.01,6月3日
06701 日盛HP,100 ,10000 ,1 ,0.01,0.01,0.01,0.01,6月3日,0.01,6月3日
06702 日盛HQ,650 ,65000 ,4 ,0.01,0.01,0.01,0.01,6月3日,0.01,6月3日
06703 日盛HR,920 ,92000 ,4 ,0.01,0.01,0.01,0.01,6月2日,0.01,6月2日
06704 日盛HS,420 ,42000 ,2 ,0.01,0.01,0.01,0.01,6月2日,0.01,6月2日
06705 國票AL,1100 ,110000 ,2 ,0.01,0.01,0.01,0.01,6月2日,0.01,6月2日
06715 群益KA,29450 ,539000 ,29 ,0.05,0.05,0.04,0.1,6月1日,0.02,6月3日
06716 群益KB,176130 ,100000 ,12 ,1.76,1.77,2.03,2.04,6月1日,1.52,6月2日
06721 工銀HT,650290 ,833000 ,37 ,0.78,0.84,0.68,1.41,6月1日,0.51,6月2日
06722 國泰DN,13930 ,1393000 ,26 ,0.01,0.01,0.01,0.01,6月3日,0.01,6月3日
06723 國泰DP,360 ,16000 ,2 ,0.02,0.01,0.01,0.05,6月1日,0.01,6月1日
06724 統一C8,100 ,10000 ,1 ,0.01,0.01,0.01,0.01,6月4日,0.01,6月4日
06725 統一C9,3670 ,367000 ,7 ,0.01,0.01,0.01,0.01,6月4日,0.01,6月4日
06726 統一D1,23620 ,427000 ,10 ,0.06,0.05,0.03,0.07,6月2日,0.03,6月4日
06727 元富DN,4210 ,421000 ,6 ,0.01,0.01,0.01,0.01,6月2日,0.01,6月2日
06728 元富DP,1000 ,100000 ,3 ,0.01,0.01,0.01,0.01,6月4日,0.01,6月4日
06729 元富DQ,5010 ,501000 ,8 ,0.01,0.01,0.01,0.01,6月1日,0.01,6月1日
06730 元富DR,571500 ,503000 ,47 ,1.14,1.01,1.08,1.65,6月4日,0.74,6月2日
06731 元富DS,180 ,2000 ,1 ,0.09,0.09,0.09,0.09,6月2日,0.09,6月2日
06733 元富DU,1890 ,189000 ,2 ,0.01,0.01,0.01,0.01,6月3日,0.01,6月3日
06735 元富DW,920 ,92000 ,3 ,0.01,0.01,0.01,0.01,6月4日,0.01,6月4日
06736 元富DX,250 ,25000 ,2 ,0.01,0.01,0.01,0.01,6月3日,0.01,6月3日
06737 元富DY,1640 ,164000 ,4 ,0.01,0.01,0.01,0.01,6月2日,0.01,6月2日
06739 凱基MZ,18190 ,1670000 ,24 ,0.01,0.01,0.01,0.02,6月1日,0.01,6月4日
06742 康和BD,3650 ,310000 ,6 ,0.01,0.02,0.02,0.02,6月7日,0.01,6月7日
06743 統一D3,263000 ,110000 ,3 ,2.39,2.22,2,2.43,6月3日,2,6月7日
06744 統一D4,2840 ,284000 ,12 ,0.01,0.01,0.01,0.01,6月7日,0.01,6月7日
06745 統一D5,2000 ,200000 ,10 ,0.01,0.01,0.01,0.01,6月3日,0.01,6月3日
06746 統一D6,363500 ,981000 ,29 ,0.37,0.29,0.01,0.57,6月3日,0.01,6月7日
06747 統一D7,3580 ,358000 ,5 ,0.01,0.01,0.01,0.01,6月4日,0.01,6月4日
06748 統一D8,2650 ,265000 ,5 ,0.01,0.01,0.01,0.01,6月4日,0.01,6月4日
06750 永豐KN,1590 ,21000 ,3 ,0.08,0.05,0.05,0.52,6月4日,0.01,6月4日
06758P國泰DR,250980 ,168000 ,4 ,1.49,1.68,1.93,1.96,6月7日,1.44,6月3日
06759 元大2J,450 ,45000 ,1 ,0.01,0.01,0.01,0.01,6月3日,0.01,6月3日
06760 元大2K,57580 ,5758000 ,85 ,0.01,0.01,0.01,0.01,6月8日,0.01,6月8日
06761 元大2L,840 ,84000 ,2 ,0.01,0.01,0.01,0.01,6月2日,0.01,6月2日
06762 元大2M,940 ,49000 ,4 ,0.02,0.04,0.01,0.1,6月2日,0.01,6月7日
06763 元大2N,23580 ,2358000 ,31 ,0.01,0.01,0.01,0.01,6月7日,0.01,6月7日
06765P元大2Q,110300 ,130000 ,10 ,0.85,0.81,0.9,0.95,6月8日,0.67,6月4日
06766 大華CY,1510 ,151000 ,4 ,0.01,0.01,0.01,0.01,6月4日,0.01,6月4日
06767 大華CZ,43660 ,802000 ,9 ,0.05,0.05,0.01,0.08,6月3日,0.01,6月8日
06768 大華DA,540 ,54000 ,6 ,0.01,0.01,0.01,0.01,6月8日,0.01,6月8日
06770 日盛HT,20 ,2000 ,2 ,0.01,0.01,0.01,0.01,6月8日,0.01,6月8日
06771 日盛HU,6300 ,405000 ,9 ,0.02,0.01,0.01,0.02,6月3日,0.01,6月8日
06772 日盛HV,12650 ,245000 ,6 ,0.05,0.06,0.01,0.12,6月1日,0.01,6月8日
06773 日盛HW,7900 ,2000 ,1 ,3.95,3.95,3.95,3.95,6月1日,3.95,6月1日
06775 日盛HY,170 ,17000 ,2 ,0.01,0.01,0.01,0.01,6月2日,0.01,6月2日
06776 日盛HZ,1780 ,178000 ,1 ,0.01,0.01,0.01,0.01,6月4日,0.01,6月4日
06777 日盛IA,300 ,30000 ,3 ,0.01,0.01,0.01,0.01,6月8日,0.01,6月8日
06778 日盛IB,116310 ,867000 ,17 ,0.13,0.16,0.2,0.2,6月3日,0.11,6月1日
06779 日盛IC,100 ,10000 ,1 ,0.01,0.01,0.01,0.01,6月2日,0.01,6月2日
06781 群益KE,4980 ,270000 ,7 ,0.02,0.02,0.02,0.02,6月3日,0.01,6月1日
06785P群益KI,2230 ,1000 ,1 ,2.23,2.23,2.23,2.23,6月8日,2.23,6月8日
06787 第一25,3960 ,396000 ,5 ,0.01,0.01,0.01,0.01,6月3日,0.01,6月3日
06788 第一26,110 ,11000 ,1 ,0.01,0.01,0.01,0.01,6月3日,0.01,6月3日
06789 第一27,130 ,13000 ,1 ,0.01,0.01,0.01,0.01,6月1日,0.01,6月1日
06790 元大2T,1190 ,119000 ,2 ,0.01,0.01,0.01,0.01,6月8日,0.01,6月8日
06791P元大2U,535760 ,276000 ,21 ,1.94,1.91,2.78,2.78,6月8日,1.24,6月1日
06792 元大2V,5540 ,554000 ,8 ,0.01,0.01,0.01,0.01,6月7日,0.01,6月7日
06793 元大2W,2706120 ,683000 ,10 ,3.96,3.8,4.54,4.58,6月8日,3.12,6月1日
06795 元大2Y,17880 ,1649000 ,26 ,0.01,0.01,0.01,0.02,6月3日,0.01,6月8日
06796 國泰DS,400 ,40000 ,3 ,0.01,0.01,0.01,0.01,6月8日,0.01,6月8日
06797 寶來LN,200 ,20000 ,1 ,0.01,0.01,0.01,0.01,6月3日,0.01,6月3日
06798 寶來LP,160460 ,355000 ,23 ,0.45,0.55,0.45,0.71,6月4日,0.38,6月7日
06804 寶來LV,20750 ,184000 ,4 ,0.11,0.1,0.08,0.12,6月1日,0.08,6月3日
06806 寶來LX,210180 ,614000 ,8 ,0.34,0.44,0.25,0.52,6月3日,0.25,6月7日
06811 富邦C8,1036870 ,1264000 ,14 ,0.82,0.6,0.88,0.94,6月10日,0.38,6月7日
06812 富邦C9,2548020 ,2525000 ,43 ,1.01,1.09,1.14,1.47,6月9日,0.83,6月2日
06813 富邦D1,118250 ,896000 ,41 ,0.13,0.13,0.12,0.3,6月14日,0.01,6月9日
06814 富邦D2,13950 ,450000 ,18 ,0.03,0.07,0.1,0.1,6月30日,0.01,6月29日
06815 兆豐37,5063620 ,940000 ,67 ,5.39,4.86,4.94,7.2,6月3日,3.63,6月7日
06816 兆豐38,5210 ,521000 ,11 ,0.01,0.01,0.01,0.01,6月9日,0.01,6月9日
06817 兆豐39,2150 ,215000 ,4 ,0.01,0.01,0.01,0.01,6月9日,0.01,6月9日
06818 兆豐40,142590 ,482000 ,45 ,0.3,0.26,0.15,0.38,6月4日,0.15,6月9日
06820 日盛IE,2068090 ,5126000 ,158 ,0.4,0.44,0.46,0.7,6月28日,0.23,6月7日
06821 日盛IF,114760 ,2258000 ,66 ,0.05,0.06,0.04,0.06,6月28日,0.02,6月30日
06822 日盛IG,12000 ,260000 ,6 ,0.05,0.05,0.07,0.07,6月17日,0.03,6月9日
06823 日盛IH,254590 ,7408000 ,235 ,0.03,0.04,0.03,0.05,6月15日,0.02,6月28日
06824 日盛II,2760 ,276000 ,9 ,0.01,0.01,0.01,0.01,6月22日,0.01,6月22日
06825 日盛IJ,400 ,10000 ,1 ,0.04,0.04,0.04,0.04,6月15日,0.04,6月15日
06826 日盛IK,290400 ,1826000 ,39 ,0.16,0.14,0.07,0.25,6月22日,0.06,6月11日
06828 國票AS,3698530 ,1493000 ,68 ,2.48,2.44,1.84,3.9,6月1日,1.38,6月7日
06829 國票AT,300 ,30000 ,3 ,0.01,0.01,0.01,0.01,6月4日,0.01,6月4日
06831 國票AV,30 ,1000 ,1 ,0.03,0.03,0.03,0.03,6月2日,0.03,6月2日
06833 群益KJ,1060 ,106000 ,8 ,0.01,0.01,0.01,0.01,6月10日,0.01,6月10日
06834 群益KK,650 ,55000 ,4 ,0.01,0.01,0.01,0.02,6月1日,0.01,6月8日
06835 群益KL,2389020 ,1413000 ,134 ,1.69,1.44,0.71,2.47,6月4日,0.58,6月7日
06837 群益KP,1240 ,84000 ,5 ,0.01,0.03,0.01,0.06,6月4日,0.01,6月8日
06840 群益KS,4710 ,471000 ,7 ,0.01,0.01,0.01,0.01,6月4日,0.01,6月4日
06841 群益KT,80 ,8000 ,1 ,0.01,0.01,0.01,0.01,6月9日,0.01,6月9日
06842 統一D9,5260 ,526000 ,11 ,0.01,0.01,0.01,0.01,6月7日,0.01,6月7日
06843 統一E1,400 ,40000 ,1 ,0.01,0.01,0.01,0.01,6月10日,0.01,6月10日
06846 大華DC,600 ,60000 ,2 ,0.01,0.01,0.01,0.01,6月8日,0.01,6月8日
06847 大華DD,3400 ,170000 ,4 ,0.02,0.02,0.02,0.02,6月10日,0.02,6月10日
06848 大華DE,1726560 ,1567000 ,113 ,1.1,1.06,0.82,1.65,6月4日,0.39,6月10日
06849 日盛IP,48910 ,246000 ,6 ,0.2,0.19,0.12,0.22,6月22日,0.12,6月30日
06850P日盛IQ,1978030 ,2073000 ,108 ,0.95,0.9,0.83,1.06,6月10日,0.71,6月22日
06851 日盛IR,865990 ,832000 ,30 ,1.04,1.04,1.13,1.13,6月4日,0.93,6月2日
06852 日盛IS,30 ,1000 ,1 ,0.03,0.03,0.03,0.03,6月18日,0.03,6月18日
06853 日盛IT,890 ,89000 ,3 ,0.01,0.01,0.01,0.01,6月8日,0.01,6月8日
06854 日盛IU,41200 ,468000 ,5 ,0.09,0.09,0.11,0.13,6月21日,0.05,6月2日
06856 日盛IW,22040 ,2204000 ,39 ,0.01,0.01,0.01,0.01,6月11日,0.01,6月11日
06857 日盛IX,7380750 ,1312000 ,116 ,5.63,5.66,5.85,8.15,6月3日,4.07,6月7日
06858 日盛IY,253160 ,1016000 ,37 ,0.25,0.26,0.31,0.35,6月15日,0.2,6月9日
06859 日盛IZ,16670 ,828000 ,29 ,0.02,0.02,0.02,0.03,6月24日,0.02,6月24日
06860 元富EC,903990 ,1332000 ,34 ,0.68,0.72,0.66,0.87,6月1日,0.59,6月7日
06861P元富ED,9380 ,938000 ,14 ,0.01,0.01,0.01,0.01,6月11日,0.01,6月11日
06862 元富EE,7530 ,753000 ,9 ,0.01,0.01,0.01,0.01,6月11日,0.01,6月11日
06863P元富EF,1495670 ,1193000 ,67 ,1.25,1.59,1.54,2.23,6月9日,0.96,6月1日
06864 元富EG,11810 ,481000 ,18 ,0.02,0.03,0.01,0.1,6月1日,0.01,6月10日
06865P元富EH,143650 ,285000 ,15 ,0.5,0.66,0.47,1.04,6月9日,0.39,6月1日
06866 元富EJ,110 ,11000 ,2 ,0.01,0.01,0.01,0.01,6月11日,0.01,6月11日
06868 元富EL,3430 ,343000 ,7 ,0.01,0.01,0.01,0.01,6月10日,0.01,6月10日
06869P元富EM,558700 ,580000 ,58 ,0.96,0.91,0.79,1.05,6月7日,0.79,6月11日
06871 永豐KW,600 ,60000 ,2 ,0.01,0.01,0.01,0.01,6月9日,0.01,6月9日
06872 永豐KX,510 ,17000 ,1 ,0.03,0.03,0.03,0.03,6月1日,0.03,6月1日
06873 永豐KY,20 ,2000 ,2 ,0.01,0.01,0.01,0.01,6月11日,0.01,6月11日
06875 永豐LA,48420 ,4752000 ,79 ,0.01,0.01,0.01,0.02,6月2日,0.01,6月9日
06878 永豐LD,334000 ,1929000 ,65 ,0.17,0.23,0.06,0.48,6月1日,0.05,6月10日
06879 永豐LE,328840 ,2513000 ,35 ,0.13,0.12,0.04,0.25,6月1日,0.01,6月10日
06880 元大3B,64430 ,6443000 ,97 ,0.01,0.01,0.01,0.01,6月11日,0.01,6月11日
06881 元大3C,98670 ,1215000 ,18 ,0.08,0.09,0.01,0.15,6月4日,0.01,6月9日
06882 元大3D,29400 ,2920000 ,54 ,0.01,0.01,0.01,0.03,6月7日,0.01,6月11日
06885 國泰DU,9660 ,966000 ,26 ,0.01,0.01,0.01,0.01,6月11日,0.01,6月11日
06888 寶來MB,700 ,40000 ,3 ,0.02,0.03,0.01,0.04,6月3日,0.01,6月9日
06889 寶來ME,1480 ,74000 ,2 ,0.02,0.02,0.02,0.02,6月2日,0.02,6月2日
06890 寶來MF,2000 ,200000 ,3 ,0.01,0.01,0.01,0.01,6月10日,0.01,6月10日
06893 寶來MI,2500 ,250000 ,5 ,0.01,0.01,0.01,0.01,6月11日,0.01,6月11日
06894 寶來MJ,540500 ,862000 ,10 ,0.63,0.58,0.51,0.84,6月8日,0.43,6月9日
06895 統一E3,4290 ,364000 ,9 ,0.01,0.01,0.01,0.03,6月1日,0.01,6月11日
06896 統一E4,5630 ,21000 ,4 ,0.27,0.11,0.04,0.47,6月14日,0.04,6月14日
06897 統一E5,6780 ,6000 ,2 ,1.13,1.13,1.28,1.28,6月4日,0.98,6月3日
06898 統一E6,900 ,70000 ,4 ,0.01,0.02,0.01,0.05,6月4日,0.01,6月14日
06899 統一E7,29430 ,1416000 ,19 ,0.02,0.06,0.01,0.13,6月3日,0.01,6月14日
06900 元大3R,48270 ,963000 ,17 ,0.05,0.05,0.04,0.09,6月1日,0.02,6月15日
06901P元大3S,31860 ,11000 ,3 ,2.9,2.87,2.81,2.95,6月2日,2.81,6月14日
06902 元大3T,100 ,10000 ,1 ,0.01,0.01,0.01,0.01,6月8日,0.01,6月8日
06903 元大3U,2125290 ,3728000 ,111 ,0.57,0.53,0.06,1.26,6月3日,0.03,6月14日
06904P元大3V,2321330 ,2560000 ,62 ,0.91,0.76,0.36,1.52,6月7日,0.36,6月14日
06906P元大3X,158630 ,56000 ,3 ,2.83,2.84,2.95,2.95,6月14日,2.71,6月1日
06907 元大3Y,1655900 ,9109000 ,154 ,0.18,0.16,0.16,0.42,6月28日,0.09,6月10日
06908 凱基NB,7200 ,90000 ,1 ,0.08,0.08,0.08,0.08,6月1日,0.08,6月1日
06910 凱基ND,1890 ,189000 ,2 ,0.01,0.01,0.01,0.01,6月3日,0.01,6月3日
06913 工銀HU,5940 ,314000 ,9 ,0.02,0.02,0.01,0.06,6月1日,0.01,6月14日
