,民國99年06月,,,,,,,Jun-10,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
06914 工銀HV,9200 ,160000 ,4 ,0.06,0.04,0.02,0.09,6月1日,0.02,6月4日
06915 工銀HW,7890 ,782000 ,12 ,0.01,0.01,0.01,0.02,6月4日,0.01,6月4日
06916 工銀HX,220900 ,410000 ,10 ,0.54,0.51,0.58,0.58,6月14日,0.41,6月10日
06917 工銀HY,500 ,50000 ,1 ,0.01,0.01,0.01,0.01,6月8日,0.01,6月8日
06918 日盛JA,57880 ,5788000 ,110 ,0.01,0.01,0.01,0.01,6月14日,0.01,6月14日
06919P日盛JB,3987580 ,2599000 ,108 ,1.53,1.7,0.88,2.78,6月9日,0.88,6月14日
06920 日盛JC,980 ,36000 ,12 ,0.03,0.04,0.01,0.18,6月3日,0.01,6月14日
06921P日盛JD,248040 ,915000 ,54 ,0.27,0.18,0.05,2.64,6月7日,0.03,6月7日
06922 日盛JE,6470 ,647000 ,10 ,0.01,0.01,0.01,0.01,6月8日,0.01,6月8日
06923P日盛JF,10800 ,10000 ,1 ,1.08,1.08,1.08,1.08,6月1日,1.08,6月1日
06924P日盛JG,57210 ,239000 ,12 ,0.24,0.26,0.07,0.39,6月10日,0.07,6月14日
06925 日盛JH,250780 ,3655000 ,177 ,0.07,0.06,0.04,0.13,6月2日,0.04,6月14日
06927 日盛JJ,6370150 ,16329000 ,327 ,0.39,0.34,0.11,0.94,6月4日,0.07,6月10日
06928 統一E8,3900 ,87000 ,2 ,0.04,0.05,0.04,0.06,6月4日,0.04,6月9日
06929 統一E9,2350 ,235000 ,7 ,0.01,0.01,0.01,0.01,6月14日,0.01,6月14日
06930 統一F1,9470 ,947000 ,13 ,0.01,0.01,0.01,0.01,6月14日,0.01,6月14日
06931 統一F2,3940 ,394000 ,10 ,0.01,0.01,0.01,0.01,6月14日,0.01,6月14日
06932 統一F3,18000 ,60000 ,4 ,0.3,0.3,0.21,0.39,6月8日,0.21,6月14日
06933 兆豐41,44700 ,380000 ,17 ,0.12,0.09,0.01,0.19,6月2日,0.01,6月14日
06934 兆豐42,1344900 ,2416000 ,78 ,0.56,0.56,0.53,1.41,6月7日,0.31,6月7日
06935 兆豐43,510 ,45000 ,5 ,0.01,0.02,0.01,0.03,6月4日,0.01,6月9日
06936 兆豐44,5650 ,565000 ,18 ,0.01,0.01,0.01,0.01,6月14日,0.01,6月14日
06937 兆豐45,17330 ,309000 ,17 ,0.06,0.06,0.01,0.13,6月1日,0.01,6月11日
06938 兆豐46,4600 ,19000 ,3 ,0.24,0.24,0.28,0.28,6月3日,0.2,6月1日
06939P兆豐47,4143080 ,1680000 ,50 ,2.47,2.2,1.94,3.43,6月7日,1.51,6月11日
06940P兆豐48,11920 ,1012000 ,20 ,0.01,0.03,0.01,0.1,6月1日,0.01,6月11日
06941 元富EP,300 ,30000 ,1 ,0.01,0.01,0.01,0.01,6月11日,0.01,6月11日
06944 元富ES,2250 ,225000 ,6 ,0.01,0.01,0.01,0.01,6月11日,0.01,6月11日
06945 元富ET,23150 ,2315000 ,34 ,0.01,0.01,0.01,0.01,6月14日,0.01,6月14日
06947 元富EV,69420 ,2608000 ,59 ,0.03,0.06,0.04,0.12,6月3日,0.01,6月9日
06949 元富EX,180 ,18000 ,2 ,0.01,0.01,0.01,0.01,6月14日,0.01,6月14日
06950 元富EY,14550 ,1455000 ,36 ,0.01,0.01,0.01,0.01,6月14日,0.01,6月14日
06951 元富EZ,201380 ,70000 ,4 ,2.88,2.7,2.51,3.05,6月7日,2.51,6月10日
06957 國泰DW,3240 ,19000 ,3 ,0.17,0.18,0.05,0.32,6月2日,0.05,6月14日
06958P國泰DX,52640 ,3558000 ,73 ,0.01,0.02,0.01,0.03,6月10日,0.01,6月11日
06959 富邦D5,2210 ,105000 ,3 ,0.02,0.03,0.03,0.04,6月2日,0.02,6月15日
06960 富邦D6,5843510 ,12283000 ,345 ,0.48,0.45,0.32,0.73,6月22日,0.24,6月30日
06961 富邦D7,21130 ,167000 ,9 ,0.13,0.15,0.08,0.22,6月3日,0.08,6月28日
06962 富邦D8,22120 ,140000 ,3 ,0.16,0.17,0.21,0.21,6月28日,0.14,6月1日
06963 富邦D9,25658040 ,11734000 ,265 ,2.19,2.06,1.71,2.74,6月23日,1.55,6月10日
06964 富邦E1,22620 ,163000 ,8 ,0.14,0.13,0.05,0.18,6月4日,0.05,6月28日
06965 富邦E2,12390 ,138000 ,11 ,0.09,0.08,0.02,0.16,6月22日,0.01,6月9日
06966 富邦E3,1683260 ,8529000 ,144 ,0.2,0.19,0.13,0.27,6月4日,0.13,6月23日
06967 富邦E4,6513730 ,11781000 ,233 ,0.55,0.57,0.3,0.86,6月1日,0.3,6月30日
06968 富邦E5,136190 ,2103000 ,118 ,0.06,0.05,0.01,0.12,6月1日,0.01,6月30日
06969 群益KV,210 ,3000 ,1 ,0.07,0.07,0.07,0.07,6月1日,0.07,6月1日
06970 群益KW,3900 ,390000 ,7 ,0.01,0.01,0.01,0.01,6月14日,0.01,6月14日
06971 群益KX,25150 ,2515000 ,26 ,0.01,0.01,0.01,0.01,6月8日,0.01,6月8日
06972 群益KY,10550 ,1055000 ,27 ,0.01,0.01,0.01,0.01,6月17日,0.01,6月17日
06973 群益KZ,60 ,6000 ,1 ,0.01,0.01,0.01,0.01,6月7日,0.01,6月7日
06974 群益LA,8431730 ,1831000 ,237 ,4.6,4.7,5.7,6.1,6月1日,3.01,6月7日
06976 群益LC,15170 ,1517000 ,19 ,0.01,0.01,0.01,0.01,6月2日,0.01,6月2日
06977 群益LD,5950 ,595000 ,9 ,0.01,0.01,0.01,0.01,6月14日,0.01,6月14日
06978 群益LG,35680 ,3563000 ,78 ,0.01,0.01,0.01,0.02,6月4日,0.01,6月17日
06979 群益LH,438310 ,328000 ,41 ,1.34,1.86,2.01,3.15,6月1日,0.45,6月10日
06980 群益LI,278860 ,5395000 ,115 ,0.05,0.06,0.03,0.13,6月4日,0.03,6月23日
06983 永豐LI,248630 ,336000 ,11 ,0.74,0.83,0.93,0.95,6月11日,0.53,6月9日
06987 永豐LM,288320 ,683000 ,74 ,0.42,0.52,0.38,1.11,6月3日,0.16,6月9日
06988 永豐LN,200 ,20000 ,1 ,0.01,0.01,0.01,0.01,6月4日,0.01,6月4日
06989 永豐LP,100 ,10000 ,1 ,0.01,0.01,0.01,0.01,6月14日,0.01,6月14日
06990 寶來MK,1080 ,57000 ,5 ,0.02,0.07,0.01,0.19,6月2日,0.01,6月8日
06991 亞東FJ,80 ,8000 ,1 ,0.01,0.01,0.01,0.01,6月2日,0.01,6月2日
06992 亞東FK,51080 ,1119000 ,40 ,0.05,0.04,0.01,0.1,6月3日,0.01,6月15日
06993 亞東FL,155940 ,74000 ,7 ,2.11,2.12,2.16,2.71,6月1日,1.61,6月10日
06995 國票AX,18660 ,1463000 ,35 ,0.01,0.01,0.01,0.03,6月3日,0.01,6月11日
06997 國票AZ,20900 ,587000 ,14 ,0.04,0.04,0.06,0.06,6月3日,0.02,6月2日
06998 國票BA,11600 ,261000 ,15 ,0.04,0.03,0.01,0.1,6月1日,0.01,6月8日
06999 國票BB,4000 ,80000 ,6 ,0.05,0.05,0.05,0.05,6月1日,0.05,6月1日
07000 國票BC,2400 ,120000 ,12 ,0.02,0.02,0.01,0.04,6月7日,0.01,6月11日
07004 大華DH,1220 ,122000 ,2 ,0.01,0.01,0.01,0.01,6月2日,0.01,6月2日
07005P大華DI,15190 ,1509000 ,27 ,0.01,0.01,0.01,0.02,6月4日,0.01,6月17日
07006 永豐LQ,50 ,5000 ,5 ,0.01,0.01,0.01,0.01,6月17日,0.01,6月17日
07007 永豐LR,550 ,55000 ,4 ,0.01,0.01,0.01,0.01,6月14日,0.01,6月14日
07008 永豐LS,1400 ,90000 ,7 ,0.02,0.01,0.01,0.02,6月3日,0.01,6月3日
07009 永豐LT,40630 ,311000 ,7 ,0.13,0.16,0.18,0.18,6月17日,0.13,6月11日
07011 永豐LV,600 ,15000 ,1 ,0.04,0.04,0.04,0.04,6月4日,0.04,6月4日
07012 永豐LW,9390 ,492000 ,11 ,0.02,0.02,0.01,0.03,6月4日,0.01,6月10日
07017 大華DK,8620 ,254000 ,7 ,0.03,0.03,0.03,0.05,6月1日,0.03,6月17日
07018 大華DL,1490 ,149000 ,3 ,0.01,0.01,0.01,0.01,6月9日,0.01,6月9日
07020 富邦E6,3247510 ,2050000 ,78 ,1.58,1.5,1.23,1.9,6月24日,1.03,6月7日
07021 富邦E7,397930 ,1100000 ,24 ,0.36,0.38,0.2,0.45,6月3日,0.19,6月28日
07022 富邦E8,830 ,83000 ,36 ,0.01,0.01,0.01,0.01,6月30日,0.01,6月30日
07024 富邦F1,30750 ,510000 ,9 ,0.06,0.08,0.03,0.12,6月21日,0.03,6月25日
07025 富邦F2,5084720 ,10100000 ,278 ,0.5,0.57,0.54,1.01,6月28日,0.25,6月7日
07026 富邦F3,20597100 ,7937000 ,523 ,2.6,2.56,1.39,3.61,6月4日,1.3,6月30日
07027 富邦F4,10 ,1000 ,1 ,0.01,0.01,0.01,0.01,6月9日,0.01,6月9日
07028 富邦F5,24120 ,253000 ,6 ,0.1,0.08,0.08,0.17,6月1日,0.08,6月2日
07029 富邦F6,864340 ,1086000 ,78 ,0.8,0.81,0.52,1.03,6月22日,0.52,6月30日
07030 元富FA,120190 ,183000 ,5 ,0.66,0.72,0.5,0.99,6月4日,0.5,6月17日
07031 元富FB,2130 ,213000 ,3 ,0.01,0.01,0.01,0.01,6月17日,0.01,6月17日
07032 元富FC,7688530 ,8084000 ,325 ,0.95,0.72,1.14,1.38,6月17日,0.35,6月7日
07033 元富FD,700 ,70000 ,7 ,0.01,0.01,0.01,0.01,6月18日,0.01,6月18日
07034 元富FE,30890 ,2798000 ,39 ,0.01,0.03,0.01,0.1,6月8日,0.01,6月18日
07035 元富FF,4820 ,482000 ,11 ,0.01,0.01,0.01,0.01,6月17日,0.01,6月17日
07036 元富FG,5760 ,456000 ,4 ,0.01,0.02,0.01,0.03,6月4日,0.01,6月17日
07037 元富FH,19400 ,388000 ,8 ,0.05,0.05,0.05,0.07,6月1日,0.04,6月14日
07038 元富FJ,8850 ,20000 ,3 ,0.44,0.46,0.48,0.49,6月8日,0.4,6月3日
07039 元富FK,2310280 ,786000 ,25 ,2.94,3.2,3.58,3.64,6月17日,2.72,6月9日
07040 元富FL,10440 ,1008000 ,14 ,0.01,0.02,0.01,0.05,6月3日,0.01,6月15日
07041 元富FM,720 ,72000 ,1 ,0.01,0.01,0.01,0.01,6月17日,0.01,6月17日
07044 康和BH,95390 ,701000 ,16 ,0.14,0.16,0.06,0.23,6月3日,0.06,6月17日
07045 康和BJ,11230 ,405000 ,20 ,0.03,0.03,0.04,0.05,6月4日,0.01,6月15日
07046 群益LJ,1000 ,100000 ,2 ,0.01,0.01,0.01,0.01,6月2日,0.01,6月2日
07047 群益LK,1280 ,108000 ,2 ,0.01,0.02,0.01,0.02,6月1日,0.01,6月3日
07048 群益LL,1920 ,91000 ,8 ,0.02,0.02,0.01,0.04,6月3日,0.01,6月8日
07049 群益LM,160290 ,1450000 ,42 ,0.11,0.12,0.1,0.16,6月3日,0.07,6月11日
07050 群益LN,13050 ,140000 ,6 ,0.09,0.08,0.05,0.14,6月1日,0.05,6月4日
07052 群益LQ,1610 ,76000 ,5 ,0.02,0.16,0.46,0.46,6月9日,0.01,6月8日
07053 群益LR,2938180 ,1157000 ,65 ,2.54,2.59,3.36,3.61,6月17日,1.74,6月9日
07055P元大4A,28720 ,12000 ,3 ,2.39,2.37,2.41,2.46,6月2日,2.32,6月1日
07056 元大4B,3270 ,327000 ,4 ,0.01,0.01,0.01,0.01,6月18日,0.01,6月18日
07057 元大4C,6160 ,616000 ,11 ,0.01,0.01,0.01,0.01,6月17日,0.01,6月17日
07058 元大4D,30830 ,3083000 ,40 ,0.01,0.01,0.01,0.01,6月18日,0.01,6月18日
07060 元大4F,990 ,99000 ,2 ,0.01,0.01,0.01,0.01,6月11日,0.01,6月11日
07061 元大4G,70260 ,60000 ,9 ,1.17,1.13,1.07,1.4,6月3日,0.7,6月7日
07062 凱基NK,970140 ,730000 ,77 ,1.33,1.34,1.79,1.79,6月21日,0.93,6月2日
07063 凱基NL,648690 ,2547000 ,66 ,0.25,0.27,0.28,0.43,6月3日,0.17,6月9日
07064 凱基NM,1457660 ,1228000 ,52 ,1.19,1.34,1.92,1.92,6月21日,0.8,6月9日
07065 凱基NN,3887010 ,2389000 ,99 ,1.63,1.78,2.46,2.65,6月21日,1.14,6月8日
07066 日盛JP,550 ,55000 ,2 ,0.01,0.01,0.01,0.01,6月21日,0.01,6月21日
07068 日盛JR,210 ,21000 ,4 ,0.01,0.01,0.01,0.01,6月18日,0.01,6月18日
07069 日盛JS,100 ,10000 ,1 ,0.01,0.01,0.01,0.01,6月7日,0.01,6月7日
07071 日盛JU,7950 ,75000 ,7 ,0.11,0.1,0.01,0.17,6月2日,0.01,6月9日
07073 日盛JW,12640 ,923000 ,19 ,0.01,0.29,0.45,0.7,6月10日,0.01,6月21日
07074 日盛JX,190 ,19000 ,10 ,0.01,0.01,0.01,0.01,6月21日,0.01,6月21日
07076 工銀IA,2580 ,258000 ,6 ,0.01,0.01,0.01,0.01,6月8日,0.01,6月8日
07077 工銀IB,2100 ,210000 ,9 ,0.01,0.01,0.01,0.01,6月21日,0.01,6月21日
07078 工銀IC,1020860 ,4580000 ,98 ,0.22,0.24,0.32,0.54,6月4日,0.08,6月10日
07080 國泰DY,500 ,30000 ,3 ,0.02,0.02,0.01,0.03,6月2日,0.01,6月8日
07081 國泰DZ,20370 ,2007000 ,28 ,0.01,0.02,0.01,0.02,6月1日,0.01,6月18日
07082 國泰EA,11180 ,995000 ,25 ,0.01,0.01,0.01,0.02,6月10日,0.01,6月18日
07085 寶來MN,20 ,2000 ,2 ,0.01,0.01,0.01,0.01,6月18日,0.01,6月18日
07087 寶來MQ,1200 ,120000 ,6 ,0.01,0.01,0.01,0.01,6月18日,0.01,6月18日
07088 寶來MR,22110 ,453000 ,22 ,0.05,0.11,0.04,0.4,6月3日,0.02,6月18日
07089 寶來MS,14140 ,1414000 ,24 ,0.01,0.01,0.01,0.01,6月21日,0.01,6月21日
07090 寶來MT,1010 ,101000 ,2 ,0.01,0.01,0.01,0.01,6月17日,0.01,6月17日
07091 寶來MU,2580 ,57000 ,7 ,0.05,0.39,0.69,0.69,6月21日,0.01,6月18日
07092 寶來MV,20 ,2000 ,1 ,0.01,0.01,0.01,0.01,6月17日,0.01,6月17日
07094 寶來MX,3580 ,358000 ,7 ,0.01,0.01,0.01,0.01,6月17日,0.01,6月17日
07095 統一F4,7640 ,684000 ,19 ,0.01,0.01,0.01,0.02,6月3日,0.01,6月22日
07096 統一F5,6590 ,659000 ,14 ,0.01,0.01,0.01,0.01,6月22日,0.01,6月22日
07097 統一F6,600 ,60000 ,2 ,0.01,0.01,0.01,0.01,6月22日,0.01,6月22日
07098 統一F7,990 ,99000 ,3 ,0.01,0.01,0.01,0.01,6月22日,0.01,6月22日
07099 統一F8,100230 ,1295000 ,17 ,0.08,0.08,0.02,0.13,6月3日,0.02,6月18日
07100 統一F9,300 ,30000 ,1 ,0.01,0.01,0.01,0.01,6月17日,0.01,6月17日
07101 日盛JY,240 ,24000 ,3 ,0.01,0.01,0.01,0.01,6月22日,0.01,6月22日
07102P日盛JZ,9356240 ,13662000 ,302 ,0.68,0.6,0.21,1.11,6月2日,0.2,6月22日
07103 日盛KA,1050 ,105000 ,3 ,0.01,0.01,0.01,0.01,6月14日,0.01,6月14日
07104 日盛KB,683420 ,641000 ,107 ,1.07,1.08,1.61,1.77,6月21日,0.57,6月7日
07105 日盛KC,6130 ,613000 ,15 ,0.01,0.01,0.01,0.01,6月18日,0.01,6月18日
07107 日盛KE,29550 ,614000 ,16 ,0.05,1.1,0.05,2.33,6月3日,0.01,6月11日
07109 日盛KG,830 ,83000 ,36 ,0.01,0.01,0.01,0.01,6月22日,0.01,6月22日
07110 日盛KH,3090 ,309000 ,6 ,0.01,0.01,0.01,0.01,6月21日,0.01,6月21日
07111 日盛KI,10280 ,964000 ,29 ,0.01,0.02,0.01,0.09,6月10日,0.01,6月22日
07112 日盛KJ,3550 ,355000 ,36 ,0.01,0.01,0.01,0.01,6月22日,0.01,6月22日
07115 永豐MA,4070 ,333000 ,28 ,0.01,0.02,0.01,0.03,6月3日,0.01,6月14日
07116 永豐MB,2380 ,238000 ,9 ,0.01,0.01,0.01,0.01,6月18日,0.01,6月18日
07117 永豐MC,600 ,60000 ,6 ,0.01,0.01,0.01,0.01,6月4日,0.01,6月4日
07118 永豐MD,400 ,20000 ,2 ,0.02,0.02,0.01,0.03,6月1日,0.01,6月2日
07120 永豐MF,810550 ,6551000 ,103 ,0.12,0.11,0.13,0.19,6月1日,0.07,6月21日
07122 永豐MH,149020 ,281000 ,17 ,0.53,0.48,0.67,0.72,6月17日,0.22,6月14日
07123 永豐MI,1064080 ,2829000 ,81 ,0.38,0.35,0.49,0.62,6月21日,0.01,6月21日
07125 群益LU,15270 ,314000 ,24 ,0.05,0.04,0.01,0.1,6月8日,0.01,6月22日
07126 群益LV,900 ,50000 ,2 ,0.02,0.03,0.01,0.05,6月7日,0.01,6月11日
07127 群益LW,560 ,56000 ,10 ,0.01,0.01,0.01,0.01,6月17日,0.01,6月17日
07128 群益LX,254260 ,4055000 ,192 ,0.06,0.06,0.02,0.23,6月3日,0.01,6月21日
07129 群益LY,502310 ,787000 ,63 ,0.64,0.68,1.13,1.24,6月21日,0.36,6月7日
07131 群益MA,3950 ,169000 ,7 ,0.02,0.08,0.01,0.16,6月3日,0.01,6月22日
07132 群益MB,6270 ,607000 ,23 ,0.01,0.02,0.03,0.03,6月22日,0.01,6月22日
07134 群益MD,5080 ,508000 ,11 ,0.01,0.01,0.01,0.01,6月22日,0.01,6月22日
07135 群益ME,27090 ,106000 ,12 ,0.26,0.27,0.29,0.32,6月21日,0.24,6月17日
07136 群益MF,33980 ,755000 ,13 ,0.05,0.04,0.01,0.09,6月9日,0.01,6月17日
07137 兆豐49,1539440 ,7991000 ,540 ,0.19,0.14,0.05,0.42,6月1日,0.03,6月22日
07138 兆豐50,1824490 ,1482000 ,52 ,1.23,1.23,1.52,1.6,6月22日,1,6月9日
07139 兆豐51,499350 ,3145000 ,145 ,0.16,0.17,0.35,0.35,6月22日,0.05,6月9日
07140 兆豐52,19580 ,331000 ,7 ,0.06,0.05,0.01,0.18,6月4日,0.01,6月22日
07141 兆豐53,405180 ,2292000 ,40 ,0.18,0.19,0.01,0.43,6月3日,0.01,6月22日
07142 兆豐54,300200 ,20000 ,10 ,15.01,14.96,15.8,16.1,6月21日,13,6月9日
07143 兆豐55,2510 ,251000 ,14 ,0.01,0.01,0.01,0.01,6月17日,0.01,6月17日
07145 兆豐57,500 ,50000 ,3 ,0.01,0.01,0.01,0.01,6月18日,0.01,6月18日
07146 兆豐58,921750 ,672000 ,95 ,1.37,1.13,0.43,2.36,6月1日,0.43,6月22日
07147P兆豐59,3674900 ,1315000 ,156 ,2.79,2.62,2.24,4.09,6月9日,1.69,6月21日
07150 永豐ML,569800 ,1158000 ,32 ,0.49,0.49,0.62,0.67,6月15日,0.31,6月7日
07152 永豐MN,100 ,10000 ,1 ,0.01,0.01,0.01,0.01,6月15日,0.01,6月15日
07154 永豐MQ,60080 ,1340000 ,27 ,0.04,0.05,0.05,0.07,6月4日,0.02,6月18日
07157 永豐MT,489370 ,633000 ,27 ,0.77,0.69,0.82,0.97,6月21日,0.5,6月2日
07158 元大4R,66940 ,5841000 ,114 ,0.01,0.01,0.01,0.03,6月3日,0.01,6月22日
07159 元大4S,241010 ,1697000 ,79 ,0.14,0.16,0.12,0.5,6月1日,0.01,6月21日
07160 元大4T,300 ,30000 ,1 ,0.01,0.01,0.01,0.01,6月2日,0.01,6月2日
07161 元大4U,2170 ,197000 ,5 ,0.01,0.01,0.01,0.02,6月14日,0.01,6月18日
07162 元大4V,1031220 ,1154000 ,54 ,0.89,0.86,0.99,1.01,6月21日,0.64,6月7日
07163P元大4W,1091810 ,29326000 ,584 ,0.04,0.04,0.01,0.1,6月7日,0.01,6月22日
07164 元大4X,600 ,60000 ,1 ,0.01,0.01,0.01,0.01,6月22日,0.01,6月22日
07165 元大4Y,4190 ,329000 ,5 ,0.01,0.02,0.04,0.04,6月25日,0.01,6月23日
07166 大華DN,2000 ,200000 ,3 ,0.01,0.01,0.01,0.01,6月14日,0.01,6月14日
07167 第一28,100 ,10000 ,1 ,0.01,0.01,0.01,0.01,6月9日,0.01,6月9日
07168 第一29,56870 ,718000 ,30 ,0.08,0.11,0.01,0.25,6月1日,0.01,6月24日
07169 第一30,7200 ,40000 ,2 ,0.18,0.18,0.17,0.19,6月17日,0.17,6月18日
07172 富邦F7,2606590 ,10000000 ,443 ,0.26,0.23,0.25,0.43,6月17日,0.11,6月2日
07173 富邦F8,980 ,87000 ,16 ,0.01,0.02,0.01,0.06,6月18日,0.01,6月29日
07174 富邦F9,280 ,12000 ,3 ,0.02,0.03,0.01,0.07,6月3日,0.01,6月30日
07175 富邦G1,7390 ,259000 ,36 ,0.03,0.02,0.01,0.05,6月2日,0.01,6月30日
07177 富邦G3,34630 ,313000 ,10 ,0.11,0.1,0.06,0.12,6月4日,0.06,6月17日
07178 永昌JM,940 ,14000 ,2 ,0.07,0.21,0.41,0.41,6月18日,0.01,6月17日
07179 永昌JN,3930 ,393000 ,6 ,0.01,0.01,0.01,0.01,6月18日,0.01,6月18日
07181 永昌JQ,100280 ,763000 ,21 ,0.13,0.11,0.17,0.2,6月3日,0.03,6月9日
07182 永昌JR,2570 ,257000 ,13 ,0.01,0.01,0.01,0.01,6月24日,0.01,6月24日
07184 永昌JT,3600 ,30000 ,1 ,0.12,0.12,0.12,0.12,6月14日,0.12,6月14日
07185 凱基NP,1800 ,30000 ,1 ,0.06,0.06,0.06,0.06,6月10日,0.06,6月10日
07186 永豐MU,6370 ,139000 ,5 ,0.05,0.05,0.05,0.07,6月1日,0.03,6月2日
07187 永豐MV,610 ,57000 ,2 ,0.01,0.03,0.03,0.03,6月22日,0.01,6月22日
07188 永豐MW,1400 ,140000 ,6 ,0.01,0.01,0.01,0.01,6月17日,0.01,6月17日
07189 永豐MX,100 ,10000 ,1 ,0.01,0.01,0.01,0.01,6月4日,0.01,6月4日
07190 永豐MY,137150 ,247000 ,19 ,0.56,0.54,0.52,0.68,6月17日,0.42,6月10日
07191 永豐MZ,200 ,20000 ,1 ,0.01,0.01,0.01,0.01,6月2日,0.01,6月2日
07192 永豐NA,100 ,10000 ,10 ,0.01,0.01,0.01,0.01,6月23日,0.01,6月23日
07193 永豐NB,7200 ,200000 ,11 ,0.04,0.03,0.02,0.07,6月22日,0.02,6月24日
07195 永豐ND,10 ,1000 ,1 ,0.01,0.01,0.01,0.01,6月24日,0.01,6月24日
07197 統一G2,3310 ,331000 ,7 ,0.01,0.01,0.01,0.01,6月24日,0.01,6月24日
07198 日盛KM,720 ,6000 ,3 ,0.12,0.11,0.08,0.14,6月21日,0.08,6月22日
07199P日盛KN,1923120 ,3272000 ,252 ,0.59,0.55,0.35,0.93,6月8日,0.19,6月21日
07200P日盛KP,74960 ,74000 ,44 ,1.01,1.04,1.11,1.23,6月15日,0.86,6月17日
07201P日盛KQ,97860 ,52000 ,2 ,1.88,1.66,1.43,1.9,6月2日,1.43,6月15日
07202 日盛KR,1100 ,110000 ,3 ,0.01,0.01,0.01,0.01,6月21日,0.01,6月21日
07203 日盛KS,300 ,30000 ,2 ,0.01,0.01,0.01,0.01,6月25日,0.01,6月25日
07204 日盛KT,3230 ,231000 ,13 ,0.01,0.02,0.01,0.07,6月22日,0.01,6月25日
07205 日盛KU,1000 ,100000 ,3 ,0.01,0.01,0.01,0.01,6月24日,0.01,6月24日
07206 日盛KV,2390 ,19000 ,4 ,0.13,0.16,0.14,0.19,6月15日,0.01,6月21日
07207 日盛KW,2490 ,249000 ,13 ,0.01,0.01,0.01,0.01,6月25日,0.01,6月25日
07208 日盛KX,88600 ,891000 ,58 ,0.1,0.09,0.11,0.18,6月24日,0.05,6月8日
07209 日盛KY,33030 ,3303000 ,59 ,0.01,0.01,0.01,0.01,6月25日,0.01,6月25日
07210 日盛KZ,4880 ,142000 ,6 ,0.03,0.22,0.01,0.49,6月9日,0.01,6月23日
07211 大華DP,1170990 ,1488000 ,99 ,0.79,0.79,0.43,0.96,6月1日,0.43,6月25日
07212 大華DQ,350 ,35000 ,1 ,0.01,0.01,0.01,0.01,6月24日,0.01,6月24日
07213 大華DR,1340 ,134000 ,4 ,0.01,0.01,0.01,0.01,6月24日,0.01,6月24日
07214 大華DS,2410 ,241000 ,3 ,0.01,0.01,0.01,0.01,6月25日,0.01,6月25日
07215 大華DT,110 ,11000 ,2 ,0.01,0.01,0.01,0.01,6月23日,0.01,6月23日
07217 永豐NF,882150 ,1318000 ,80 ,0.67,0.74,0.98,1.29,6月24日,0.28,6月4日
07218 永豐NG,2090 ,134000 ,10 ,0.02,0.02,0.01,0.03,6月7日,0.01,6月22日
07219 永豐NH,9480 ,848000 ,12 ,0.01,0.01,0.01,0.02,6月2日,0.01,6月9日
07224 永豐NM,50370 ,912000 ,21 ,0.06,0.09,0.01,0.16,6月3日,0.01,6月25日
07228 永豐NR,600 ,60000 ,1 ,0.01,0.01,0.01,0.01,6月1日,0.01,6月1日
07229 永豐NS,6520 ,508000 ,15 ,0.01,0.01,0.01,0.04,6月1日,0.01,6月21日
07230 永豐NT,1599280 ,5614000 ,106 ,0.28,0.26,0.15,0.4,6月9日,0.15,6月25日
07231 富邦G4,65560 ,2599000 ,177 ,0.03,0.03,0.02,0.05,6月14日,0.01,6月28日
07232 富邦G5,6600 ,60000 ,3 ,0.11,0.11,0.12,0.12,6月15日,0.1,6月7日
07234 富邦G7,400 ,4000 ,1 ,0.1,0.1,0.1,0.1,6月1日,0.1,6月1日
07235 富邦G8,6445700 ,5598000 ,223 ,1.15,1.2,0.81,1.63,6月22日,0.76,6月7日
07236 元富FN,15180 ,1518000 ,25 ,0.01,0.01,0.01,0.01,6月25日,0.01,6月25日
07237 元富FP,132350 ,99000 ,5 ,1.34,1.25,1.4,1.4,6月24日,1.02,6月11日
07238 元富FQ,748090 ,3820000 ,138 ,0.2,0.18,0.04,0.41,6月3日,0.03,6月28日
07239 元富FR,5920 ,592000 ,8 ,0.01,0.01,0.01,0.01,6月28日,0.01,6月28日
07241 元富FT,157000 ,1854000 ,65 ,0.08,0.14,0.01,0.39,6月1日,0.01,6月28日
07242 元富FU,60300 ,160000 ,10 ,0.38,0.35,0.45,0.45,6月22日,0.29,6月7日
07243 元富FV,213110 ,401000 ,15 ,0.53,0.41,0.34,0.6,6月17日,0.22,6月7日
07244 元富FW,440 ,11000 ,1 ,0.04,0.04,0.04,0.04,6月24日,0.04,6月24日
07245 元富FX,832380 ,1119000 ,92 ,0.74,0.95,0.85,1.53,6月17日,0.43,6月8日
07246 元富FY,86290 ,963000 ,42 ,0.09,0.07,0.19,0.24,6月28日,0.04,6月23日
07247 元富FZ,12180 ,512000 ,9 ,0.02,0.03,0.01,0.06,6月4日,0.01,6月28日
