櫃檯買賣股票成交資料彙總表,,,,,,,,,,,,,
The Trading Summary of Listed Stocks,,,,,,,,,,,,,
98年03月 Mar. 09,,,,,,,,,,,,,
,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 299,441,633,247元",,,,,4. 加權平均本益比：14.96,,,,,,,,
,,,,,   註：加權平均本益比已排除極端值（資本額逾全市場發行資本額10％之個股）,,,,,,,,
   Total Trading Value of Listed Stocks（NTD）,,,,,   Weighted Average P/E Ratio,,,,,,,,
"2. 櫃檯買賣股票月總成交量： 14,431,531,191股",,,,,5. 加權平均殖利率： 11.07%,,,,,,,,
   Total Trading Volume of Listed Stocks（Share）,,,,,   Weighted Average Yield,,,,,,,,
"3. 櫃檯買賣月總成交筆數： 4,012,573筆",,,,,6. 成交量週轉率： 21.81%（以上櫃股數計算）,,,,,,,,
   Number of Transactions,,,,,   Turnover Rate,,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,  週轉率（%）　　Turnover Rate,  淨值比（%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
8931,大園汽電,70803126,8423452,2793,8.4,9.24,7.04,7.95,8.67,18.85,8.07,7.9,0.64
3073,普格    ,686993719,17060173,4361,40.26,44.8,35.9,39.24,43.2,26.34,4.62,47.32,2.64
3087,翔準    ,173357443,26062122,5628,6.65,7.6,4.92,6.2,6.72,12.68,1.48,9.14,0.52
3188,安茂    ,322747906,27402520,9309,11.77,13,9.86,11.59,11.45,18.17,13.27,57.26,0.88
3219,倚強科技,27762846,1612717,972,17.21,18.4,15.3,16.97,17.25,NA,5.79,4.06,1.53
3227,原相科技,11840943659,77067852,51754,153.64,168.5,138.5,153.34,154.5,13.43,5.3,61.77,3.94
3228,金麗科  ,949629346,16622268,10234,57.12,66.3,44.3,54.81,58.9,117.8,4.04,29.29,4.15
3252,海灣科技,208331,112181,64,1.85,2.1,1.57,1.87,2.08,NA,0,0.08,26
3259,鑫創科技,57911359,3040868,1290,19.04,21.5,17.05,18.4,20,NA,12.5,5.01,1.16
3260,威剛科技,5213339091,191641947,51792,27.2,32.8,20.3,26.8,29.5,NA,0.88,113.23,1.03
3264,欣銓科技,2887582493,206150689,49905,14,16.3,11.6,13.83,15.2,4.97,11.51,49.87,0.94
3265,台星科  ,356914908,44186659,11159,8.07,9.5,6.5,7.85,8.33,6.13,12,16.21,0.6
3268,海德威  ,145881148,5849533,4000,24.93,27.4,20.6,24.45,24.6,NA,4.71,19.1,2.14
3291,遠翔科技,375019671,12831564,7166,29.22,32.4,25.2,29.1,26.95,13.48,6.9,40.14,1.96
3317,尼克森  ,1505733889,48898432,22273,30.79,35.8,24.2,30.07,31,12.02,12.9,88.36,1.12
3372,典範    ,416307609,52135685,14101,7.98,8.96,7.01,7.89,7.82,8.59,16.87,17.23,0.63
3438,類比科  ,2164691618,35374961,22850,61.19,69,50.5,60.81,63.1,7.04,10.69,88.82,2.5
3527,聚積    ,3687376330,29786768,20255,123.79,135.5,113.5,122.63,128.5,12.64,8.94,97.56,3.21
