櫃檯買賣股票成交資料彙總表,,,,,,,,,,,,,
The Trading Summary of Listed Stocks,,,,,,,,,,,,,
99年11月 Nov. 10,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 341,923,478,655元",,,,,,"3. 櫃檯買賣月總成交筆數： 3,336,993筆",,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,
"2. 櫃檯買賣股票月總成交量： 8,296,206,197股",,,,,,4. 成交量週轉率： 12.62%（以上櫃股數計算）,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,  週轉率（%）　　Turnover Rate,  淨值比（%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
9946,金革科技,39614337,2328706,1347,17.01,18.45,16.1,17.05,18.45,30.25,0,2.33,2.03
9949,琉園    ,77521647,3120957,1611,24.83,28.15,22.2,25.44,23.2,21.68,3.84,6.9,1.45
1742,台蠟    ,101695807,2192591,1399,46.38,47.4,45.4,46.39,46.25,12.17,5.64,4.34,2.9
1787,福盈科技,144420528,8186027,3264,17.64,19.7,16.5,17.57,16.8,15.27,2.44,11.74,1.12
4702,中美聯合,115231273,8718238,4204,13.21,15.7,12,13.13,12.85,N/A,0,23.94,1.32
4703,金美克能,26210206,3387597,502,7.73,8.15,7.42,7.69,7.89,N/A,0,4.95,1.31
4706,大恭化學,16393852,985795,467,16.63,17.65,15.95,16.63,16.5,9.02,4.16,1.25,1.03
4707,磐亞    ,842506688,51452752,15749,16.37,18.1,15.05,16.03,15.6,28.89,1.27,22.82,0.93
4711,永純    ,37625478,1855506,826,20.27,21.45,19,20.38,20.7,12.03,7.71,3.04,1.19
4712,南璋    ,270921762,14968093,3387,18.09,19.3,15.7,17.76,18.5,N/A,0,24.91,1.76
4714,永捷    ,25915971,1619140,550,16,16.65,15.5,15.91,15.9,9.58,6.3,3.81,0.95
4716,大立    ,484058644,14247903,7642,33.97,37.35,31.2,33.73,36.2,29.92,1.6,25.52,2.56
4720,德淵企業,193413924,9565057,4550,20.22,22.45,18.1,20.16,20.9,52.25,2.46,13.72,1.6
4721,美琪瑪  ,256862308,8176084,4576,31.41,33.8,30.05,31.21,31.05,12.67,3.3,11.31,2.07
4722,國精化學,182488387,8879562,2673,20.55,22.55,19.1,20.19,20.45,28.40,2.95,12.5,1.3
4733,上緯企業,178345662,3193511,1981,55.84,58.4,53.1,55.85,53.6,21.79,5.51,4.88,2.72
6509,聚和國際,658156751,25307005,12833,26,28.1,25,25.76,25.85,23.94,3.75,15.48,1.58
1565,精華光學,1649220550,4514739,3985,365.29,401,335,362.52,400,23.84,2.83,8.95,8.26
1752,南光    ,1176177865,31201587,16352,37.69,41,32.6,36.92,41,N/A,0.49,49.53,3.18
1777,生泰合成,315705366,4842542,3166,65.19,70.6,60.5,65.04,66,20.25,2.61,20.37,3.48
1781,合世生醫,368201852,10324056,5833,35.66,39.4,31.5,35.25,34,13.88,0,25.89,3.3
1784,訊聯    ,1063895635,17452260,11042,60.96,71.4,48.5,53.25,68.5,N/A,3.53,39.02,3.07
1788,杏昌生技,1571435038,11849078,8233,132.62,138.5,126.5,131.2,134,27.02,2.44,40.51,4.61
1795,美時化學,1195194461,21035359,12052,56.81,64.2,49.6,56.38,58.4,N/A,1.22,48.67,4.38
1799,紅電醫  ,39051711,1765424,952,22.12,24.2,21,21.91,22.3,44.60,8.96,5.71,1.71
1813,寶利徠  ,46923614,1207157,817,38.87,41,37,38.67,39.6,21.18,2.51,2.94,2.43
3118,進階    ,665116869,12083095,7693,55.04,62.8,52,54.12,56,24.35,2.81,39.09,3.56
3205,佰研生化,9104701,343180,283,26.53,28.75,25.15,26.45,26,N/A,0,2.33,3.54
3218,大學光學,35244360,1374397,899,25.64,27.55,24.5,25.53,25.9,N/A,0,3.04,1.8
3266,弘如洋  ,63935406,2695762,1158,23.71,25.4,21.7,23.83,24.6,N/A,0,3.24,2.06
4102,永日化工,3932357989,48539465,28324,81.01,86.8,70.3,81.26,81,26.82,2.35,120.28,5.7
4103,百略    ,828050621,14048686,9543,58.94,62.6,55.6,58.24,57.7,14.61,5.19,11.49,2.65
4105,東洋藥品,5456244320,37561870,25993,145.26,155,127,144.43,148.5,53.61,2.02,26.86,9.83
4107,邦特生技,1111423811,21549108,13125,51.57,55,48.3,50.86,54.2,23.06,3.92,27.53,3.25
4109,加捷    ,88573632,3757217,2230,23.57,24.7,22.5,23.32,23.55,94.20,3.49,8.14,1.82
4111,濟生    ,669293984,24049956,11459,27.82,31.2,22.8,25.32,31.2,45.88,1.76,48.89,1.93
4114,健喬信元,282282109,8101969,4187,34.84,36.85,33.2,34.74,34.5,65.09,0,9.95,2.29
4120,友華生技,546033010,9524509,6567,57.32,59.4,54.5,56.91,58,15.22,3.62,11.73,2.52
4121,優盛醫學,835195273,34393420,16092,24.28,26.15,21.6,24.02,24.7,14.70,2.11,48.79,1.55
4123,晟德    ,378627922,8419495,5339,44.97,46.8,42.8,44.64,45.35,174.42,5.44,9.67,2.37
4126,太平洋醫,1732967363,13680960,8801,126.67,136,117,123.9,136,20.06,0.8,25.35,4.75
4127,天良    ,779167653,23672648,13898,32.91,37.2,30.5,32.48,32.5,65.00,0.62,51.73,1.89
4128,中天生技,1783688367,38406517,21296,46.44,48.65,44.9,46.44,47.35,100.74,0,17.13,2.36
4129,聯合骨科,743032212,14583549,9368,50.95,55.3,46,49.59,54.8,74.05,1.84,31.46,3.7
4131,晶宇生技,180874383,6043505,3783,29.92,33.8,25.3,30.08,30.9,N/A,0,12.51,4.66
8908,欣雄    ,14982067,812601,560,18.43,19.4,17.25,17.89,18.3,17.10,1.68,1.04,1.55
8917,欣泰    ,10030672,251098,75,39.94,41.1,39.6,40.05,40,19.42,5,0.24,2.64
8927,北基加油,97917240,5987262,2155,16.35,17.15,14.9,15.67,15.2,42.22,3.32,5.51,1.32
8931,大園汽電,27629625,1908276,884,14.47,14.95,13.95,14.42,14.15,12.09,7.11,1.79,1.01
3073,普格    ,48769692,1887788,1000,25.83,27.1,24.5,25.73,25.05,N/A,0.7,3.88,1.32
3087,翔準    ,66848100,6211000,1908,10.76,11.4,10.3,10.66,10.6,16.31,0,2.18,0.76
3169,亞信電子,192131303,3770732,2338,50.95,53.2,50,50.76,51.5,16.72,4.16,7.06,3.21
3188,安茂    ,37523528,2915989,1271,12.86,14.25,12.1,12.68,12.65,N/A,0,6.09,1.06
3219,倚強科技,8849517,1557827,409,5.68,10.9,4.5,6.51,5.85,N/A,0,3.92,1
3227,原相科技,3240823295,23175473,17684,139.83,148.5,129.5,139.15,138.5,19.05,3.61,17.72,2.97
3228,金麗科  ,449631922,8625616,5627,52.12,70.7,47.55,51.7,53.2,N/A,0,14.6,4.28
3252,海灣科技,6477066,507795,304,12.75,14.1,10.1,13.03,13.95,N/A,0,1.02,17.24
3259,鑫創科技,26810128,1316772,663,20.36,22.6,18.9,20.39,19.85,N/A,1.94,2.12,1.33
3260,威剛科技,2197396499,47769621,23677,45.99,49.5,43.5,45.14,45.4,13.67,6.64,20.94,1.45
3264,欣銓科技,5078152970,189857410,51643,26.74,29.6,24.85,26.26,28.75,9.24,4.17,42.65,1.66
3265,台星科  ,848969173,49921913,14645,17,17.7,16.15,16.82,17.3,8.69,2.43,18.32,1.18
3268,海德威  ,32230378,1196498,800,26.93,30,25.1,26.74,25.7,82.90,0,3.9,2.44
3291,遠翔科技,70172707,1924460,1411,36.46,38.8,34.55,36.4,36.75,12.25,4.65,5.77,2.56
3317,尼克森  ,133959820,4381523,3008,30.57,34.2,29,30.21,30.7,24.37,3.31,7.15,1.12
3372,典範    ,164960933,16418691,5517,10.04,10.95,9.62,9.95,9.99,N/A,0,5.43,0.89
3438,類比科  ,319503143,4693735,3137,68.07,71.3,64.7,67.41,70.1,14.45,2.85,11.79,2.67
3527,聚積    ,2505542317,16206690,12241,154.59,165.5,144.5,153,154,15.14,3.85,48.88,3.38
3553,力積電子,1065084410,16991515,11916,62.68,69.1,56.6,62.19,63,8.21,8.09,29.98,2.8
3556,禾瑞亞  ,3846500424,40472692,25798,95.03,104.5,86.1,91.4,102.5,37.68,2.45,89.87,4.95
3567,逸昌    ,127802048,7252860,3440,17.62,19.9,15.8,17.81,19.4,7.21,5.81,18.13,1.22
3582,凌耀    ,1794024317,10334521,7569,173.59,193,150,171.04,187,20.02,3.06,30.94,6.01
5302,太欣半導,54547288,4455341,1797,12.24,13.4,11.1,12.11,11.85,N/A,0,2.74,1.46
5314,世紀民生,49512306,4555984,1697,10.86,12,10.3,10.71,10.7,71.33,0,4.07,1.21
